iter,bucket,numel,m_rms,sqrt_v_rms,param_rms,sqrt_v_p01,sqrt_v_p50,sqrt_v_p99,frac_sqrtv_below_1e6eps,frac_sqrtv_below_1e3eps,frac_sqrtv_below_10eps,step_p50,step_p99,rel_step_p50
60000,"optimizer.distributed.dp_group_idx_1.gbuf_idx_0.dtype_(torch.bfloat16, torch.float32).bucket_idx_1",187443456,4.13745e-08,1.95551e-07,0.0423948,3.61879e-08,7.57515e-08,2.88943e-07,1,0.999991,0.838083,0.132106,0.475573,3.96254
60000,"optimizer.distributed.dp_group_idx_1.gbuf_idx_0.dtype_(torch.bfloat16, torch.float32).bucket_idx_4",335544320,1.57468e-08,4.36207e-08,0.0279853,1.01519e-10,1.12304e-08,4.34121e-08,1,0.999998,0.998708,0.06666,0.327072,3.07557
60000,"optimizer.distributed.dp_group_idx_1.gbuf_idx_3.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,1.01511e-08,5.24844e-08,0.0417871,5.84256e-09,3.94392e-08,7.96782e-08,1,0.999998,0.994412,0.121444,0.448128,3.79406
60000,"optimizer.distributed.dp_group_idx_10.gbuf_idx_2.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,9.65701e-09,4.43121e-08,0.0406503,2.078e-09,4.10286e-08,6.63576e-08,1,1,0.997702,0.118798,0.445483,3.79276
60000,"optimizer.distributed.dp_group_idx_11.gbuf_idx_0.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,2.20806e-08,1.89498e-07,0.041649,1.86871e-08,6.22287e-08,2.10739e-07,1,0.999994,0.919975,0.130103,0.46617,3.9993
60000,"optimizer.distributed.dp_group_idx_11.gbuf_idx_3.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,1.61053e-08,1.07104e-07,0.0415202,8.92604e-09,4.77746e-08,1.97954e-07,1,0.999995,0.944396,0.12155,0.467879,3.85296
60000,"optimizer.distributed.dp_group_idx_12.gbuf_idx_2.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,9.72844e-09,4.6622e-08,0.0412898,2.66211e-09,3.99325e-08,6.97322e-08,1,0.999999,0.996702,0.120121,0.445111,3.78562
60000,"optimizer.distributed.dp_group_idx_13.gbuf_idx_1.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,1.27689e-08,6.67152e-08,0.0417466,6.95188e-09,4.77719e-08,1.4413e-07,1,0.999998,0.973405,0.124454,0.453894,3.88158
60000,"optimizer.distributed.dp_group_idx_14.gbuf_idx_0.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,2.25086e-08,2.1918e-07,0.041345,1.67993e-08,6.03851e-08,2.06115e-07,1,0.999993,0.921344,0.128633,0.461813,3.99278
60000,"optimizer.distributed.dp_group_idx_14.gbuf_idx_3.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",701271808,6.57178e-07,3.03979e-06,0.0283149,1.90175e-09,6.56312e-08,3.69059e-06,1,0.998479,0.613901,0.0745635,0.424649,4.05674
60000,"optimizer.distributed.dp_group_idx_15.gbuf_idx_2.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,9.62457e-09,4.50189e-08,0.0411999,2.66303e-09,3.98369e-08,6.70873e-08,1,0.999999,0.997316,0.119882,0.445493,3.79042
60000,"optimizer.distributed.dp_group_idx_2.gbuf_idx_0.dtype_(torch.bfloat16, torch.float32).bucket_idx_1",187443456,4.13818e-08,1.98294e-07,0.0424702,2.96209e-08,7.57858e-08,2.84922e-07,1,0.999994,0.841066,0.131385,0.47333,3.93044
60000,"optimizer.distributed.dp_group_idx_2.gbuf_idx_0.dtype_(torch.bfloat16, torch.float32).bucket_idx_4",335544320,3.23454e-09,1.59467e-08,0.0259475,3.19028e-12,9.17227e-09,3.65496e-08,1,1,0.999176,0.0576081,0.305986,2.87676
60000,"optimizer.distributed.dp_group_idx_2.gbuf_idx_3.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,9.8996e-09,4.82983e-08,0.0414769,4.8683e-09,3.92931e-08,7.46032e-08,1,0.999999,0.995118,0.121208,0.449549,3.8191
60000,"optimizer.distributed.dp_group_idx_3.gbuf_idx_0.dtype_(torch.bfloat16, torch.float32).bucket_idx_2",135020032,6.71775e-08,3.10927e-07,0.0411596,1.39249e-08,7.21825e-08,5.40912e-07,1,0.999948,0.676843,0.121542,0.462626,3.80923
60000,"optimizer.distributed.dp_group_idx_3.gbuf_idx_1.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,2.3191e-08,1.77586e-07,0.0408043,1.595e-08,5.50853e-08,1.9763e-07,1,0.999993,0.935264,0.126244,0.454936,3.99301
60000,"optimizer.distributed.dp_group_idx_4.gbuf_idx_0.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,3.24658e-08,2.30976e-07,0.0414036,2.5762e-08,6.38998e-08,3.32798e-07,1,0.999985,0.861816,0.128815,0.462936,3.99454
60000,"optimizer.distributed.dp_group_idx_4.gbuf_idx_3.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,1.17289e-08,6.46541e-08,0.0423429,5.68163e-09,4.09438e-08,1.13007e-07,1,0.999998,0.986645,0.124282,0.460573,3.85415
60000,"optimizer.distributed.dp_group_idx_5.gbuf_idx_1.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,1.85659e-08,1.32609e-07,0.0410702,1.38341e-08,5.33714e-08,1.86683e-07,1,0.999995,0.938167,0.125194,0.452472,3.95294
60000,"optimizer.distributed.dp_group_idx_6.gbuf_idx_0.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,3.12891e-08,2.09271e-07,0.0415821,2.98687e-08,6.43669e-08,3.01402e-07,1,0.999981,0.846793,0.129546,0.463975,3.99512
60000,"optimizer.distributed.dp_group_idx_6.gbuf_idx_3.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,1.14947e-08,6.08072e-08,0.0424431,5.76005e-09,4.08747e-08,1.10461e-07,1,0.999998,0.987376,0.12372,0.459988,3.82321
60000,"optimizer.distributed.dp_group_idx_7.gbuf_idx_2.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,1.00543e-08,4.65458e-08,0.0405584,3.19272e-09,4.27084e-08,7.09759e-08,1,0.999999,0.996968,0.120108,0.446304,3.84127
60000,"optimizer.distributed.dp_group_idx_8.gbuf_idx_1.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,1.36277e-08,7.8091e-08,0.0410854,5.98132e-09,5.06751e-08,1.40916e-07,1,0.999998,0.970364,0.124416,0.453935,3.93565
60000,"optimizer.distributed.dp_group_idx_9.gbuf_idx_0.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,2.20834e-08,1.88247e-07,0.0417419,1.80891e-08,6.2567e-08,2.07718e-07,1,0.999993,0.905389,0.130725,0.467153,4.01118
60000,"optimizer.distributed.dp_group_idx_9.gbuf_idx_3.dtype_(torch.bfloat16, torch.float32).bucket_idx_0",487629824,1.62206e-08,1.03549e-07,0.0414021,7.76351e-09,4.72512e-08,1.97611e-07,1,0.999995,0.944853,0.122707,0.468738,3.90303
