iter,run,tensor,layer,n_neurons,row_rms_med,row_rms_min,row_rms_p01,frac_below_10pct_med,frac_below_25pct_med,frac_below_50pct_med
34454,flagship,mlp.linear_fc1,23,51200,0.0344622,0.029167,0.0323558,0,0,0
34454,flagship,mlp.linear_fc1,24,51200,0.034597,0.02821,0.0324821,0,0,0
34454,flagship,mlp.linear_fc1,25,51200,0.0347163,0.0271717,0.0325833,0,0,0
34454,flagship,mlp.linear_fc1,26,51200,0.0347436,0.0274075,0.0326336,0,0,0
34454,flagship,mlp.linear_fc1,27,51200,0.0349152,0.026937,0.0327593,0,0,0
34454,flagship,mlp.linear_fc1,28,51200,0.0350478,0.0295633,0.0329899,0,0,0
34454,flagship,mlp.linear_fc1,29,51200,0.0351754,0.0273485,0.0331279,0,0,0
34454,flagship,mlp.linear_fc1,30,51200,0.0352374,0.0292075,0.0332205,0,0,0
34454,flagship,mlp.linear_fc1,31,51200,0.0354068,0.0268548,0.0335001,0,0,0
34454,flagship,mlp.linear_fc1,32,51200,0.0356102,0.0287889,0.0337443,0,0,0
34454,flagship,mlp.linear_fc1,33,51200,0.0357752,0.0297848,0.0339545,0,0,0
34454,flagship,mlp.linear_fc1,34,51200,0.0359365,0.0310862,0.0341149,0,0,0
34454,flagship,mlp.linear_fc1,35,51200,0.0360634,0.0290022,0.0342829,0,0,0
34454,flagship,mlp.linear_fc1,36,51200,0.0362384,0.0314777,0.0344107,0,0,0
34454,flagship,mlp.linear_fc1,37,51200,0.0363623,0.0328948,0.0345359,0,0,0
34454,flagship,mlp.linear_fc1,38,51200,0.0364451,0.0328157,0.0345945,0,0,0
34454,flagship,mlp.linear_fc1,39,51200,0.0365293,0.0332344,0.0346774,0,0,0
34454,flagship,mlp.linear_fc1,40,51200,0.0366041,0.0332356,0.0347222,0,0,0
34454,flagship,mlp.linear_fc1,41,51200,0.0366486,0.0331654,0.0347389,0,0,0
34454,flagship,mlp.linear_fc1,42,51200,0.0366997,0.0310442,0.034773,0,0,0
34454,flagship,mlp.linear_fc1,43,51200,0.0367463,0.028742,0.0347918,0,0,0
34454,flagship,mlp.linear_fc1,44,51200,0.0367784,0.0334241,0.0347994,0,0,0
34454,flagship,mlp.linear_fc1,45,51200,0.0367869,0.0313598,0.0347938,0,0,0
34454,flagship,mlp.linear_fc1,46,51200,0.03681,0.0324371,0.0347805,0,0,0
34454,flagship,mlp.linear_fc1,47,51200,0.0368168,0.0337684,0.0347657,0,0,0
34454,flagship,mlp.linear_fc1,48,51200,0.0368115,0.0330203,0.0347424,0,0,0
34454,flagship,mlp.linear_fc1,49,51200,0.0368383,0.0311048,0.0346737,0,0,0
34454,flagship,mlp.linear_fc1,50,51200,0.036792,0.0326187,0.0346331,0,0,0
34454,flagship,mlp.linear_fc1,51,51200,0.0367879,0.0333009,0.0345702,0,0,0
34454,flagship,mlp.linear_fc1,52,51200,0.0367448,0.0322179,0.0345071,0,0,0
34454,flagship,mlp.linear_fc1,53,51200,0.0366758,0.0318057,0.0343439,0,0,0
34454,flagship,mlp.linear_fc1,54,51200,0.0366134,0.0288579,0.0341333,0,0,0
34454,flagship,mlp.linear_fc1,55,51200,0.0364922,0.0310176,0.0339224,0,0,0
34454,flagship,mlp.linear_fc1,56,51200,0.036296,0.0301454,0.0335251,0,0,0
34454,flagship,mlp.linear_fc1,57,51200,0.0360337,0.0271038,0.0329662,0,0,0
34454,flagship,mlp.linear_fc1,58,51200,0.0355128,0.0254772,0.0323256,0,0,0
34454,flagship,mlp.linear_fc1,59,51200,0.0349062,0.024853,0.0315435,0,0,0
34454,flagship,mlp.linear_fc1,60,51200,0.0342242,0.0232578,0.0305123,0,0,0
34454,flagship,mlp.linear_fc1,61,51200,0.0331337,0.0218973,0.0288287,0,0,0
34454,flagship,mlp.linear_fc1,62,51200,0.0317036,0.019148,0.0238007,0,0,0
34454,flagship,mlp.linear_fc1,63,51200,0.0301483,0.0189252,0.020842,0,0,0
34454,flagship,self_attention.linear_qkv,0,10240,0.0327135,0.0172999,0.0181753,0,0,0
34454,flagship,self_attention.linear_qkv,1,10240,0.0324316,0.0179003,0.0221979,0,0,0
34454,flagship,self_attention.linear_qkv,2,10240,0.0353461,0.0137685,0.0190688,0,0,0.00576172
34454,flagship,self_attention.linear_qkv,3,10240,0.0354827,0.00984871,0.0207038,0,0,0.00224609
34454,flagship,self_attention.linear_qkv,4,10240,0.0344483,0.0144189,0.0215255,0,0,0.000195313
34454,flagship,self_attention.linear_qkv,5,10240,0.0345747,0.0188214,0.0227141,0,0,0
34454,flagship,self_attention.linear_qkv,6,10240,0.0350963,0.00612064,0.0200131,0,0.000195313,0.00488281
34454,flagship,self_attention.linear_qkv,7,10240,0.0343712,0.0118551,0.018941,0,0,0.00439453
34454,flagship,self_attention.linear_qkv,8,10240,0.0342188,0.0109595,0.0222066,0,0,0.000488281
34454,flagship,self_attention.linear_qkv,9,10240,0.0330236,0.0155481,0.0222927,0,0,9.76563e-05
34454,flagship,self_attention.linear_qkv,10,10240,0.0327588,0.00764178,0.0211872,0,9.76563e-05,0.000195313
34454,flagship,self_attention.linear_qkv,11,10240,0.0324344,0.0145403,0.0217785,0,0,0.000390625
34454,flagship,self_attention.linear_qkv,12,10240,0.0320812,0.0190934,0.021652,0,0,0
34454,flagship,self_attention.linear_qkv,13,10240,0.0306363,0.0163565,0.0200816,0,0,0
34454,flagship,self_attention.linear_qkv,14,10240,0.0298413,0.017601,0.0191112,0,0,0
34454,flagship,self_attention.linear_qkv,15,10240,0.0307113,0.0146906,0.019418,0,0,9.76563e-05
34454,flagship,self_attention.linear_qkv,16,10240,0.0311978,0.0171115,0.0198022,0,0,0
34454,flagship,self_attention.linear_qkv,17,10240,0.0316361,0.00706644,0.0198287,0,0.000195313,0.00107422
34454,flagship,self_attention.linear_qkv,18,10240,0.0310389,0.0123818,0.0187792,0,0,0.000195313
34454,flagship,self_attention.linear_qkv,19,10240,0.0329419,0.00938666,0.0184728,0,0,0.000683594
34454,flagship,self_attention.linear_qkv,20,10240,0.030985,0.0149381,0.0186942,0,0,0.000195313
34454,flagship,self_attention.linear_qkv,21,10240,0.0302168,0.0156517,0.0199372,0,0,0
34454,flagship,self_attention.linear_qkv,22,10240,0.0330871,0.015302,0.0187685,0,0,0.000585938
34454,flagship,self_attention.linear_qkv,23,10240,0.0317432,0.00712079,0.0184051,0,0.000390625,0.0015625
34454,flagship,self_attention.linear_qkv,24,10240,0.0304532,0.00889467,0.0195709,0,0,0.000878906
34454,flagship,self_attention.linear_qkv,25,10240,0.029178,0.0134726,0.0167746,0,0,0.00078125
34454,flagship,self_attention.linear_qkv,26,10240,0.0289489,0.011072,0.0162241,0,0,0.00117188
34454,flagship,self_attention.linear_qkv,27,10240,0.0321177,0.0129121,0.0181301,0,0,0.00117188
34454,flagship,self_attention.linear_qkv,28,10240,0.0290732,0.0133283,0.0155561,0,0,0.00283203
34454,flagship,self_attention.linear_qkv,29,10240,0.0292721,0.0130751,0.0165536,0,0,0.00185547
34454,flagship,self_attention.linear_qkv,30,10240,0.0300085,0.0131957,0.0167931,0,0,0.000390625
34454,flagship,self_attention.linear_qkv,31,10240,0.0268891,0.0123865,0.0143564,0,0,0.00205078
34454,flagship,self_attention.linear_qkv,32,10240,0.0273957,0.0132202,0.0161262,0,0,9.76563e-05
34454,flagship,self_attention.linear_qkv,33,10240,0.0268598,0.0132111,0.0141148,0,0,0.000878906
34454,flagship,self_attention.linear_qkv,34,10240,0.0286721,0.0102619,0.0147565,0,0,0.00419922
34454,flagship,self_attention.linear_qkv,35,10240,0.0270671,0.0135418,0.0155386,0,0,0
34454,flagship,self_attention.linear_qkv,36,10240,0.0255956,0.0126407,0.0139561,0,0,9.76563e-05
34454,flagship,self_attention.linear_qkv,37,10240,0.0226883,0.0127792,0.0135528,0,0,0
34454,flagship,self_attention.linear_qkv,38,10240,0.0253382,0.0156792,0.0164777,0,0,0
34454,flagship,self_attention.linear_qkv,39,10240,0.023187,0.0135629,0.014213,0,0,0
34454,flagship,self_attention.linear_qkv,40,10240,0.023806,0.0121985,0.013513,0,0,0
34454,flagship,self_attention.linear_qkv,41,10240,0.0231269,0.0128386,0.0136711,0,0,0
34454,flagship,self_attention.linear_qkv,42,10240,0.0219477,0.0128157,0.0134425,0,0,0
34454,flagship,self_attention.linear_qkv,43,10240,0.0225855,0.0122047,0.0136935,0,0,0
34454,flagship,self_attention.linear_qkv,44,10240,0.023209,0.012598,0.0132127,0,0,0
34454,flagship,self_attention.linear_qkv,45,10240,0.0258189,0.0125368,0.0134864,0,0,0.00136719
34454,flagship,self_attention.linear_qkv,46,10240,0.0265008,0.00989317,0.0136869,0,0,0.00566406
34454,flagship,self_attention.linear_qkv,47,10240,0.0251235,0.0128081,0.0137179,0,0,0
34454,flagship,self_attention.linear_qkv,48,10240,0.028123,0.01346,0.0147161,0,0,0.00205078
34454,flagship,self_attention.linear_qkv,49,10240,0.0277486,0.0105401,0.0133517,0,0,0.0239258
34454,flagship,self_attention.linear_qkv,50,10240,0.0262042,0.0125394,0.0140554,0,0,0.00195312
34454,flagship,self_attention.linear_qkv,51,10240,0.0254788,0.0123915,0.0143378,0,0,9.76563e-05
34454,flagship,self_attention.linear_qkv,52,10240,0.0261551,0.0128741,0.0152174,0,0,0.000976562
34454,flagship,self_attention.linear_qkv,53,10240,0.0279613,0.0119276,0.0137175,0,0,0.0134766
34454,flagship,self_attention.linear_qkv,54,10240,0.0273327,0.0114233,0.0135638,0,0,0.012207
34454,flagship,self_attention.linear_qkv,55,10240,0.0282835,0.0156639,0.0174988,0,0,0
34454,flagship,self_attention.linear_qkv,56,10240,0.0273141,0.0142197,0.0171203,0,0,0
34454,flagship,self_attention.linear_qkv,57,10240,0.0283934,0.0127784,0.0163952,0,0,0.00146484
34454,flagship,self_attention.linear_qkv,58,10240,0.027673,0.0160542,0.0179592,0,0,0
34454,flagship,self_attention.linear_qkv,59,10240,0.0273173,0.0157533,0.0171498,0,0,0
34454,flagship,self_attention.linear_qkv,60,10240,0.026491,0.0152843,0.0168695,0,0,0
34454,flagship,self_attention.linear_qkv,61,10240,0.0254089,0.015328,0.016921,0,0,0
34454,flagship,self_attention.linear_qkv,62,10240,0.0227243,0.014559,0.0155541,0,0,0
34454,flagship,self_attention.linear_qkv,63,10240,0.0200044,0.0136757,0.0142169,0,0,0
8000,flagship,self_attention.linear_qkv,0,10240,0.0214708,0.0180168,0.0184335,0,0,0
8000,flagship,self_attention.linear_qkv,1,10240,0.020453,0.0156893,0.0180794,0,0,0
8000,flagship,self_attention.linear_qkv,2,10240,0.0208065,0.00828383,0.0113617,0,0,0.00517578
8000,flagship,self_attention.linear_qkv,3,10240,0.0207562,0.0122621,0.0144329,0,0,0
8000,flagship,self_attention.linear_qkv,4,10240,0.0204865,0.0137548,0.0158695,0,0,0
8000,flagship,self_attention.linear_qkv,5,10240,0.0205727,0.0148918,0.0168446,0,0,0
8000,flagship,self_attention.linear_qkv,6,10240,0.0207704,0.0124757,0.015329,0,0,0
8000,flagship,self_attention.linear_qkv,7,10240,0.0205338,0.00825465,0.0123736,0,0,0.00146484
8000,flagship,self_attention.linear_qkv,8,10240,0.0205116,0.0134229,0.0167755,0,0,0
8000,flagship,self_attention.linear_qkv,9,10240,0.0201521,0.0161943,0.0177431,0,0,0
8000,flagship,self_attention.linear_qkv,10,10240,0.02022,0.0168961,0.018043,0,0,0
8000,flagship,self_attention.linear_qkv,11,10240,0.0201254,0.0158737,0.0175921,0,0,0
8000,flagship,self_attention.linear_qkv,12,10240,0.0200834,0.0177161,0.0184696,0,0,0
8000,flagship,self_attention.linear_qkv,13,10240,0.020029,0.0159411,0.0177633,0,0,0
8000,flagship,self_attention.linear_qkv,14,10240,0.0197387,0.0171276,0.0180559,0,0,0
8000,flagship,self_attention.linear_qkv,15,10240,0.0199808,0.0164727,0.0184836,0,0,0
8000,flagship,self_attention.linear_qkv,16,10240,0.0198146,0.0166339,0.0176959,0,0,0
8000,flagship,self_attention.linear_qkv,17,10240,0.0201791,0.0155766,0.017274,0,0,0
8000,flagship,self_attention.linear_qkv,18,10240,0.0199852,0.0151705,0.0163973,0,0,0
8000,flagship,self_attention.linear_qkv,19,10240,0.0201572,0.0126868,0.0147942,0,0,0
8000,flagship,self_attention.linear_qkv,20,10240,0.0198971,0.0140951,0.0163763,0,0,0
8000,flagship,self_attention.linear_qkv,21,10240,0.0200115,0.0115743,0.0147143,0,0,0
8000,flagship,self_attention.linear_qkv,22,10240,0.0201566,0.0104639,0.0135408,0,0,0
8000,flagship,self_attention.linear_qkv,23,10240,0.020235,0.0137588,0.0159571,0,0,0
8000,flagship,self_attention.linear_qkv,24,10240,0.0201002,0.0113396,0.0151685,0,0,0
8000,flagship,self_attention.linear_qkv,25,10240,0.0198647,0.0123967,0.0145787,0,0,0
8000,flagship,self_attention.linear_qkv,26,10240,0.0199017,0.0139924,0.015779,0,0,0
8000,flagship,self_attention.linear_qkv,27,10240,0.020163,0.0120348,0.0140131,0,0,0
8000,flagship,self_attention.linear_qkv,28,10240,0.0200107,0.0149785,0.0164455,0,0,0
8000,flagship,self_attention.linear_qkv,29,10240,0.0199636,0.0140711,0.015598,0,0,0
8000,flagship,self_attention.linear_qkv,30,10240,0.0200982,0.0147457,0.0160477,0,0,0
8000,flagship,self_attention.linear_qkv,31,10240,0.0197208,0.0163451,0.0174499,0,0,0
