iter,tensor,layer,n,median_abs,min_abs,frac_negative,frac_below_50pct_med,frac_below_25pct_med,frac_below_10pct_med,frac_below_01pct_med,p01_over_med,p10_over_med
8000,k_layernorm,25,128,1.29688,0.765625,0,0,0,0,0,0.622922,0.724096
8000,k_layernorm,26,128,1.3125,0.757812,0,0,0,0,0,0.578185,0.597321
8000,k_layernorm,27,128,1.32812,0.789062,0,0,0,0,0,0.618118,0.768824
8000,k_layernorm,28,128,1.28906,0.734375,0,0,0,0,0,0.569697,0.593939
8000,k_layernorm,29,128,1.34375,0.730469,0,0,0,0,0,0.574244,0.610465
8000,k_layernorm,30,128,1.34375,0.871094,0,0,0,0,0,0.672209,0.823837
8000,k_layernorm,31,128,1.21094,0.761719,0,0,0,0,0,0.640452,0.654839
8000,k_layernorm,32,128,1.28906,0.808594,0,0,0,0,0,0.654545,0.76
8000,k_layernorm,33,128,1.26562,0.757812,0,0,0,0,0,0.608858,0.623457
8000,k_layernorm,34,128,1.28125,0.75,0,0,0,0,0,0.587012,0.618902
8000,k_layernorm,35,128,1.27344,0.816406,0,0,0,0,0,0.652791,0.741411
8000,k_layernorm,36,128,1.23438,0.796875,0,0,0,0,0,0.648734,0.669937
8000,k_layernorm,37,128,1.11719,0.804688,0,0,0,0,0,0.721224,0.736713
8000,k_layernorm,38,128,1.23438,0.957031,0,0,0,0,0,0.787373,0.903165
8000,k_layernorm,39,128,1.13281,0.816406,0,0,0,0,0,0.727586,0.736897
8000,k_layernorm,40,128,1.17188,0.800781,0,0,0,0,0,0.684233,0.703333
8000,k_layernorm,41,128,1.14062,0.816406,0,0,0,0,0,0.719178,0.726027
8000,k_layernorm,42,128,1.11719,0.8125,0,0,0,0,0,0.728217,0.744755
8000,k_layernorm,43,128,1.13281,0.820312,0,0,0,0,0,0.724138,0.737931
8000,k_layernorm,44,128,1.13281,0.808594,0,0,0,0,0,0.714724,0.727586
8000,k_layernorm,45,128,1.21875,0.761719,0,0,0,0,0,0.626731,0.646474
8000,k_layernorm,46,128,1.1875,0.6875,0,0,0,0,0,0.609441,0.664145
8000,k_layernorm,47,128,1.15625,0.78125,0,0,0,0,0,0.676588,0.695946
8000,k_layernorm,48,128,1.25781,0.734375,0,0,0,0,0,0.592826,0.69472
8000,k_layernorm,49,128,1.17969,0.621094,0,0,0,0,0,0.54394,0.632781
8000,k_layernorm,50,128,1.17188,0.832031,0,0,0,0,0,0.713333,0.852333
8000,k_layernorm,51,128,1.25,0.785156,0,0,0,0,0,0.657937,0.742812
8000,k_layernorm,52,128,1.21875,0.847656,0,0,0,0,0,0.730769,0.83141
8000,k_layernorm,53,128,1.26562,0.710938,0,0,0,0,0,0.570988,0.665741
8000,k_layernorm,54,128,1.21875,0.730469,0,0,0,0,0,0.602564,0.638462
8000,k_layernorm,55,128,1.23438,1.08594,0,0,0,0,0,0.888291,0.93038
8000,k_layernorm,56,128,1.22656,0.90625,0,0,0,0,0,0.867962,0.940764
8000,k_layernorm,57,128,1.21094,0.742188,0,0,0,0,0,0.724742,0.914194
8000,k_layernorm,58,128,1.21875,1.08594,0,0,0,0,0,0.897436,0.923077
8000,k_layernorm,59,128,1.23438,1.10938,0,0,0,0,0,0.91943,0.949367
8000,k_layernorm,60,128,1.15625,1.01562,0,0,0,0,0,0.886959,0.945946
8000,k_layernorm,61,128,1.14062,1.04688,0,0,0,0,0,0.917808,0.945205
8000,k_layernorm,62,128,1.125,1.03906,0,0,0,0,0,0.930556,0.958333
8000,k_layernorm,63,128,1.07812,0.945312,0,0,0,0,0,0.901485,0.956522
8000,final_layernorm,-1,5120,1.375,1.07812,0,0,0,0,0,0.846591,0.920455
12000,linear_qkv,0,5120,0.847656,0.773438,0,0,0,0,0,0.940092,0.963134
12000,linear_qkv,1,5120,0.875,0.8125,0,0,0,0,0,0.959821,0.977679
12000,linear_qkv,2,5120,0.960938,0.785156,0,0,0,0,0,0.95122,0.971545
12000,linear_qkv,3,5120,1.00781,0.859375,0,0,0,0,0,0.945736,0.972868
12000,linear_qkv,4,5120,1,0.820312,0,0,0,0,0,0.957031,0.976562
12000,linear_qkv,5,5120,1.05469,0.855469,0,0,0,0,0,0.948148,0.97037
12000,linear_qkv,6,5120,1.09375,0.90625,0,0,0,0,0,0.928571,0.964286
12000,linear_qkv,7,5120,1.11719,0.921875,0,0,0,0,0,0.93007,0.965035
12000,linear_qkv,8,5120,1.07812,0.816406,0,0,0,0,0,0.927536,0.963768
12000,linear_qkv,9,5120,0.976562,0.796875,0,0,0,0,0,0.956,0.976
12000,linear_qkv,10,5120,1.00781,0.835938,0,0,0,0,0,0.957364,0.98062
12000,linear_qkv,11,5120,0.996094,0.753906,0,0,0,0,0,0.952941,0.976471
12000,linear_qkv,12,5120,0.972656,0.789062,0,0,0,0,0,0.955823,0.975904
12000,linear_qkv,13,5120,0.964844,0.757812,0,0,0,0,0,0.955466,0.975709
12000,linear_qkv,14,5120,0.914062,0.773438,0,0,0,0,0,0.957265,0.978632
12000,linear_qkv,15,5120,0.984375,0.796875,0,0,0,0,0,0.956349,0.97619
12000,linear_qkv,16,5120,0.945312,0.832031,0,0,0,0,0,0.96281,0.979339
12000,linear_qkv,17,5120,1.09375,0.910156,0,0,0,0,0,0.942857,0.971429
12000,linear_qkv,18,5120,1,0.847656,0,0,0,0,0,0.953125,0.972656
12000,linear_qkv,19,5120,1.07812,0.894531,0,0,0,0,0,0.949275,0.971014
12000,linear_qkv,20,5120,0.976562,0.839844,0,0,0,0,0,0.96,0.976
12000,linear_qkv,21,5120,0.992188,0.878906,0,0,0,0,0,0.96063,0.980315
12000,linear_qkv,22,5120,1.13281,1.00781,0,0,0,0,0,0.931034,0.965517
12000,linear_qkv,23,5120,1.11719,0.984375,0,0,0,0,0,0.944056,0.965035
12000,linear_qkv,24,5120,1.07812,0.96875,0,0,0,0,0,0.949275,0.971014
12000,linear_qkv,25,5120,1.04688,0.910156,0,0,0,0,0,0.947761,0.970149
12000,linear_qkv,26,5120,1.00781,0.882812,0,0,0,0,0,0.953488,0.972868
12000,linear_qkv,27,5120,1.11719,1,0,0,0,0,0,0.944056,0.972028
12000,linear_qkv,28,5120,1.03125,0.90625,0,0,0,0,0,0.950758,0.969697
12000,linear_qkv,29,5120,1.05469,0.957031,0,0,0,0,0,0.955556,0.977778
12000,linear_qkv,30,5120,1.07812,0.925781,0,0,0,0,0,0.949275,0.971014
12000,linear_qkv,31,5120,0.953125,0.890625,0,0,0,0,0,0.963115,0.979508
12000,linear_qkv,32,5120,0.988281,0.902344,0,0,0,0,0,0.956522,0.976285
12000,linear_qkv,33,5120,0.972656,0.878906,0,0,0,0,0,0.955823,0.975904
12000,linear_qkv,34,5120,1.01562,0.90625,0,0,0,0,0,0.957692,0.976923
12000,linear_qkv,35,5120,0.984375,0.890625,0,0,0,0,0,0.956349,0.97619
12000,linear_qkv,36,5120,0.9375,0.851562,0,0,0,0,0,0.958333,0.979167
12000,linear_qkv,37,5120,0.894531,0.820312,0,0,0,0,0,0.956332,0.973799
12000,linear_qkv,38,5120,0.953125,0.863281,0,0,0,0,0,0.955697,0.979508
12000,linear_qkv,39,5120,0.894531,0.808594,0,0,0,0,0,0.956332,0.973799
12000,linear_qkv,40,5120,0.914062,0.808594,0,0,0,0,0,0.957265,0.978632
12000,linear_qkv,41,5120,0.898438,0.777344,0,0,0,0,0,0.956522,0.978261
12000,linear_qkv,42,5120,0.894531,0.796875,0,0,0,0,0,0.956332,0.973799
12000,linear_qkv,43,5120,0.898438,0.804688,0,0,0,0,0,0.956522,0.978261
12000,linear_qkv,44,5120,0.90625,0.804688,0,0,0,0,0,0.952586,0.974138
12000,linear_qkv,45,5120,0.953125,0.8125,0,0,0,0,0,0.954918,0.979508
12000,linear_qkv,46,5120,0.96875,0.800781,0,0,0,0,0,0.951613,0.975806
12000,linear_qkv,47,5120,0.941406,0.820312,0,0,0,0,0,0.954357,0.975104
12000,linear_qkv,48,5120,1.01562,0.851562,0,0,0,0,0,0.942308,0.976923
12000,linear_qkv,49,5120,1.02344,0.855469,0,0,0,0,0,0.923664,0.969466
