iter,layer,h_in_rms,attn_rms,attn_ratio,attn_cos,h_mid_rms,mlp_rms,mlp_ratio,mlp_cos,h_out_rms,attn_gain_rms,mlp_gain_rms
34454,26,51.6055,4.50789,0.0873529,0.155445,52.4964,9.93748,0.189298,0.204412,55.388,1.15138,0.675531
34454,27,55.388,6.7309,0.121523,0.222937,57.2669,10.3801,0.181259,0.249755,60.6964,1.35963,0.692674
34454,28,60.6964,5.07643,0.0836364,0.235567,62.0876,10.5253,0.169524,0.252511,65.5425,1.24421,0.708351
34454,29,65.5425,5.21928,0.0796319,0.24322,67.0027,10.8696,0.162226,0.249157,70.5016,1.27799,0.723224
34454,30,70.5016,7.17807,0.101814,0.318299,73.1034,11.5079,0.15742,0.317,77.5234,1.3829,0.744241
34454,31,77.5234,5.27604,0.0680574,0.376209,79.6576,11.1416,0.139869,0.312921,83.8145,1.09214,0.764723
34454,32,83.8145,6.24086,0.0744604,0.427416,86.664,11.6288,0.134182,0.336922,91.2422,1.18321,0.779828
34454,33,91.2422,4.50688,0.0493947,0.33583,92.8548,11.399,0.122761,0.332486,97.2407,1.17992,0.798606
34454,34,97.2407,7.18126,0.0738503,0.382733,100.211,11.577,0.115526,0.331388,104.618,1.30408,0.82169
34454,35,104.618,7.48456,0.0715421,0.5117,108.638,11.8122,0.10873,0.350477,113.32,1.22381,0.847477
34454,36,113.32,4.37616,0.0386176,0.507334,115.6,11.5337,0.0997724,0.3268,119.867,1.07762,0.870261
34454,37,119.867,3.01623,0.0251632,0.580389,121.646,10.9324,0.0898704,0.276598,125.107,0.850338,0.88901
34454,38,125.107,4.4575,0.0356294,0.532785,127.533,11.0001,0.0862527,0.254947,130.77,1.05094,0.904936
34454,39,130.77,3.3333,0.0254898,0.455834,132.302,11.0007,0.0831488,0.232947,135.289,0.883846,0.917517
34454,40,135.289,2.50662,0.0185279,0.461784,136.487,11.0223,0.0807572,0.214115,139.262,0.960801,0.929062
34454,41,139.262,2.43866,0.0175113,0.351279,140.068,11.151,0.0796109,0.188428,142.59,0.918306,0.939979
34454,42,142.59,1.75794,0.0123287,0.484622,143.358,11.2829,0.078704,0.169774,145.699,0.86734,0.94981
34454,43,145.699,1.69906,0.0116615,0.405223,146.424,11.4748,0.078367,0.152692,148.61,0.897192,0.959026
34454,44,148.61,1.88172,0.0126621,0.23927,149.15,11.6405,0.0780456,0.140257,151.226,0.938538,0.965066
34454,45,151.226,3.29856,0.0218122,0.201336,152.003,11.9494,0.0786129,0.137597,154.109,1.0313,0.971188
34454,46,154.109,2.92341,0.0189697,0.212401,154.842,12.0421,0.0777704,0.130885,156.874,1.06999,0.977492
34454,47,156.874,4.24297,0.027047,0.139372,157.602,12.3601,0.0784262,0.133028,159.717,0.980685,0.982846
34454,48,159.717,3.88828,0.0243448,0.171428,160.474,12.7843,0.079666,0.13103,162.641,1.17195,0.986531
34454,49,162.641,3.8572,0.0237161,0.165438,163.282,13.5451,0.0829555,0.139267,165.709,1.13874,0.994832
34454,50,165.709,3.95051,0.02384,0.116087,166.16,14.1511,0.0851658,0.12824,168.555,1.06153,0.998265
34454,51,168.555,2.7845,0.0165198,0.130615,168.848,14.6403,0.0867069,0.130656,171.375,1.14263,1.00362
34454,52,171.375,3.56704,0.0208142,0.160915,171.955,15.1866,0.088317,0.134649,174.651,1.10834,1.00497
34454,53,174.651,4.16622,0.0238545,0.110489,175.151,16.5607,0.0945508,0.153421,178.443,1.2403,1.01039
34454,54,178.443,3.75479,0.021042,0.0662545,178.793,17.5283,0.0980366,0.146774,182.194,1.15979,1.01531
34454,55,182.194,7.27062,0.0399059,0.144406,183.387,20.2343,0.110337,0.172166,187.932,1.2341,1.01263
34454,56,187.932,6.77471,0.0360487,0.185555,189.318,22.2722,0.117644,0.202229,195.045,1.23647,1.01385
34454,57,195.045,5.8353,0.0299177,0.131644,195.871,26.2,0.133761,0.249958,204.006,1.20768,1.02185
34454,58,204.006,6.68226,0.0327552,0.176142,205.276,30.5262,0.148708,0.297786,216.34,1.24641,1.02407
34454,59,216.34,5.64,0.0260701,0.0800814,216.874,40.3643,0.186119,0.316894,232.833,1.16951,1.02501
34454,60,232.833,3.72578,0.016002,0.129583,233.346,45.0521,0.19307,0.31493,251.199,1.08483,1.03766
34454,61,251.199,5.11478,0.0203614,0.127753,251.923,78.9956,0.31357,0.240032,281.532,1.08654,1.06717
34454,62,281.532,4.17478,0.0148288,0.206692,282.419,92.0786,0.326035,0.351998,326.424,1.01597,1.09448
34454,63,326.424,2.6536,0.00812933,0.166559,326.778,1371.29,4.19639,0.184417,1467.12,0.974122,1.10832
44000,0,0.0373355,6.02242,161.306,0.00945987,6.02288,2.74617,0.455956,0.778975,8.3418,0.148278,0.561234
44000,1,8.3418,0.720641,0.0863891,0.6041,8.79607,3.76114,0.427594,0.349101,10.7049,0.471304,0.896362
44000,2,10.7049,0.708676,0.0662012,0.366031,10.9847,1.11583,0.10158,0.442112,11.5215,0.685624,0.921681
44000,3,11.5215,0.825901,0.0716833,0.122687,11.652,1.43873,0.123475,0.394507,12.2907,0.804139,0.873259
44000,4,12.2907,0.889287,0.0723544,0.158556,12.4619,1.671,0.134089,0.372083,13.1761,0.817471,0.837566
44000,5,13.1761,1.13694,0.0862877,0.127091,13.3684,5.6085,0.419534,0.249143,15.7353,0.915513,0.7471
44000,6,15.7353,1.39264,0.0885045,0.0143919,15.8198,1.84086,0.116364,0.253423,16.3819,0.98549,0.684016
44000,7,16.3819,1.4947,0.0912413,0.138036,16.6564,2.18215,0.13101,0.329363,17.4984,1.12064,0.654845
44000,8,17.4984,1.57293,0.0898896,0.0939394,17.7185,2.55362,0.144121,0.330196,18.7152,1.06623,0.660492
44000,9,18.7152,1.46048,0.0780369,0.189095,19.0465,2.83081,0.148626,0.330465,20.1593,0.990108,0.669043
44000,10,20.1593,1.69365,0.0840135,0.1507,20.4838,3.00582,0.146742,0.310071,21.6034,1.01566,0.657365
44000,11,21.6034,1.79946,0.0832954,0.166135,21.9731,3.21189,0.146174,0.274574,23.0602,1.06358,0.655498
44000,12,23.0602,1.82224,0.079021,0.19834,23.4876,3.37709,0.143781,0.221879,24.4592,1.00691,0.659357
44000,13,24.4592,1.62881,0.066593,0.176265,24.7968,3.5081,0.141474,0.185636,25.6828,1.03248,0.659387
44000,14,25.6828,1.91673,0.0746307,0.180111,26.0936,3.70239,0.141889,0.133447,26.8368,0.992449,0.646239
44000,15,26.8368,2.21799,0.0826471,0.136493,27.2296,3.91009,0.143597,0.0894958,27.8508,1.11338,0.637745
44000,16,27.8508,2.77779,0.0997384,0.216943,28.585,4.2921,0.150152,0.082433,29.2507,1.09784,0.615847
44000,17,29.2507,4.08245,0.139567,0.108187,29.965,4.91029,0.163868,0.0862702,30.7765,1.25028,0.592864
44000,18,30.7765,3.05852,0.0993786,0.120907,31.2932,5.35201,0.171028,0.101374,32.2765,1.19438,0.585928
44000,19,32.2765,4.75355,0.147276,0.172197,33.4267,6.02835,0.180345,0.129367,34.7222,1.30036,0.588255
44000,20,34.7222,3.88588,0.111914,0.147319,35.5048,6.9297,0.195176,0.129291,37.0415,1.16643,0.598479
44000,21,37.0415,4.52588,0.122184,0.115948,37.8351,7.70847,0.203739,0.125752,39.5473,1.14759,0.598296
44000,22,39.5473,5.43648,0.137468,0.142749,40.6821,7.96278,0.195732,0.124867,42.4167,1.39865,0.596557
44000,23,42.4167,6.17098,0.145485,0.152708,43.7866,9.02961,0.206219,0.176214,46.239,1.38594,0.601787
44000,24,46.239,7.36013,0.159176,0.23304,48.4839,10.4148,0.21481,0.208939,51.6728,1.34343,0.613323
44000,25,51.6728,5.14456,0.0995604,0.22229,53.0527,11.4939,0.21665,0.221673,56.7173,1.25345,0.635427
44000,26,56.7173,5.23389,0.0922803,0.162517,57.7984,12.2158,0.211352,0.219707,61.6442,1.19796,0.650932
44000,27,61.6442,7.5307,0.122164,0.224153,63.7562,12.8341,0.2013,0.258771,68.2142,1.42823,0.670787
44000,28,68.2142,5.91372,0.0866935,0.238395,69.862,13.0431,0.186698,0.262603,74.3601,1.30624,0.688636
44000,29,74.3601,5.97722,0.0803821,0.246884,76.0561,13.4932,0.177411,0.257207,80.5882,1.33804,0.704531
44000,30,80.5882,8.09311,0.100425,0.313246,83.4782,14.4296,0.172855,0.324852,89.2153,1.47219,0.726274
44000,31,89.2153,6.19012,0.0693841,0.377991,91.7325,14.0151,0.152782,0.323239,97.1706,1.15181,0.747103
44000,32,97.1706,7.29471,0.0750712,0.419731,100.451,14.8288,0.147622,0.351486,106.571,1.26131,0.761816
44000,33,106.571,5.35169,0.0502173,0.321404,108.408,14.5372,0.134097,0.350265,114.315,1.25814,0.779906
44000,34,114.315,8.54818,0.0747771,0.37436,117.781,14.5124,0.123215,0.345342,123.545,1.41433,0.801438
44000,35,123.545,9.15945,0.0741388,0.508307,128.44,14.9961,0.116756,0.368473,134.692,1.3191,0.828719
44000,36,134.692,5.96398,0.0442788,0.5096,137.826,14.5766,0.105761,0.344289,143.497,1.14503,0.852914
44000,37,143.497,3.79755,0.0264643,0.571867,145.718,13.6664,0.0937866,0.291389,150.269,0.861424,0.872602
44000,38,150.269,5.4784,0.0364573,0.528134,153.23,13.6957,0.0893798,0.269391,157.471,1.0981,0.888512
44000,39,157.471,4.16586,0.0264547,0.439705,159.347,13.7311,0.0861712,0.248669,163.306,0.909519,0.90193
44000,40,163.306,3.09213,0.0189346,0.461193,164.778,13.6756,0.0829938,0.222818,168.353,1.00104,0.913712
44000,41,168.353,3.11008,0.0184735,0.33988,169.398,13.8186,0.0815746,0.197261,172.659,0.951185,0.925001
44000,42,172.659,2.00393,0.0116063,0.48389,173.588,13.9759,0.0805118,0.175256,176.576,0.883816,0.935797
44000,43,176.576,2.11927,0.012002,0.435805,177.429,14.1727,0.0798777,0.155984,180.191,0.919991,0.944715
44000,44,180.191,2.16212,0.0119991,0.280748,180.898,14.3396,0.0792692,0.140743,183.466,0.973632,0.95109
44000,45,183.466,4.10342,0.0223661,0.21365,184.357,14.8199,0.0803873,0.137315,186.967,1.07295,0.957684
44000,46,186.967,3.79874,0.0203177,0.225736,187.9,15.0667,0.0801846,0.129328,190.429,1.12394,0.964713
44000,47,190.429,4.34842,0.0228349,0.184475,191.269,15.5152,0.0811171,0.132641,193.943,1.00702,0.971166
44000,48,193.943,4.80962,0.0247992,0.18704,194.981,16.1884,0.0830255,0.133677,197.795,1.23842,0.975589
44000,49,197.795,4.59025,0.0232071,0.185566,198.785,17.2167,0.0866097,0.143151,201.968,1.19248,0.984399
44000,50,201.968,4.82145,0.0238723,0.11569,202.584,18.1827,0.0897536,0.132494,205.783,1.11641,0.988881
44000,51,205.783,3.61819,0.0175826,0.128658,206.195,19.0591,0.0924327,0.133905,209.597,1.22294,0.994491
44000,52,209.597,4.71199,0.0224812,0.166693,210.426,19.8589,0.0943746,0.143356,214.172,1.18285,0.996534
44000,53,214.172,5.15152,0.0240532,0.131203,214.839,21.8126,0.10153,0.167087,219.544,1.32907,1.002
44000,54,219.544,4.61712,0.0210306,0.0836241,219.959,23.3419,0.106119,0.158692,224.848,1.23147,1.00825
44000,55,224.848,8.02615,0.0356959,0.177856,226.417,26.9794,0.119158,0.175795,232.689,1.30824,1.00605
44000,56,232.689,8.45862,0.0363517,0.184528,234.392,29.983,0.127918,0.209079,242.436,1.32821,1.00645
44000,57,242.436,6.52367,0.0269089,0.156804,243.549,33.9884,0.139555,0.23529,253.703,1.27284,1.01485
44000,58,253.703,7.68199,0.0302794,0.187129,255.262,39.0725,0.153068,0.272127,268.542,1.31605,1.01605
44000,59,268.542,5.42857,0.020215,0.112997,269.197,48.0651,0.17855,0.293523,287.006,1.21206,1.01372
44000,60,287.006,4.47038,0.0155759,0.108025,287.528,53.9732,0.187715,0.322853,309.205,1.10937,1.02405
44000,61,309.205,4.98485,0.0161215,0.0532041,309.498,89.0541,0.287737,0.242013,342.142,1.09945,1.05367
44000,62,342.142,4.67567,0.0136659,0.137905,342.855,118.86,0.346679,0.345408,399.786,1.02067,1.08849
44000,63,399.786,3.13059,0.00783067,0.123863,400.002,1016.4,2.54099,0.222021,1171.45,0.974954,1.15556
56000,0,0.0404951,5.36849,132.572,0.00843913,5.36897,2.8635,0.533342,0.844183,7.93613,0.0729314,0.520664
56000,1,7.93613,0.698012,0.0879538,0.682933,8.42818,4.11973,0.488804,0.358818,10.6249,0.380819,0.869225
56000,2,10.6249,0.676184,0.0636415,0.43707,10.9394,1.13028,0.103322,0.543803,11.5912,0.604884,0.906796
56000,3,11.5912,0.788852,0.0680563,0.291492,11.8466,1.37864,0.116374,0.459497,12.5382,0.73101,0.872902
56000,4,12.5382,0.831534,0.06632,0.178949,12.7107,1.59738,0.125672,0.424462,13.4658,0.753855,0.843029
56000,5,13.4658,1.0686,0.0793571,0.195939,13.7148,3.32503,0.242442,0.420661,15.4101,0.858757,0.756657
56000,6,15.4101,1.28318,0.0832692,0.00737593,15.475,1.77061,0.114418,0.310145,16.111,0.930726,0.696804
56000,7,16.111,1.40925,0.0874714,0.139939,16.3684,2.12992,0.130124,0.358382,17.2484,1.09698,0.664555
56000,8,17.2484,1.4823,0.0859388,0.102798,17.4635,2.46376,0.14108,0.352046,18.4771,1.03639,0.66656
56000,9,18.4771,1.40259,0.0759093,0.182825,18.785,2.78385,0.148195,0.361183,19.9583,0.968623,0.669745
56000,10,19.9583,1.6134,0.0808388,0.138587,20.2462,2.92748,0.144594,0.341335,21.4245,0.986589,0.653878
56000,11,21.4245,1.7346,0.0809635,0.160952,21.7722,3.11385,0.14302,0.294411,22.8813,1.04704,0.647617
56000,12,22.8813,1.76822,0.077278,0.210415,23.3185,3.23696,0.138815,0.233399,24.2756,0.99046,0.647566
56000,13,24.2756,1.62622,0.06699,0.182705,24.6239,3.38759,0.137573,0.197253,25.508,1.03214,0.643839
56000,14,25.508,1.9357,0.075886,0.20078,25.9673,3.58358,0.138003,0.150177,26.7406,0.998415,0.62735
56000,15,26.7406,2.17986,0.081519,0.130721,27.1128,3.82618,0.141121,0.0943485,27.7357,1.11744,0.61741
56000,16,27.7357,2.79177,0.100656,0.21849,28.476,4.22211,0.148269,0.0965814,29.1865,1.12408,0.593467
56000,17,29.1865,3.96397,0.135815,0.108768,29.88,4.90809,0.16426,0.0897702,30.71,1.2568,0.571008
56000,18,30.71,3.09284,0.100711,0.13061,31.2664,5.37618,0.171947,0.115242,32.3302,1.21605,0.561781
56000,19,32.3302,4.75235,0.146994,0.16777,33.4583,6.11598,0.182794,0.134778,34.8123,1.32704,0.561601
56000,20,34.8123,4.0632,0.116717,0.164344,35.7066,7.08249,0.198353,0.125559,37.2642,1.1984,0.570338
56000,21,37.2642,4.6413,0.124551,0.133515,38.1626,7.99578,0.209519,0.130377,39.998,1.19184,0.569232
56000,22,39.998,5.69653,0.14242,0.156291,41.2752,8.32919,0.201796,0.125347,43.1189,1.44197,0.567367
56000,23,43.1189,6.45332,0.149664,0.148847,44.539,9.59914,0.215522,0.183795,47.2538,1.43687,0.573537
56000,24,47.2538,7.76944,0.164419,0.243602,49.7204,11.1709,0.224674,0.217837,53.281,1.40084,0.585899
56000,25,53.281,5.47198,0.1027,0.242351,54.8638,12.5213,0.228226,0.23461,59.0685,1.31718,0.610832
56000,26,59.0685,5.66487,0.0959034,0.182229,60.3577,13.334,0.220916,0.237305,64.8296,1.25884,0.629175
56000,27,64.8296,7.77081,0.119865,0.235259,67.0834,14.1102,0.210338,0.270371,72.1882,1.50893,0.650726
56000,28,72.1882,6.3274,0.0876515,0.259402,74.0831,14.3048,0.193091,0.275217,79.2241,1.37933,0.670738
56000,29,79.2241,6.30938,0.0796397,0.27301,81.1745,14.8699,0.183184,0.265351,86.3188,1.41084,0.688088
56000,30,86.3188,8.53157,0.0988379,0.32778,89.479,16.1001,0.179932,0.338323,96.1283,1.5749,0.711131
56000,31,96.1283,6.96676,0.0724736,0.397219,99.1026,15.7343,0.158767,0.337433,105.456,1.22894,0.732024
56000,32,105.456,7.95735,0.0754564,0.424611,109.074,16.5772,0.151981,0.368646,116.209,1.3577,0.74582
56000,33,116.209,6.03632,0.0519435,0.32607,118.316,16.2548,0.137385,0.373201,125.292,1.35622,0.763521
56000,34,125.292,9.40537,0.0750673,0.369303,129.06,16.0319,0.12422,0.35984,135.656,1.54907,0.784118
56000,35,135.656,10.615,0.0782488,0.518164,141.447,16.6686,0.117843,0.396294,148.839,1.43421,0.809952
56000,36,148.839,6.83139,0.0458977,0.532532,152.587,16.1964,0.106145,0.383395,159.501,1.23577,0.836087
56000,37,159.501,4.86489,0.0305007,0.597001,162.457,14.8042,0.0911269,0.31175,167.661,0.890138,0.85557
56000,38,167.661,6.34003,0.0378146,0.551525,171.241,14.7957,0.0864027,0.287362,176.062,1.16157,0.872328
56000,39,176.062,5.30712,0.0301436,0.479925,178.664,14.7766,0.0827059,0.261075,183.072,0.954239,0.886012
56000,40,183.072,3.82604,0.0208992,0.502482,185.017,14.6042,0.0789346,0.233612,188.958,1.0622,0.898067
56000,41,188.958,3.8077,0.0201511,0.387044,190.456,14.8672,0.078061,0.20796,194.09,1.00489,0.910232
56000,42,194.09,2.38513,0.0122888,0.513267,195.438,14.943,0.0764593,0.182963,198.716,0.917721,0.921609
56000,43,198.716,2.47172,0.0124384,0.46534,199.941,15.1948,0.0759965,0.160137,202.929,0.960889,0.931569
56000,44,202.929,2.50248,0.0123318,0.283915,203.669,15.4208,0.075715,0.14582,206.488,1.0296,0.938477
56000,45,206.488,4.6886,0.0227064,0.244374,207.668,15.9443,0.0767779,0.142521,210.539,1.13666,0.94527
56000,46,210.539,4.36208,0.0207186,0.240561,211.559,16.3396,0.0772343,0.1357,214.386,1.20234,0.95281
56000,47,214.386,4.73783,0.0220995,0.239458,215.581,16.8923,0.0783571,0.140242,218.592,1.05019,0.959011
56000,48,218.592,5.51116,0.0252121,0.21371,219.779,17.8005,0.0809929,0.14143,222.992,1.33056,0.964123
56000,49,222.992,5.41251,0.0242722,0.206494,224.152,19.3819,0.0864675,0.157194,228.006,1.27065,0.975424
56000,50,228.006,5.85997,0.0257009,0.129653,228.841,20.5804,0.0899332,0.144932,232.717,1.1982,0.980421
56000,51,232.717,4.47598,0.0192336,0.143015,233.45,21.8883,0.0937604,0.148654,237.686,1.33563,0.986556
56000,52,237.686,5.85353,0.0246272,0.21392,238.999,23.0425,0.0964127,0.156451,243.666,1.28763,0.989641
56000,53,243.666,6.09317,0.0250062,0.162751,244.765,25.9524,0.10603,0.191478,251.023,1.45592,0.99598
56000,54,251.023,5.52261,0.0220005,0.145416,251.905,27.9298,0.110874,0.175563,258.275,1.33605,1.0036
56000,55,258.275,9.08939,0.0351926,0.197541,260.226,32.4273,0.124612,0.192298,268.354,1.41185,1.00238
56000,56,268.354,10.1784,0.0379289,0.217077,270.741,36.7092,0.135588,0.222807,281.2,1.45121,1.00435
56000,57,281.2,7.78376,0.0276805,0.203019,282.87,41.2101,0.145686,0.245474,295.699,1.36423,1.01367
56000,58,295.699,9.33139,0.031557,0.261279,298.264,47.5408,0.159392,0.300093,315.801,1.41413,1.01685
56000,59,315.801,6.34734,0.0200992,0.196002,317.077,55.6438,0.17549,0.339213,340.007,1.27791,1.01356
56000,60,340.007,5.14046,0.0151187,0.220899,341.167,55.2805,0.162033,0.373397,365.427,1.14962,1.02713
56000,61,365.427,5.45202,0.0149196,0.151167,366.332,67.9672,0.185534,0.35831,395.807,1.12081,1.05746
56000,62,395.807,5.16061,0.0130382,0.137484,396.544,100.34,0.253036,0.35229,441.985,1.02892,1.0944
56000,63,441.985,3.88457,0.00878892,0.155511,442.55,127.591,0.288308,0.474127,515.447,0.977292,1.18271
60000,0,0.0411929,5.24991,127.447,0.00960604,5.25043,3.06839,0.584407,0.840252,8.00317,0.0640123,0.507178
60000,1,8.00317,0.846068,0.105717,0.724912,8.63603,3.9822,0.461115,0.463621,11.0607,0.360363,0.864301
60000,2,11.0607,0.830497,0.0750854,0.576134,11.5607,1.16768,0.101005,0.514965,12.2015,0.584058,0.89018
60000,3,12.2015,0.814007,0.0667136,0.171761,12.3698,1.43712,0.11618,0.452128,13.0811,0.71429,0.867602
60000,4,13.0811,0.905577,0.0692279,0.249057,13.334,1.64385,0.123282,0.406439,14.082,0.739683,0.841049
60000,5,14.082,1.11702,0.079323,0.155013,14.2982,3.22859,0.225805,0.429234,15.9524,0.845998,0.758508
60000,6,15.9524,1.34001,0.0840004,0.0182609,16.0325,1.81399,0.113144,0.28125,16.6321,0.917522,0.696699
60000,7,16.6321,1.44103,0.0866414,0.105822,16.846,2.20167,0.130694,0.349918,17.736,1.09184,0.665349
60000,8,17.736,1.53128,0.086337,0.118946,17.984,2.51895,0.140066,0.334562,18.9764,1.03042,0.666737
60000,9,18.9764,1.41448,0.0745392,0.128322,19.2081,2.86352,0.149079,0.354223,20.3976,0.964756,0.668807
60000,10,20.3976,1.65151,0.0809662,0.132354,20.6818,3.03663,0.146826,0.335603,21.8905,0.980261,0.651655
60000,11,21.8905,1.78897,0.0817234,0.156617,22.2423,3.20879,0.144266,0.282509,23.352,1.04392,0.643921
60000,12,23.352,1.81594,0.0777638,0.185485,23.7545,3.38063,0.142316,0.22346,24.7285,0.987701,0.643178
60000,13,24.7285,1.70829,0.0690818,0.201252,25.1291,3.51583,0.139911,0.186341,26.014,1.03348,0.638419
60000,14,26.014,2.01077,0.0772955,0.189105,26.4676,3.74017,0.141311,0.143753,27.2582,1.00121,0.621261
60000,15,27.2582,2.29745,0.0842849,0.134084,27.6609,3.96536,0.143356,0.0853953,28.2766,1.11958,0.610786
60000,16,28.2766,2.91587,0.103119,0.193852,28.984,4.41141,0.152201,0.0936269,29.7213,1.13249,0.586612
60000,17,29.7213,4.09276,0.137705,0.0984287,30.3996,5.11818,0.168364,0.0905046,31.2798,1.26021,0.564316
60000,18,31.2798,3.17567,0.101525,0.121276,31.8216,5.6451,0.177398,0.11673,32.9605,1.22264,0.554895
60000,19,32.9605,4.91153,0.149013,0.16334,34.1081,6.38106,0.187083,0.130038,35.5042,1.33532,0.553525
60000,20,35.5042,4.23404,0.119255,0.164122,36.4392,7.3889,0.202774,0.120864,38.0445,1.20866,0.562399
60000,21,38.0445,4.86601,0.127903,0.133065,38.993,8.34861,0.214105,0.129263,40.9166,1.20592,0.561279
60000,22,40.9166,5.8697,0.143455,0.158329,42.2452,8.70776,0.206124,0.123002,44.1692,1.45508,0.559363
60000,23,44.1692,6.72045,0.152152,0.148885,45.6551,10.0251,0.219583,0.183666,48.5065,1.45323,0.566269
60000,24,48.5065,8.06705,0.166309,0.248299,51.1098,11.6627,0.22819,0.220015,54.8664,1.41915,0.579633
60000,25,54.8664,5.69515,0.1038,0.24878,56.5532,13.0436,0.230642,0.23614,60.9648,1.33786,0.60549
60000,26,60.9648,5.92684,0.0972174,0.18526,62.3354,13.859,0.22233,0.23608,66.9742,1.2801,0.624559
60000,27,66.9742,8.1782,0.12211,0.240009,69.3926,14.7151,0.212055,0.268336,74.698,1.53519,0.64686
60000,28,74.698,6.61283,0.0885276,0.256932,76.6641,15.0023,0.195689,0.273495,82.0471,1.40234,0.667566
60000,29,82.0471,6.45452,0.0786686,0.268509,84.0108,15.5792,0.185443,0.262894,89.3797,1.43404,0.68546
60000,30,89.3797,8.9027,0.0996054,0.323278,92.6413,16.8795,0.182203,0.33432,99.5635,1.60711,0.709144
60000,31,99.5635,7.26417,0.0729601,0.393012,102.637,16.5359,0.161111,0.333242,109.265,1.25451,0.730147
60000,32,109.265,8.29671,0.0759323,0.420287,113.003,17.5598,0.155393,0.366892,120.558,1.38936,0.743883
60000,33,120.558,6.49499,0.0538745,0.312956,122.743,17.0351,0.138786,0.372926,130.06,1.38762,0.76035
60000,34,130.06,9.60062,0.0738167,0.357645,133.792,16.8203,0.125719,0.355243,140.649,1.59287,0.780374
60000,35,140.649,11.2006,0.0796355,0.514677,146.731,17.5568,0.119653,0.396329,154.532,1.47124,0.807235
60000,36,154.532,7.48388,0.0484293,0.52549,158.593,17.0104,0.107258,0.388469,165.942,1.26543,0.832593
60000,37,165.942,4.96485,0.0299193,0.591443,168.927,15.5871,0.0922713,0.316149,174.479,0.901694,0.851934
60000,38,174.479,6.56183,0.0376082,0.541201,178.128,15.5497,0.0872951,0.290665,183.252,1.1828,0.868748
60000,39,183.252,5.49114,0.0299649,0.469423,185.897,15.5602,0.0837037,0.266946,190.637,0.970455,0.882367
60000,40,190.637,3.94749,0.0207069,0.497017,192.632,15.3144,0.0795004,0.235753,196.804,1.08404,0.894912
60000,41,196.804,4.12192,0.0209442,0.374922,198.329,15.5728,0.0785201,0.208436,202.149,1.0243,0.90707
60000,42,202.149,2.47063,0.0122218,0.507076,203.509,15.7445,0.0773651,0.185589,207.013,0.930498,0.918678
60000,43,207.013,2.54215,0.0122802,0.465561,208.265,15.9485,0.0765776,0.16217,211.44,0.975885,0.928783
60000,44,211.44,2.66227,0.0125911,0.302666,212.204,16.1127,0.0759303,0.148483,215.186,1.04956,0.935004
60000,45,215.186,5.03349,0.0233913,0.238758,216.458,16.6774,0.0770468,0.14107,219.431,1.15897,0.943047
60000,46,219.431,4.62418,0.0210735,0.239085,220.497,17.1331,0.0777025,0.136799,223.491,1.22975,0.950602
60000,47,223.491,4.83866,0.0216504,0.241501,224.73,17.7137,0.078822,0.141116,227.912,1.06582,0.957066
60000,48,227.912,5.91003,0.0259313,0.20815,229.154,18.8226,0.0821398,0.143792,232.607,1.36229,0.962921
60000,49,232.607,5.62241,0.0241712,0.211246,233.805,20.4635,0.0875238,0.159142,237.918,1.2978,0.974741
60000,50,237.918,6.54247,0.0274988,0.134039,238.876,21.9427,0.0918584,0.151245,243.162,1.22715,0.979409
60000,51,243.162,4.71254,0.0193802,0.137253,243.881,23.573,0.0966579,0.153437,248.592,1.37435,0.98664
60000,52,248.592,6.37078,0.0256275,0.221643,250.076,24.5859,0.0983136,0.158827,255.137,1.32369,0.989202
60000,53,255.137,6.62154,0.0259528,0.159077,256.288,28.5657,0.111459,0.182885,263.016,1.49954,0.996367
60000,54,263.016,5.97509,0.0227176,0.133266,263.873,30.4376,0.115349,0.168826,270.68,1.37236,1.0043
60000,55,270.68,9.48657,0.0350472,0.19662,272.701,34.7718,0.127509,0.188269,281.329,1.44721,1.00294
60000,56,281.329,11.0837,0.0393977,0.220198,283.974,39.7222,0.13988,0.213809,295.028,1.49282,1.00571
60000,57,295.028,8.22117,0.0278657,0.199557,296.734,44.3395,0.149425,0.237059,310.25,1.39493,1.01625
60000,58,310.25,9.74313,0.0314042,0.238061,312.68,50.4245,0.161265,0.279398,330.331,1.44824,1.01861
60000,59,330.331,6.12896,0.018554,0.164396,331.371,62.3427,0.188136,0.313735,355.892,1.30101,1.01495
60000,60,355.892,5.50943,0.0154806,0.155724,356.819,62.5168,0.175206,0.344553,382.882,1.16341,1.02983
60000,61,382.882,6.01451,0.0157085,0.0871183,383.481,75.3965,0.196611,0.329979,414.514,1.12782,1.05837
60000,62,414.514,5.42076,0.0130774,0.105853,415.135,129.25,0.311345,0.268146,466.708,1.03165,1.09681
60000,63,466.708,4.07272,0.00872647,0.11398,467.025,161.684,0.3462,0.460922,560.229,0.978017,1.18802
68000,0,0.0425631,5.15889,121.206,0.00926473,5.15943,3.12859,0.606382,0.852487,7.9954,0.0490279,0.483232
68000,1,7.9954,0.825473,0.103244,0.754913,8.63558,4.28237,0.495898,0.408396,11.0971,0.3204,0.84189
68000,2,11.0971,0.755528,0.0680831,0.536239,11.5216,1.26175,0.109511,0.605651,12.327,0.544077,0.878084
68000,3,12.327,0.853326,0.0692244,0.359006,12.6593,1.51046,0.119316,0.514157,13.4968,0.674816,0.862492
