iter,tensor,layer,mean,rms,max,min
63125,linear_fc1,54,0.997139,0.998555,1.25781,0.118164
63125,linear_fc1,55,0.994987,0.996396,1.28906,0.0917969
63125,linear_fc1,56,0.997318,0.998686,1.38281,0.115723
63125,linear_fc1,57,1.00701,1.00846,1.4375,0.166016
63125,linear_fc1,58,1.00912,1.0106,1.48438,0.203125
63125,linear_fc1,59,1.00297,1.00455,1.54688,0.267578
63125,linear_fc1,60,1.01667,1.0184,1.66406,0.271484
63125,linear_fc1,61,1.04387,1.04549,1.70312,0.324219
63125,linear_fc1,62,1.08578,1.08688,1.58594,0.503906
63125,linear_fc1,63,1.17828,1.17969,1.72656,0.722656
63125,q_layernorm,0,1.19255,1.23968,1.89062,0.238281
63125,q_layernorm,1,1.56561,1.57392,2,1.05469
63125,q_layernorm,2,1.50687,1.51966,1.88281,0.917969
63125,q_layernorm,3,1.6106,1.6259,1.96875,1.07812
63125,q_layernorm,4,1.53381,1.54471,1.92969,1.02344
63125,q_layernorm,5,1.49063,1.50224,1.82031,0.800781
63125,q_layernorm,6,1.77368,1.79287,2.1875,0.921875
63125,q_layernorm,7,1.64098,1.68412,2.125,0.0588379
63125,q_layernorm,8,1.61584,1.6409,1.90625,0.265625
63125,q_layernorm,9,1.59895,1.6278,2.07812,0.0605469
63125,q_layernorm,10,1.64651,1.66124,2.0625,0.703125
63125,q_layernorm,11,1.6698,1.69481,1.99219,0.445312
63125,q_layernorm,12,1.61975,1.63604,2.5,0.597656
63125,q_layernorm,13,1.56025,1.58747,2.0625,0.0240479
63125,q_layernorm,14,1.52281,1.5475,2.10938,0.332031
63125,q_layernorm,15,1.65945,1.67964,2.10938,0.207031
63125,q_layernorm,16,1.50189,1.52105,2.125,0.492188
63125,q_layernorm,17,1.68933,1.70892,2.125,0.882812
63125,q_layernorm,18,1.64059,1.68209,2.09375,0.19043
63125,q_layernorm,19,1.7232,1.75951,2.09375,0.139648
63125,q_layernorm,20,1.59328,1.63207,2.10938,0.0354004
63125,q_layernorm,21,1.58156,1.63373,2.07812,0.0356445
63125,q_layernorm,22,1.66352,1.73583,2.1875,-0.00109863
63125,q_layernorm,23,1.63549,1.66196,2.10938,0.0649414
63125,q_layernorm,24,1.63097,1.65356,1.94531,0.380859
63125,q_layernorm,25,1.55421,1.62898,2.10938,0.0192871
63125,q_layernorm,26,1.36541,1.48238,1.96875,0.0253906
63125,q_layernorm,27,1.56893,1.63331,2.14062,0.0229492
63125,q_layernorm,28,1.33627,1.45248,1.8125,-0.0180664
63125,q_layernorm,29,1.41255,1.51089,1.83594,0.0147095
63125,q_layernorm,30,1.48041,1.52884,1.99219,0.00512695
63125,q_layernorm,31,1.37986,1.45791,1.8125,0.0622559
63125,q_layernorm,32,1.56435,1.60568,1.95312,0.0800781
63125,q_layernorm,33,1.26681,1.4058,1.78125,0.0211182
63125,q_layernorm,34,1.38491,1.49701,1.90625,0.0133667
63125,q_layernorm,35,1.56432,1.61209,1.94531,0.0402832
63125,q_layernorm,36,1.42553,1.50301,1.95312,0.0415039
63125,q_layernorm,37,1.30246,1.34562,1.77344,0.294922
63125,q_layernorm,38,1.65161,1.65739,1.99219,1.125
63125,q_layernorm,39,1.45688,1.48272,1.85938,0.527344
63125,q_layernorm,40,1.32462,1.40179,1.78906,0.134766
63125,q_layernorm,41,1.33343,1.40252,1.76562,0.214844
63125,q_layernorm,42,1.21255,1.27655,1.69531,0.40625
63125,q_layernorm,43,1.29909,1.34643,1.84375,0.458984
63125,q_layernorm,44,1.21788,1.31262,1.78125,0.3125
63125,q_layernorm,45,1.24179,1.35912,1.82031,0.102539
63125,q_layernorm,46,1.33195,1.42721,1.82812,0.0649414
63125,q_layernorm,47,1.22434,1.32267,1.72656,0.115234
63125,q_layernorm,48,1.45572,1.52586,1.82812,0.0698242
63125,q_layernorm,49,1.28899,1.38019,1.77344,0.0137329
63125,q_layernorm,50,1.43827,1.46518,1.75781,0.186523
63125,q_layernorm,51,1.44131,1.49567,1.83594,0.00292969
63125,q_layernorm,52,1.52327,1.54167,1.8125,0.109863
63125,q_layernorm,53,1.39705,1.47334,1.8125,0.0644531
63125,q_layernorm,54,1.29776,1.3968,1.71094,0.0517578
63125,q_layernorm,55,1.52652,1.54215,1.97656,0.597656
63125,q_layernorm,56,1.55173,1.56726,1.85938,0.273438
63125,q_layernorm,57,1.49321,1.52561,1.97656,0.0412598
63125,q_layernorm,58,1.60547,1.61096,1.82812,1.14062
63125,q_layernorm,59,1.52533,1.53296,1.88281,1.01562
63125,q_layernorm,60,1.46182,1.47073,1.75781,0.925781
63125,q_layernorm,61,1.45654,1.46634,1.95312,0.929688
63125,q_layernorm,62,1.36737,1.37314,1.74219,1.07812
63125,q_layernorm,63,1.1871,1.19154,1.45312,0.820312
63125,k_layernorm,0,1.19038,1.24569,2.5,0.207031
63125,k_layernorm,1,1.55405,1.56153,1.91406,0.988281
63125,k_layernorm,2,1.49557,1.51146,2.125,0.875
63125,k_layernorm,3,1.59161,1.61223,2.0625,0.785156
63125,k_layernorm,4,1.51605,1.5321,1.89844,0.847656
63125,k_layernorm,5,1.48438,1.4973,1.85156,1.03125
63125,k_layernorm,6,1.74686,1.76835,2.14062,0.707031
63125,k_layernorm,7,1.60732,1.6563,2.09375,0.0195312
63125,k_layernorm,8,1.59832,1.62731,2.04688,0.105957
63125,k_layernorm,9,1.54987,1.58862,1.99219,0.0664062
63125,k_layernorm,10,1.61401,1.63756,2.21875,0.621094
63125,k_layernorm,11,1.63359,1.66994,2.10938,0.214844
