iter,tensor,layer,mean,rms,max,min
8000,linear_fc1,36,1.04788,1.04794,1.08594,1
8000,linear_fc1,37,1.05334,1.05339,1.08594,1.00781
8000,linear_fc1,38,1.05834,1.05839,1.09375,1.00781
8000,linear_fc1,39,1.0633,1.06336,1.10156,1
8000,linear_fc1,40,1.06808,1.06813,1.10156,1.00781
8000,linear_fc1,41,1.07365,1.07371,1.11719,1
8000,linear_fc1,42,1.07843,1.0785,1.11719,1
8000,linear_fc1,43,1.08306,1.08313,1.125,0.988281
8000,linear_fc1,44,1.0878,1.08788,1.13281,0.976562
8000,linear_fc1,45,1.09214,1.09223,1.13281,0.972656
8000,linear_fc1,46,1.09643,1.09654,1.14062,0.96875
8000,linear_fc1,47,1.10091,1.10104,1.14062,0.957031
8000,linear_fc1,48,1.10489,1.10503,1.14844,0.949219
8000,linear_fc1,49,1.10894,1.10912,1.15625,0.941406
8000,linear_fc1,50,1.11172,1.11192,1.15625,0.929688
8000,linear_fc1,51,1.11434,1.11458,1.16406,0.921875
8000,linear_fc1,52,1.11677,1.11704,1.17188,0.914062
8000,linear_fc1,53,1.1189,1.11922,1.17188,0.902344
8000,linear_fc1,54,1.12021,1.12055,1.17188,0.898438
8000,linear_fc1,55,1.12003,1.12041,1.17188,0.902344
8000,linear_fc1,56,1.11993,1.12035,1.1875,0.902344
8000,linear_fc1,57,1.11602,1.11644,1.17969,0.914062
8000,linear_fc1,58,1.11076,1.11119,1.17188,0.921875
8000,linear_fc1,59,1.10306,1.10347,1.16406,0.933594
8000,linear_fc1,60,1.08935,1.08971,1.15625,0.9375
8000,linear_fc1,61,1.07179,1.07206,1.13281,0.949219
8000,linear_fc1,62,1.04276,1.04288,1.09375,0.964844
8000,linear_fc1,63,1.01041,1.01043,1.04688,0.960938
8000,q_layernorm,0,0.97821,0.980221,1.09375,0.777344
8000,q_layernorm,1,1.20209,1.20396,1.39062,1.08594
8000,q_layernorm,2,1.26807,1.26923,1.39844,1.17188
8000,q_layernorm,3,1.33081,1.33237,1.47656,1.19531
8000,q_layernorm,4,1.28632,1.28721,1.38281,1.16406
8000,q_layernorm,5,1.30304,1.3042,1.42969,1.17188
8000,q_layernorm,6,1.39276,1.39477,1.51562,1.19531
8000,q_layernorm,7,1.36743,1.37753,1.55469,0.582031
8000,q_layernorm,8,1.34033,1.34247,1.46875,1.15625
8000,q_layernorm,9,1.26337,1.26481,1.44531,1.10156
8000,q_layernorm,10,1.30219,1.30344,1.42188,1.1875
8000,q_layernorm,11,1.29272,1.29421,1.41406,1.125
8000,q_layernorm,12,1.22522,1.2266,1.35156,1.07812
8000,q_layernorm,13,1.21667,1.21912,1.34375,0.964844
8000,q_layernorm,14,1.12292,1.12548,1.22656,0.921875
8000,q_layernorm,15,1.24664,1.24772,1.34375,1.08594
8000,q_layernorm,16,1.12848,1.13246,1.27344,0.835938
8000,q_layernorm,17,1.33063,1.33296,1.48438,1.14062
8000,q_layernorm,18,1.24426,1.25011,1.38281,0.886719
8000,q_layernorm,19,1.38354,1.38672,1.53125,1.15625
8000,q_layernorm,20,1.20215,1.21203,1.35938,0.804688
8000,q_layernorm,21,1.25977,1.27365,1.47656,0.789062
8000,q_layernorm,22,1.32489,1.3404,1.51562,0.6875
8000,q_layernorm,23,1.35376,1.35642,1.48438,1.11719
8000,q_layernorm,24,1.30676,1.3098,1.48438,1.04688
8000,q_layernorm,25,1.26495,1.27455,1.44531,0.785156
8000,q_layernorm,26,1.20184,1.22168,1.39844,0.746094
8000,q_layernorm,27,1.29599,1.30381,1.47656,0.777344
8000,q_layernorm,28,1.18515,1.20558,1.40625,0.730469
8000,q_layernorm,29,1.24762,1.26658,1.49219,0.742188
8000,q_layernorm,30,1.30646,1.31093,1.4375,1.03125
8000,q_layernorm,31,1.12592,1.14177,1.33594,0.765625
8000,q_layernorm,32,1.22836,1.23597,1.39844,0.828125
8000,q_layernorm,33,1.14404,1.16424,1.36719,0.761719
8000,q_layernorm,34,1.16617,1.18618,1.38281,0.757812
8000,q_layernorm,35,1.21924,1.22525,1.375,0.851562
8000,q_layernorm,36,1.14383,1.15762,1.38281,0.785156
8000,q_layernorm,37,1.05389,1.06695,1.25781,0.796875
8000,q_layernorm,38,1.23578,1.23703,1.34375,1.04688
8000,q_layernorm,39,1.05798,1.07002,1.25781,0.8125
8000,q_layernorm,40,1.07446,1.08854,1.27344,0.792969
8000,q_layernorm,41,1.0643,1.07729,1.25781,0.808594
8000,q_layernorm,42,1.04526,1.0579,1.25,0.8125
8000,q_layernorm,43,1.05814,1.07059,1.29688,0.808594
8000,q_layernorm,44,1.06049,1.07535,1.27344,0.800781
8000,q_layernorm,45,1.12048,1.13723,1.35156,0.757812
8000,q_layernorm,46,1.11334,1.12916,1.35938,0.714844
8000,q_layernorm,47,1.07855,1.09365,1.33594,0.773438
8000,q_layernorm,48,1.20352,1.21533,1.42188,0.761719
8000,q_layernorm,49,1.11066,1.12534,1.34375,0.636719
8000,q_layernorm,50,1.14951,1.15415,1.28125,0.8125
8000,q_layernorm,51,1.20468,1.21146,1.35938,0.804688
8000,q_layernorm,52,1.19998,1.2038,1.39062,0.886719
8000,q_layernorm,53,1.20184,1.21541,1.38281,0.699219
8000,q_layernorm,54,1.14258,1.15833,1.35156,0.71875
8000,q_layernorm,55,1.25537,1.25719,1.40625,1.11719
8000,q_layernorm,56,1.24115,1.24294,1.42188,1.07031
8000,q_layernorm,57,1.20908,1.21194,1.34375,0.851562
8000,q_layernorm,58,1.23309,1.23584,1.46875,1.09375
8000,q_layernorm,59,1.2605,1.26241,1.51562,1.11719
8000,q_layernorm,60,1.18475,1.18639,1.38281,1.07031
8000,q_layernorm,61,1.1684,1.17114,1.375,1.02344
8000,q_layernorm,62,1.15027,1.15192,1.32031,1.03906
8000,q_layernorm,63,1.07596,1.07677,1.1875,0.945312
8000,k_layernorm,0,0.977966,0.979833,1.07031,0.8125
8000,k_layernorm,1,1.19757,1.19926,1.39062,1.08594
8000,k_layernorm,2,1.2616,1.26265,1.41406,1.14844
8000,k_layernorm,3,1.32446,1.32601,1.47656,1.17188
8000,k_layernorm,4,1.27753,1.27857,1.375,1.13281
8000,k_layernorm,5,1.29767,1.29898,1.41406,1.14844
8000,k_layernorm,6,1.38483,1.38689,1.51562,1.10938
8000,k_layernorm,7,1.35568,1.36591,1.5625,0.515625
8000,k_layernorm,8,1.33276,1.33492,1.46094,1.07812
8000,k_layernorm,9,1.25287,1.25447,1.41406,1.03125
8000,k_layernorm,10,1.28931,1.29105,1.42969,1.10156
8000,k_layernorm,11,1.28485,1.28666,1.40625,1.05469
8000,k_layernorm,12,1.21814,1.21961,1.36719,1.09375
8000,k_layernorm,13,1.20743,1.21021,1.375,0.933594
8000,k_layernorm,14,1.11871,1.12126,1.25,0.917969
8000,k_layernorm,15,1.23895,1.24022,1.36719,1.0625
8000,k_layernorm,16,1.12378,1.12778,1.25781,0.835938
8000,k_layernorm,17,1.32819,1.33034,1.47656,1.125
8000,k_layernorm,18,1.23538,1.24147,1.42188,0.871094
8000,k_layernorm,19,1.37262,1.37627,1.52344,1.0625
8000,k_layernorm,20,1.1962,1.20614,1.38281,0.800781
8000,k_layernorm,21,1.2496,1.26403,1.47656,0.777344
8000,k_layernorm,22,1.31787,1.33291,1.51562,0.691406
8000,k_layernorm,23,1.34296,1.34638,1.47656,1.03125
8000,k_layernorm,24,1.29523,1.29828,1.46875,1.04688
8000,k_layernorm,25,1.25232,1.26218,1.45312,0.765625
8000,k_layernorm,26,1.19565,1.2152,1.41406,0.757812
8000,k_layernorm,27,1.28418,1.2929,1.5,0.789062
8000,k_layernorm,28,1.17987,1.2002,1.40625,0.734375
8000,k_layernorm,29,1.237,1.25622,1.45312,0.730469
8000,k_layernorm,30,1.29587,1.30174,1.4375,0.871094
8000,k_layernorm,31,1.12302,1.1382,1.32812,0.761719
8000,k_layernorm,32,1.21954,1.22828,1.39844,0.808594
8000,k_layernorm,33,1.14145,1.16125,1.36719,0.757812
8000,k_layernorm,34,1.16394,1.18375,1.39062,0.75
8000,k_layernorm,35,1.20508,1.21358,1.35938,0.816406
8000,k_layernorm,36,1.14127,1.15504,1.41406,0.796875
8000,k_layernorm,37,1.05569,1.06842,1.26562,0.804688
8000,k_layernorm,38,1.22241,1.22498,1.375,0.957031
8000,k_layernorm,39,1.05923,1.07082,1.25781,0.816406
8000,k_layernorm,40,1.07489,1.08854,1.27344,0.800781
8000,k_layernorm,41,1.06583,1.07844,1.27344,0.816406
8000,k_layernorm,42,1.04657,1.05869,1.25,0.8125
8000,k_layernorm,43,1.05948,1.0715,1.3125,0.820312
8000,k_layernorm,44,1.06143,1.07579,1.28125,0.808594
8000,k_layernorm,45,1.11584,1.1329,1.35156,0.761719
8000,k_layernorm,46,1.11133,1.12725,1.36719,0.6875
8000,k_layernorm,47,1.0752,1.08976,1.34375,0.78125
8000,k_layernorm,48,1.19806,1.21059,1.44531,0.734375
8000,k_layernorm,49,1.10223,1.11681,1.28906,0.621094
8000,k_layernorm,50,1.14832,1.15312,1.28906,0.832031
8000,k_layernorm,51,1.19058,1.19878,1.38281,0.785156
8000,k_layernorm,52,1.19083,1.196,1.375,0.847656
8000,k_layernorm,53,1.19498,1.20849,1.39062,0.710938
8000,k_layernorm,54,1.13727,1.15306,1.375,0.730469
8000,k_layernorm,55,1.24567,1.24789,1.4375,1.08594
8000,k_layernorm,56,1.22894,1.23121,1.41406,0.90625
8000,k_layernorm,57,1.20367,1.20723,1.375,0.742188
8000,k_layernorm,58,1.21899,1.22136,1.36719,1.08594
8000,k_layernorm,59,1.24951,1.25111,1.39062,1.10938
8000,k_layernorm,60,1.17151,1.17373,1.38281,1.01562
8000,k_layernorm,61,1.1604,1.16274,1.41406,1.04688
8000,k_layernorm,62,1.14453,1.14661,1.34375,1.03906
8000,k_layernorm,63,1.0766,1.07748,1.20312,0.945312
8000,final_layernorm,-1,1.37328,1.37607,1.83594,1.07812
12000,linear_qkv,0,0.854758,0.855433,0.992188,0.773438
12000,linear_qkv,1,0.875886,0.876072,0.972656,0.8125
12000,linear_qkv,2,0.960205,0.960411,1.03125,0.785156
12000,linear_qkv,3,1.00847,1.00871,1.08594,0.859375
12000,linear_qkv,4,1.00218,1.00237,1.07031,0.820312
12000,linear_qkv,5,1.0533,1.05355,1.13281,0.855469
12000,linear_qkv,6,1.09287,1.09329,1.19531,0.90625
12000,linear_qkv,7,1.11448,1.11482,1.20312,0.921875
12000,linear_qkv,8,1.07487,1.07526,1.16406,0.816406
12000,linear_qkv,9,0.975372,0.975532,1.03906,0.796875
12000,linear_qkv,10,1.01119,1.01138,1.07812,0.835938
12000,linear_qkv,11,0.996883,0.9971,1.07031,0.753906
12000,linear_qkv,12,0.971129,0.971283,1.03125,0.789062
12000,linear_qkv,13,0.962379,0.962526,1.02344,0.757812
12000,linear_qkv,14,0.913828,0.913976,0.984375,0.773438
12000,linear_qkv,15,0.98351,0.983691,1.07031,0.796875
12000,linear_qkv,16,0.945195,0.94531,0.996094,0.832031
12000,linear_qkv,17,1.09326,1.09357,1.19531,0.910156
12000,linear_qkv,18,0.998453,0.998651,1.07031,0.847656
12000,linear_qkv,19,1.08167,1.08198,1.17188,0.894531
12000,linear_qkv,20,0.975928,0.976079,1.03906,0.839844
12000,linear_qkv,21,0.994204,0.994364,1.05469,0.878906
12000,linear_qkv,22,1.12944,1.12982,1.23438,1.00781
12000,linear_qkv,23,1.11589,1.1162,1.21094,0.984375
12000,linear_qkv,24,1.08161,1.0819,1.17969,0.96875
12000,linear_qkv,25,1.04408,1.04432,1.13281,0.910156
12000,linear_qkv,26,1.00535,1.00554,1.08594,0.882812
12000,linear_qkv,27,1.12059,1.12092,1.22656,1
12000,linear_qkv,28,1.02893,1.02915,1.11719,0.90625
12000,linear_qkv,29,1.05612,1.05635,1.13281,0.957031
12000,linear_qkv,30,1.07544,1.0757,1.15625,0.925781
12000,linear_qkv,31,0.9549,0.955034,1.00781,0.890625
12000,linear_qkv,32,0.987069,0.987234,1.05469,0.902344
12000,linear_qkv,33,0.972549,0.972719,1.04688,0.878906
12000,linear_qkv,34,1.01572,1.0159,1.08594,0.90625
12000,linear_qkv,35,0.984758,0.984919,1.03906,0.890625
12000,linear_qkv,36,0.938094,0.938249,0.992188,0.851562
12000,linear_qkv,37,0.893367,0.893527,0.949219,0.820312
12000,linear_qkv,38,0.954278,0.954439,1.00781,0.863281
12000,linear_qkv,39,0.89305,0.893206,0.953125,0.808594
12000,linear_qkv,40,0.914027,0.914178,0.964844,0.808594
12000,linear_qkv,41,0.899063,0.899216,0.953125,0.777344
12000,linear_qkv,42,0.893371,0.893532,0.960938,0.796875
12000,linear_qkv,43,0.898206,0.898354,0.964844,0.804688
12000,linear_qkv,44,0.904758,0.904909,0.96875,0.804688
12000,linear_qkv,45,0.953988,0.954158,1.02344,0.8125
12000,linear_qkv,46,0.97003,0.970222,1.03906,0.800781
12000,linear_qkv,47,0.939802,0.939969,1,0.820312
12000,linear_qkv,48,1.01698,1.0172,1.09375,0.851562
12000,linear_qkv,49,1.02085,1.02113,1.10156,0.855469
12000,linear_qkv,50,0.952627,0.952801,1.00781,0.832031
12000,linear_qkv,51,0.975254,0.975432,1.04688,0.8125
12000,linear_qkv,52,0.953334,0.953481,1.01562,0.835938
12000,linear_qkv,53,1.02584,1.02617,1.10156,0.84375
12000,linear_qkv,54,0.996788,0.997034,1.07031,0.8125
12000,linear_qkv,55,1.04012,1.04044,1.11719,0.867188
12000,linear_qkv,56,1.00963,1.00988,1.07812,0.835938
12000,linear_qkv,57,1.0389,1.03939,1.14844,0.832031
12000,linear_qkv,58,1.04382,1.0442,1.125,0.867188
12000,linear_qkv,59,1.03692,1.03731,1.125,0.832031
12000,linear_qkv,60,0.99665,0.996858,1.05469,0.871094
12000,linear_qkv,61,1.01448,1.0148,1.10938,0.828125
12000,linear_qkv,62,0.992012,0.99214,1.0625,0.863281
12000,linear_qkv,63,0.980037,0.98013,1.02344,0.902344
12000,linear_fc1,0,0.854307,0.855006,0.933594,0.400391
12000,linear_fc1,1,0.897133,0.898055,0.992188,0.318359
12000,linear_fc1,2,0.887577,0.888193,0.957031,0.296875
12000,linear_fc1,3,0.831833,0.832211,0.898438,0.423828
12000,linear_fc1,4,0.816931,0.817262,0.902344,0.458984
12000,linear_fc1,5,0.752389,0.752663,0.824219,0.445312
12000,linear_fc1,6,0.713402,0.713712,0.800781,0.390625
12000,linear_fc1,7,0.716033,0.716313,0.78125,0.353516
12000,linear_fc1,8,0.728169,0.728427,0.785156,0.316406
12000,linear_fc1,9,0.748256,0.748507,0.808594,0.328125
12000,linear_fc1,10,0.752833,0.753078,0.8125,0.318359
12000,linear_fc1,11,0.765725,0.765958,0.832031,0.306641
12000,linear_fc1,12,0.77776,0.777986,0.832031,0.349609
12000,linear_fc1,13,0.792409,0.792628,0.851562,0.353516
12000,linear_fc1,14,0.802042,0.802256,0.863281,0.355469
12000,linear_fc1,15,0.808564,0.808765,0.859375,0.392578
12000,linear_fc1,16,0.81005,0.810252,0.875,0.435547
12000,linear_fc1,17,0.80409,0.804278,0.863281,0.445312
12000,linear_fc1,18,0.812333,0.812519,0.875,0.482422
12000,linear_fc1,19,0.826363,0.826545,0.890625,0.470703
12000,linear_fc1,20,0.836353,0.836527,0.898438,0.515625
12000,linear_fc1,21,0.8472,0.847365,0.90625,0.589844
12000,linear_fc1,22,0.859576,0.859733,0.925781,0.625
12000,linear_fc1,23,0.865574,0.865724,0.925781,0.644531
12000,linear_fc1,24,0.877679,0.877831,0.945312,0.6875
12000,linear_fc1,25,0.891579,0.891722,0.957031,0.722656
12000,linear_fc1,26,0.902438,0.902579,0.964844,0.742188
12000,linear_fc1,27,0.914935,0.91507,0.972656,0.757812
12000,linear_fc1,28,0.924971,0.925104,0.980469,0.789062
12000,linear_fc1,29,0.935295,0.935426,0.996094,0.808594
12000,linear_fc1,30,0.945805,0.945931,0.996094,0.804688
12000,linear_fc1,31,0.955256,0.955384,1.01562,0.789062
12000,linear_fc1,32,0.962415,0.962542,1.00781,0.773438
12000,linear_fc1,33,0.970726,0.97086,1.03125,0.738281
12000,linear_fc1,34,0.980547,0.980684,1.03906,0.757812
12000,linear_fc1,35,0.988777,0.988919,1.03906,0.738281
12000,linear_fc1,36,0.996555,0.996706,1.04688,0.730469
12000,linear_fc1,37,1.00597,1.00614,1.05469,0.691406
12000,linear_fc1,38,1.01307,1.01326,1.0625,0.691406
12000,linear_fc1,39,1.02104,1.02125,1.07031,0.640625
12000,linear_fc1,40,1.0293,1.02953,1.07812,0.644531
12000,linear_fc1,41,1.03795,1.0382,1.08594,0.605469
12000,linear_fc1,42,1.04528,1.04556,1.09375,0.613281
12000,linear_fc1,43,1.05354,1.05385,1.10156,0.589844
12000,linear_fc1,44,1.06056,1.06091,1.125,0.601562
12000,linear_fc1,45,1.06746,1.06785,1.125,0.617188
12000,linear_fc1,46,1.07476,1.07518,1.13281,0.597656
12000,linear_fc1,47,1.08179,1.08226,1.14062,0.628906
12000,linear_fc1,48,1.08828,1.08881,1.14844,0.625
12000,linear_fc1,49,1.09645,1.09703,1.15625,0.636719
12000,linear_fc1,50,1.10267,1.1033,1.17188,0.644531
12000,linear_fc1,51,1.10933,1.11003,1.17188,0.625
12000,linear_fc1,52,1.11619,1.11695,1.19531,0.632812
12000,linear_fc1,53,1.12323,1.12402,1.19531,0.65625
12000,linear_fc1,54,1.13049,1.13129,1.21094,0.664062
12000,linear_fc1,55,1.13569,1.13654,1.22656,0.6875
12000,linear_fc1,56,1.14277,1.14362,1.25781,0.714844
12000,linear_fc1,57,1.14989,1.15069,1.26562,0.75
12000,linear_fc1,58,1.15482,1.15559,1.29688,0.777344
12000,linear_fc1,59,1.15728,1.15801,1.3125,0.824219
12000,linear_fc1,60,1.15341,1.15408,1.33594,0.863281
12000,linear_fc1,61,1.13869,1.13924,1.28125,0.902344
12000,linear_fc1,62,1.09279,1.09312,1.20312,0.9375
12000,linear_fc1,63,1.03032,1.03039,1.09375,0.941406
12000,q_layernorm,0,0.986023,0.993921,1.20312,0.597656
12000,q_layernorm,1,1.30481,1.30802,1.64062,1.11719
12000,q_layernorm,2,1.35669,1.35877,1.54688,1.17969
12000,q_layernorm,3,1.43231,1.436,1.64062,1.21875
12000,q_layernorm,4,1.38007,1.38247,1.52344,1.1875
12000,q_layernorm,5,1.38232,1.38509,1.55469,1.19531
12000,q_layernorm,6,1.4953,1.50119,1.69531,1.14844
12000,q_layernorm,7,1.45864,1.4829,1.76562,0.167969
12000,q_layernorm,8,1.42859,1.43508,1.61719,1.01562
12000,q_layernorm,9,1.3847,1.3879,1.59375,1.09375
12000,q_layernorm,10,1.41937,1.42177,1.57031,1.21094
12000,q_layernorm,11,1.43048,1.43389,1.5625,1.15625
12000,q_layernorm,12,1.35541,1.35757,1.49219,1.13281
12000,q_layernorm,13,1.32477,1.33047,1.49219,0.84375
12000,q_layernorm,14,1.23407,1.23799,1.42969,0.980469
12000,q_layernorm,15,1.38934,1.39172,1.57812,1.11719
12000,q_layernorm,16,1.22992,1.23387,1.40625,0.902344
12000,q_layernorm,17,1.44867,1.45388,1.64062,1.15625
12000,q_layernorm,18,1.38394,1.39612,1.57031,0.765625
12000,q_layernorm,19,1.48022,1.48938,1.67188,1.07031
12000,q_layernorm,20,1.32672,1.34073,1.53125,0.65625
12000,q_layernorm,21,1.34439,1.36906,1.60156,0.527344
12000,q_layernorm,22,1.4183,1.45908,1.72656,0.181641
12000,q_layernorm,23,1.45941,1.46532,1.64844,1.03906
12000,q_layernorm,24,1.41235,1.41876,1.625,0.984375
12000,q_layernorm,25,1.3605,1.38751,1.64844,0.443359
12000,q_layernorm,26,1.27431,1.32111,1.60156,0.498047
12000,q_layernorm,27,1.39511,1.42474,1.70312,0.318359
12000,q_layernorm,28,1.23755,1.28394,1.57812,0.5
12000,q_layernorm,29,1.32939,1.3702,1.66406,0.451172
12000,q_layernorm,30,1.38348,1.39626,1.58594,0.808594
12000,q_layernorm,31,1.202,1.22841,1.46875,0.660156
12000,q_layernorm,32,1.35172,1.36205,1.55469,0.730469
12000,q_layernorm,33,1.19189,1.23514,1.51562,0.585938
12000,q_layernorm,34,1.25037,1.28431,1.54688,0.597656
12000,q_layernorm,35,1.35342,1.36303,1.5,0.816406
12000,q_layernorm,36,1.22742,1.25126,1.53125,0.675781
12000,q_layernorm,37,1.08813,1.1135,1.40625,0.722656
12000,q_layernorm,38,1.35913,1.3612,1.60156,1.11719
12000,q_layernorm,39,1.117,1.1391,1.42188,0.738281
12000,q_layernorm,40,1.12311,1.1534,1.42969,0.683594
12000,q_layernorm,41,1.11093,1.13901,1.4375,0.710938
12000,q_layernorm,42,1.07272,1.09919,1.42188,0.71875
12000,q_layernorm,43,1.10107,1.12627,1.48438,0.71875
12000,q_layernorm,44,1.09247,1.12425,1.42969,0.691406
12000,q_layernorm,45,1.14941,1.18608,1.47656,0.601562
12000,q_layernorm,46,1.16458,1.19665,1.50781,0.511719
12000,q_layernorm,47,1.11383,1.14612,1.48438,0.628906
12000,q_layernorm,48,1.26083,1.28449,1.53906,0.546875
12000,q_layernorm,49,1.14304,1.17954,1.48438,0.367188
12000,q_layernorm,50,1.23138,1.23971,1.4375,0.75
12000,q_layernorm,51,1.26913,1.28515,1.52344,0.65625
12000,q_layernorm,52,1.27554,1.28418,1.5625,0.78125
