layer,shard,amax_act,amax_wgt,amax_act_last,scale_act,scale_fwd_med,iter
mlp.linear_fc2,0,2720,1.55469,0,0.164706,1,28000
self_attention.linear_proj,1,14.6875,1.46875,0,30.5021,30.5021,28000
self_attention.linear_qkv,1,18.8315,0.269531,0,23.7899,23.7899,28000
mlp.linear_fc1,1,11.4407,0.462891,0,39.1584,39.1584,28000
mlp.linear_fc2,1,27392,1.80469,0,0.0163551,1,28000
self_attention.linear_proj,2,12.5,1.55469,0,35.84,35.84,28000
self_attention.linear_qkv,2,13.7244,0.328125,0,32.6427,32.6427,28000
mlp.linear_fc1,2,10.777,0.441406,0,41.5701,41.5701,28000
mlp.linear_fc2,2,1040,1.20312,0,0.430769,1,28000
self_attention.linear_proj,3,16.5,1.69531,0,27.1515,27.1515,28000
self_attention.linear_qkv,3,22.9982,0.326172,0,19.4798,19.4798,28000
mlp.linear_fc1,3,8.5049,0.478516,0,52.6755,52.6755,28000
mlp.linear_fc2,3,660,0.96875,0,0.678788,1,28000
self_attention.linear_proj,4,18.875,2.09375,0,23.7351,23.7351,28000
self_attention.linear_qkv,4,21.0604,0.3125,0,21.2721,21.2721,28000
mlp.linear_fc1,4,8.42975,0.429688,0,53.1451,53.1451,28000
mlp.linear_fc2,4,1552,1.17969,0,0.28866,1,28000
self_attention.linear_proj,17,46.75,0.601562,0,9.58289,9.58289,28000
self_attention.linear_qkv,17,52.2216,0.273438,0,8.57882,8.57882,28000
mlp.linear_fc1,17,10.8522,0.279297,0,41.282,41.282,28000
mlp.linear_fc2,17,608,0.996094,0,0.736842,1,28000
self_attention.linear_proj,18,31.625,0.660156,0,14.166,14.166,28000
self_attention.linear_qkv,18,46.4319,0.287109,0,9.64854,9.64854,28000
mlp.linear_fc1,18,10.522,0.341797,0,42.5774,42.5774,28000
mlp.linear_fc2,18,660,0.882812,0,0.678788,1,28000
self_attention.linear_proj,19,39.5,0.523438,0,11.3418,11.3418,28000
self_attention.linear_qkv,19,49.9666,0.332031,0,8.96598,8.96598,28000
mlp.linear_fc1,19,11.6278,0.351562,0,38.5284,38.5284,28000
mlp.linear_fc2,19,864,0.828125,0,0.518519,1,28000
self_attention.linear_proj,20,49.5,0.515625,0,9.0505,9.0505,28000
self_attention.linear_qkv,20,43.8941,0.275391,0,10.2064,10.2064,28000
mlp.linear_fc1,20,12.8802,0.296875,0,34.7822,34.7822,28000
mlp.linear_fc2,20,704,0.84375,0,0.636364,1,28000
self_attention.linear_proj,33,58.5,0.367188,0,7.65812,7.65812,28000
self_attention.linear_qkv,33,36.1251,0.248047,0,12.4014,12.4014,28000
mlp.linear_fc1,33,17.395,0.296875,0,25.7545,25.7545,28000
mlp.linear_fc2,33,1576,1.0625,0,0.284264,1,28000
self_attention.linear_proj,34,73,0.373047,0,6.13699,6.13699,28000
self_attention.linear_qkv,34,40.4331,0.257812,0,11.08,11.08,28000
mlp.linear_fc1,34,20.2902,0.285156,0,22.0796,22.0796,28000
mlp.linear_fc2,34,1768,0.804688,0,0.253394,1,28000
self_attention.linear_proj,35,59.25,0.421875,0,7.56118,7.56118,28000
self_attention.linear_qkv,35,42.7624,0.236328,0,10.4765,10.4765,28000
mlp.linear_fc1,35,22.9151,0.267578,0,19.5504,19.5504,28000
mlp.linear_fc2,35,2816,0.976562,0,0.159091,1,28000
self_attention.linear_proj,36,46,0.341797,0,9.73913,9.73913,28000
self_attention.linear_qkv,36,33.9471,0.220703,0,13.197,13.197,28000
mlp.linear_fc1,36,25.6197,0.412109,0,17.4866,17.4866,28000
mlp.linear_fc2,36,1720,1.04688,0,0.260465,1,28000
self_attention.linear_proj,49,57.5,0.388672,0,7.7913,7.7913,28000
self_attention.linear_qkv,49,42.3687,0.237305,0,10.5738,10.5738,28000
mlp.linear_fc1,49,38.684,0.261719,0,11.581,11.581,28000
mlp.linear_fc2,49,2736,0.486328,0,0.163743,1,28000
self_attention.linear_proj,50,45.5,0.371094,0,9.84615,9.84615,28000
self_attention.linear_qkv,50,43.2022,0.202148,0,10.3699,10.3699,28000
mlp.linear_fc1,50,40.507,0.417969,0,11.0598,11.0598,28000
mlp.linear_fc2,50,4576,0.515625,0,0.0979021,1,28000
self_attention.linear_proj,51,44,0.275391,0,10.1818,10.1818,28000
self_attention.linear_qkv,51,39.8544,0.214844,0,11.2409,11.2409,28000
mlp.linear_fc1,51,43.3774,0.287109,0,10.328,10.328,28000
mlp.linear_fc2,51,4928,0.527344,0,0.0909091,1,28000
self_attention.linear_proj,52,62.75,0.390625,0,7.13944,7.13944,28000
self_attention.linear_qkv,52,44.5893,0.230469,0,10.0472,10.0472,28000
mlp.linear_fc1,52,44.9703,0.34375,0,9.96212,9.96212,28000
mlp.linear_fc2,52,4080,0.474609,0,0.109804,1,28000
self_attention.linear_proj,5,26.25,1.66406,0,17.0667,17.0667,28000
self_attention.linear_qkv,5,22.4038,0.304688,0,19.9966,19.9966,28000
mlp.linear_fc1,5,13.1093,0.414062,0,34.1743,34.1743,28000
mlp.linear_fc2,5,7808,1.78125,0,0.057377,1,28000
self_attention.linear_proj,6,45.25,0.636719,0,9.90055,9.90055,28000
self_attention.linear_qkv,6,35.5359,0.345703,0,12.607,12.607,28000
mlp.linear_fc1,6,7.97605,0.609375,0,56.1682,56.1682,28000
mlp.linear_fc2,6,1536,1.05469,0,0.291667,1,28000
self_attention.linear_proj,7,37.5,0.785156,0,11.9467,11.9467,28000
self_attention.linear_qkv,7,45.9228,0.3125,0,9.75551,9.75551,28000
mlp.linear_fc1,7,7.77222,0.279297,0,57.6412,57.6412,28000
mlp.linear_fc2,7,664,1.39844,0,0.674699,1,28000
self_attention.linear_proj,8,30.5,0.490234,0,14.6885,14.6885,28000
self_attention.linear_qkv,8,30.4789,0.339844,0,14.6987,14.6987,28000
mlp.linear_fc1,8,7.45451,0.259766,0,60.0979,60.0979,28000
mlp.linear_fc2,8,700,1.65625,0,0.64,1,28000
self_attention.linear_proj,21,42.25,0.742188,0,10.6035,10.6035,28000
self_attention.linear_qkv,21,47.689,0.251953,0,9.3942,9.3942,28000
mlp.linear_fc1,21,13.5182,0.361328,0,33.1405,33.1405,28000
mlp.linear_fc2,21,1088,1.07812,0,0.411765,1,28000
self_attention.linear_proj,22,76,0.519531,0,5.89474,5.89474,28000
self_attention.linear_qkv,22,56.6342,0.275391,0,7.91042,7.91042,28000
mlp.linear_fc1,22,11.803,0.300781,0,37.9564,37.9564,28000
mlp.linear_fc2,22,820,0.914062,0,0.546341,1,28000
self_attention.linear_proj,23,69.5,0.65625,0,6.44604,6.44604,28000
self_attention.linear_qkv,23,50.8164,0.34375,0,8.81605,8.81605,28000
mlp.linear_fc1,23,12.1042,0.257812,0,37.0119,37.0119,28000
mlp.linear_fc2,23,1400,1.14844,0,0.32,1,28000
self_attention.linear_proj,24,54.5,0.353516,0,8.22018,8.22018,28000
self_attention.linear_qkv,24,49.3197,0.341797,0,9.08359,9.08359,28000
mlp.linear_fc1,24,11.3203,0.394531,0,39.575,39.575,28000
mlp.linear_fc2,24,1104,0.988281,0,0.405797,1,28000
self_attention.linear_proj,37,24.875,0.390625,0,18.01,18.01,28000
self_attention.linear_qkv,37,31.1832,0.192383,0,14.3667,14.3667,28000
mlp.linear_fc1,37,25.9857,0.339844,0,17.2403,17.2403,28000
mlp.linear_fc2,37,1512,0.824219,0,0.296296,1,28000
self_attention.linear_proj,38,39.75,0.392578,0,11.2704,11.2704,28000
self_attention.linear_qkv,38,42.0629,0.241211,0,10.6507,10.6507,28000
mlp.linear_fc1,38,25.5252,0.300781,0,17.5513,17.5513,28000
mlp.linear_fc2,38,2080,0.925781,0,0.215385,1,28000
self_attention.linear_proj,39,35.5,0.341797,0,12.6197,12.6197,28000
self_attention.linear_qkv,39,32.7414,0.185547,0,13.683,13.683,28000
mlp.linear_fc1,39,25.7897,0.353516,0,17.3713,17.3713,28000
mlp.linear_fc2,39,1520,0.625,0,0.294737,1,28000
self_attention.linear_proj,40,47,0.386719,0,9.53191,9.53191,28000
self_attention.linear_qkv,40,30.0983,0.227539,0,14.8846,14.8846,28000
mlp.linear_fc1,40,24.6161,0.359375,0,18.1995,18.1995,28000
mlp.linear_fc2,40,1648,0.742188,0,0.271845,1,28000
self_attention.linear_proj,53,54,0.304688,0,8.2963,8.2963,28000
self_attention.linear_qkv,53,41.8008,0.229492,0,10.7175,10.7175,28000
mlp.linear_fc1,53,48.0855,0.472656,0,9.31674,9.31674,28000
mlp.linear_fc2,53,3984,0.484375,0,0.11245,1,28000
self_attention.linear_proj,54,69,0.492188,0,6.49275,6.49275,28000
self_attention.linear_qkv,54,47.0877,0.217773,0,9.51416,9.51416,28000
mlp.linear_fc1,54,48.8476,0.414062,0,9.17138,9.17138,28000
mlp.linear_fc2,54,4736,0.597656,0,0.0945946,1,28000
self_attention.linear_proj,55,82,0.582031,0,5.46341,5.46341,28000
self_attention.linear_qkv,55,52.0946,0.269531,0,8.59973,8.59973,28000
mlp.linear_fc1,55,49.8614,0.474609,0,8.98491,8.98491,28000
mlp.linear_fc2,55,5568,0.582031,0,0.0804598,1,28000
self_attention.linear_proj,56,47,0.546875,0,9.53191,9.53191,28000
self_attention.linear_qkv,56,50.413,0.25,0,8.8866,8.8866,28000
mlp.linear_fc1,56,54.0228,0.5,0,8.29279,8.29279,28000
mlp.linear_fc2,56,4800,0.628906,0,0.0933333,1,28000
self_attention.linear_proj,9,28.75,1.44531,0,15.5826,15.5826,28000
self_attention.linear_qkv,9,29.8606,0.287109,0,15.0031,15.0031,28000
mlp.linear_fc1,9,7.09662,0.349609,0,63.1287,63.1287,28000
mlp.linear_fc2,9,616,1.65625,0,0.727273,1,28000
self_attention.linear_proj,10,28.5,0.589844,0,15.7193,15.7193,28000
self_attention.linear_qkv,10,34.4667,0.3125,0,12.998,12.998,28000
mlp.linear_fc1,10,6.70665,0.269531,0,66.7994,66.7994,28000
mlp.linear_fc2,10,486,1.48438,0,0.921811,1,28000
self_attention.linear_proj,11,29.125,1.14062,0,15.382,15.382,28000
self_attention.linear_qkv,11,34.0386,0.261719,0,13.1615,13.1615,28000
mlp.linear_fc1,11,6.56403,0.263672,0,68.2508,68.2508,28000
mlp.linear_fc2,11,652,1.46094,0,0.687117,1,28000
self_attention.linear_proj,12,34.25,0.625,0,13.0803,13.0803,28000
self_attention.linear_qkv,12,35.4671,0.283203,0,12.6314,12.6314,28000
mlp.linear_fc1,12,6.81845,0.255859,0,65.7041,65.7041,28000
mlp.linear_fc2,12,616,1.36719,0,0.727273,1,28000
self_attention.linear_proj,25,59,0.332031,0,7.59322,7.59322,28000
self_attention.linear_qkv,25,38.879,0.238281,0,11.5229,11.5229,28000
mlp.linear_fc1,25,12.1656,0.236328,0,36.8251,36.8251,28000
mlp.linear_fc2,25,1424,1.21875,0,0.314607,1,28000
self_attention.linear_proj,26,53.25,0.388672,0,8.41315,8.41315,28000
self_attention.linear_qkv,26,39.6934,0.294922,0,11.2865,11.2865,28000
mlp.linear_fc1,26,12.5533,0.25,0,35.6879,35.6879,28000
mlp.linear_fc2,26,1064,1.10938,0,0.421053,1,28000
self_attention.linear_proj,27,65,0.378906,0,6.89231,6.89231,28000
self_attention.linear_qkv,27,50.3636,0.253906,0,8.89532,8.89532,28000
mlp.linear_fc1,27,12.8239,0.300781,0,34.9349,34.9349,28000
mlp.linear_fc2,27,1808,1.07031,0,0.247788,1,28000
self_attention.linear_proj,28,63.25,0.414062,0,7.083,7.083,28000
self_attention.linear_qkv,28,42.2855,0.267578,0,10.5946,10.5946,28000
mlp.linear_fc1,28,13.2014,0.298828,0,33.9357,33.9357,28000
mlp.linear_fc2,28,1768,1.25,0,0.253394,1,28000
self_attention.linear_proj,41,27.5,0.285156,0,16.2909,16.2909,28000
self_attention.linear_qkv,41,28.0096,0.179688,0,15.9945,15.9945,28000
mlp.linear_fc1,41,25.7945,0.394531,0,17.368,17.368,28000
mlp.linear_fc2,41,1768,0.519531,0,0.253394,1,28000
self_attention.linear_proj,42,32.25,0.255859,0,13.8915,13.8915,28000
self_attention.linear_qkv,42,29.8225,0.169922,0,15.0222,15.0222,28000
mlp.linear_fc1,42,27.3676,0.304688,0,16.3697,16.3697,28000
mlp.linear_fc2,42,1824,0.871094,0,0.245614,1,28000
self_attention.linear_proj,43,37.25,0.285156,0,12.0268,12.0268,28000
self_attention.linear_qkv,43,33.7275,0.192383,0,13.2829,13.2829,28000
mlp.linear_fc1,43,28.937,0.423828,0,15.4819,15.4819,28000
mlp.linear_fc2,43,2624,1.05469,0,0.170732,1,28000
self_attention.linear_proj,44,30.75,0.213867,0,14.5691,14.5691,28000
self_attention.linear_qkv,44,33.3102,0.194336,0,13.4493,13.4493,28000
mlp.linear_fc1,44,30.7695,0.300781,0,14.5599,14.5599,28000
mlp.linear_fc2,44,2352,0.941406,0,0.190476,1,28000
self_attention.linear_proj,57,61.25,0.419922,0,7.31429,7.31429,28000
self_attention.linear_qkv,57,46.7792,0.22168,0,9.5769,9.5769,28000
mlp.linear_fc1,57,56.0752,0.511719,0,7.98926,7.98926,28000
mlp.linear_fc2,57,5408,0.644531,0,0.0828402,1,28000
self_attention.linear_proj,58,80.5,0.546875,0,5.56522,5.56522,28000
self_attention.linear_qkv,58,51.9326,0.246094,0,8.62657,8.62657,28000
mlp.linear_fc1,58,59.4227,0.898438,0,7.53921,7.53921,28000
mlp.linear_fc2,58,9856,0.875,0,0.0454545,1,28000
self_attention.linear_proj,59,72.5,0.470703,0,6.17931,6.17931,28000
self_attention.linear_qkv,59,50.9222,0.239258,0,8.79774,8.79774,28000
mlp.linear_fc1,59,61.1801,0.601562,0,7.32264,7.32264,28000
mlp.linear_fc2,59,12288,0.9375,0,0.0364583,1,28000
self_attention.linear_proj,60,100.5,0.496094,0,4.45771,4.45771,28000
self_attention.linear_qkv,60,52.7343,0.211914,0,8.49542,8.49542,28000
mlp.linear_fc1,60,64.7351,0.474609,0,6.92052,6.92052,28000
mlp.linear_fc2,60,12224,0.921875,0,0.0366492,1,28000
self_attention.linear_proj,13,64.5,0.515625,0,6.94574,6.94574,28000
self_attention.linear_qkv,13,33.1445,0.271484,0,13.5166,13.5166,28000
mlp.linear_fc1,13,7.03146,0.263672,0,63.7137,63.7137,28000
mlp.linear_fc2,13,728,1.23438,0,0.615385,1,28000
self_attention.linear_proj,14,21.875,1.20312,0,20.48,20.48,28000
self_attention.linear_qkv,14,36.0264,0.322266,0,12.4353,12.4353,28000
mlp.linear_fc1,14,7.38227,0.234375,0,60.686,60.686,28000
mlp.linear_fc2,14,494,1.04688,0,0.906883,1,28000
self_attention.linear_proj,15,24.625,0.65625,0,18.1929,18.1929,28000
self_attention.linear_qkv,15,41.7715,0.249023,0,10.725,10.725,28000
mlp.linear_fc1,15,8.14756,0.287109,0,54.9858,54.9858,28000
mlp.linear_fc2,15,696,1.1875,0,0.643678,1,28000
self_attention.linear_proj,16,24.125,1.24219,0,18.5699,18.5699,28000
self_attention.linear_qkv,16,45.9153,0.292969,0,9.75709,9.75709,28000
mlp.linear_fc1,16,9.66479,0.257812,0,46.3538,46.3538,28000
mlp.linear_fc2,16,980,0.960938,0,0.457143,1,28000
self_attention.linear_proj,29,64.5,0.439453,0,6.94574,6.94574,28000
self_attention.linear_qkv,29,41.8227,0.259766,0,10.7119,10.7119,28000
mlp.linear_fc1,29,13.9904,0.244141,0,32.0219,32.0219,28000
mlp.linear_fc2,29,1504,1.11719,0,0.297872,1,28000
self_attention.linear_proj,30,64.5,0.431641,0,6.94574,6.94574,28000
self_attention.linear_qkv,30,48.7598,0.279297,0,9.1879,9.1879,28000
mlp.linear_fc1,30,15.5225,0.273438,0,28.8613,28.8613,28000
mlp.linear_fc2,30,1616,1.13281,0,0.277228,1,28000
self_attention.linear_proj,31,50,0.4375,0,8.96,8.96,28000
self_attention.linear_qkv,31,43.1173,0.234375,0,10.3903,10.3903,28000
mlp.linear_fc1,31,15.9778,0.294922,0,28.0389,28.0389,28000
mlp.linear_fc2,31,1944,1.28906,0,0.230453,1,28000
self_attention.linear_proj,32,59.75,0.427734,0,7.49791,7.49791,28000
self_attention.linear_qkv,32,43.2777,0.257812,0,10.3518,10.3518,28000
mlp.linear_fc1,32,17.1336,0.261719,0,26.1474,26.1474,28000
mlp.linear_fc2,32,2160,1.11719,0,0.207407,1,28000
self_attention.linear_proj,45,42,0.261719,0,10.6667,10.6667,28000
self_attention.linear_qkv,45,35.9597,0.212891,0,12.4584,12.4584,28000
mlp.linear_fc1,45,32.4691,0.287109,0,13.7977,13.7977,28000
mlp.linear_fc2,45,1856,0.511719,0,0.241379,1,28000
self_attention.linear_proj,46,55,0.291016,0,8.14545,8.14545,28000
self_attention.linear_qkv,46,36.5183,0.220703,0,12.2678,12.2678,28000
mlp.linear_fc1,46,33.4089,0.369141,0,13.4096,13.4096,28000
mlp.linear_fc2,46,2848,0.734375,0,0.157303,1,28000
self_attention.linear_proj,47,60.25,0.269531,0,7.43568,7.43568,28000
self_attention.linear_qkv,47,39.0264,0.191406,0,11.4794,11.4794,28000
mlp.linear_fc1,47,35.5024,0.464844,0,12.6189,12.6189,28000
mlp.linear_fc2,47,2304,0.972656,0,0.194444,1,28000
self_attention.linear_proj,48,69.5,0.330078,0,6.44604,6.44604,28000
self_attention.linear_qkv,48,39.5829,0.228516,0,11.318,11.318,28000
mlp.linear_fc1,48,37.3061,0.332031,0,12.0088,12.0088,28000
mlp.linear_fc2,48,3296,0.515625,0,0.135922,1,28000
self_attention.linear_proj,61,84.5,0.480469,0,5.30177,5.30177,28000
self_attention.linear_qkv,61,56.7573,0.212891,0,7.89325,7.89325,28000
mlp.linear_fc1,61,66.6815,0.423828,0,6.7185,6.7185,28000
mlp.linear_fc2,61,18944,1.07812,0,0.0236486,1,28000
self_attention.linear_proj,62,91.5,0.542969,0,4.89617,4.89617,28000
self_attention.linear_qkv,62,62.1133,0.249023,0,7.21262,7.21262,28000
mlp.linear_fc1,62,69.6377,0.292969,0,6.43329,6.43329,28000
mlp.linear_fc2,62,32256,1.125,0,0.0138889,1,28000
self_attention.linear_proj,63,29.625,0.515625,0,15.1224,15.1224,28000
self_attention.linear_qkv,63,65.3344,0.189453,0,6.85703,6.85703,28000
mlp.linear_fc1,63,71.5383,0.470703,0,6.26238,6.26238,28000
mlp.linear_fc2,63,344064,0.988281,0,0.00130208,1,28000
self_attention.linear_proj,0,14.625,0.996094,0,30.6325,30.6325,32000
self_attention.linear_qkv,0,20.4974,0.273438,0,21.8564,21.8564,32000
mlp.linear_fc1,0,6.6989,0.400391,0,66.8767,66.8767,32000
mlp.linear_fc2,0,1104,1.70312,0,0.405797,1,32000
self_attention.linear_proj,1,9.1875,1.67969,0,48.7619,48.7619,32000
self_attention.linear_qkv,1,14.4422,0.314453,0,31.0202,31.0202,32000
mlp.linear_fc1,1,9.95377,0.574219,0,45.0081,45.0081,32000
mlp.linear_fc2,1,8640,2.0625,0,0.0518519,1,32000
self_attention.linear_proj,2,12,1.83594,0,37.3333,37.3333,32000
self_attention.linear_qkv,2,12.1755,0.339844,0,36.7951,36.7951,32000
mlp.linear_fc1,2,9.05284,0.527344,0,49.4873,49.4873,32000
mlp.linear_fc2,2,632,1.39844,0,0.708861,1,32000
self_attention.linear_proj,3,12.6875,2.01562,0,35.3103,35.3103,32000
self_attention.linear_qkv,3,18.7642,0.34375,0,23.8752,23.8752,32000
mlp.linear_fc1,3,8.54033,0.578125,0,52.457,52.457,32000
mlp.linear_fc2,3,752,1.10156,0,0.595745,1,32000
self_attention.linear_proj,4,15.625,2.375,0,28.672,28.672,32000
self_attention.linear_qkv,4,19.0784,0.365234,0,23.4821,23.4821,32000
mlp.linear_fc1,4,8.34033,0.507812,0,53.7149,53.7149,32000
mlp.linear_fc2,4,776,1.38281,0,0.57732,1,32000
self_attention.linear_proj,17,47,0.789062,0,9.53191,9.53191,32000
self_attention.linear_qkv,17,52.275,0.294922,0,8.57007,8.57007,32000
mlp.linear_fc1,17,9.73781,0.304688,0,46.0063,46.0063,32000
mlp.linear_fc2,17,490,1.17188,0,0.914286,1,32000
self_attention.linear_proj,18,30.625,0.855469,0,14.6286,14.6286,32000
self_attention.linear_qkv,18,46.1943,0.302734,0,9.69818,9.69818,32000
mlp.linear_fc1,18,9.96808,0.400391,0,44.9434,44.9434,32000
mlp.linear_fc2,18,640,1.00781,0,0.7,1,32000
self_attention.linear_proj,19,39.75,0.59375,0,11.2704,11.2704,32000
self_attention.linear_qkv,19,49.7393,0.365234,0,9.00696,9.00696,32000
mlp.linear_fc1,19,11.4179,0.400391,0,39.2366,39.2366,32000
mlp.linear_fc2,19,820,0.976562,0,0.546341,1,32000
self_attention.linear_proj,20,43.25,0.601562,0,10.3584,10.3584,32000
self_attention.linear_qkv,20,43.9408,0.292969,0,10.1955,10.1955,32000
mlp.linear_fc1,20,11.7756,0.324219,0,38.0449,38.0449,32000
mlp.linear_fc2,20,648,0.917969,0,0.691358,1,32000
self_attention.linear_proj,33,65.5,0.408203,0,6.83969,6.83969,32000
self_attention.linear_qkv,33,35.3453,0.275391,0,12.675,12.675,32000
mlp.linear_fc1,33,18.063,0.341797,0,24.8021,24.8021,32000
mlp.linear_fc2,33,1824,1.19531,0,0.245614,1,32000
self_attention.linear_proj,34,79.5,0.410156,0,5.63522,5.63522,32000
self_attention.linear_qkv,34,39.9184,0.292969,0,11.2229,11.2229,32000
mlp.linear_fc1,34,20.6616,0.3125,0,21.6828,21.6828,32000
mlp.linear_fc2,34,1872,0.882812,0,0.239316,1,32000
self_attention.linear_proj,35,63.25,0.470703,0,7.083,7.083,32000
self_attention.linear_qkv,35,42.5084,0.255859,0,10.5391,10.5391,32000
mlp.linear_fc1,35,23.628,0.306641,0,18.9606,18.9606,32000
mlp.linear_fc2,35,1880,1.08594,0,0.238298,1,32000
self_attention.linear_proj,36,55.5,0.384766,0,8.07207,8.07207,32000
self_attention.linear_qkv,36,31.1355,0.238281,0,14.3887,14.3887,32000
mlp.linear_fc1,36,27.0606,0.427734,0,16.5554,16.5554,32000
mlp.linear_fc2,36,1640,1.20312,0,0.273171,1,32000
self_attention.linear_proj,49,64.5,0.390625,0,6.94574,6.94574,32000
self_attention.linear_qkv,49,41.0179,0.25,0,10.9221,10.9221,32000
mlp.linear_fc1,49,30.8482,0.330078,0,14.5228,14.5228,32000
mlp.linear_fc2,49,2784,0.507812,0,0.16092,1,32000
self_attention.linear_proj,50,48.5,0.439453,0,9.23711,9.23711,32000
self_attention.linear_qkv,50,41.8535,0.216797,0,10.704,10.704,32000
mlp.linear_fc1,50,30.3276,0.472656,0,14.772,14.772,32000
mlp.linear_fc2,50,4672,0.554688,0,0.0958904,1,32000
self_attention.linear_proj,51,51.75,0.3125,0,8.657,8.657,32000
self_attention.linear_qkv,51,37.6661,0.225586,0,11.894,11.894,32000
mlp.linear_fc1,51,30.5124,0.339844,0,14.6826,14.6826,32000
mlp.linear_fc2,51,4736,0.597656,0,0.0945946,1,32000
self_attention.linear_proj,52,60.5,0.416016,0,7.40496,7.40496,32000
self_attention.linear_qkv,52,44.0807,0.25,0,10.1632,10.1632,32000
mlp.linear_fc1,52,29.4029,0.412109,0,15.2366,15.2366,32000
mlp.linear_fc2,52,4128,0.503906,0,0.108527,1,32000
self_attention.linear_proj,5,33.5,1.91406,0,13.3731,13.3731,32000
self_attention.linear_qkv,5,20.1574,0.353516,0,22.2251,22.2251,32000
mlp.linear_fc1,5,13.0946,0.498047,0,34.2125,34.2125,32000
mlp.linear_fc2,5,9216,2.0625,0,0.0486111,1,32000
self_attention.linear_proj,6,43.75,0.816406,0,10.24,10.24,32000
self_attention.linear_qkv,6,30.304,0.378906,0,14.7835,14.7835,32000
mlp.linear_fc1,6,9.11048,0.714844,0,49.1741,49.1741,32000
mlp.linear_fc2,6,1012,1.1875,0,0.442688,1,32000
self_attention.linear_proj,7,36.25,0.984375,0,12.3586,12.3586,32000
self_attention.linear_qkv,7,41.8132,0.337891,0,10.7143,10.7143,32000
mlp.linear_fc1,7,8.7363,0.335938,0,51.2803,51.2803,32000
mlp.linear_fc2,7,512,1.60938,0,0.875,1,32000
self_attention.linear_proj,8,28.875,0.550781,0,15.5152,15.5152,32000
self_attention.linear_qkv,8,26.7971,0.363281,0,16.7182,16.7182,32000
mlp.linear_fc1,8,8.30389,0.296875,0,53.9506,53.9506,32000
mlp.linear_fc2,8,1088,1.89844,0,0.411765,1,32000
self_attention.linear_proj,21,43.5,0.910156,0,10.2989,10.2989,32000
self_attention.linear_qkv,21,47.4801,0.263672,0,9.43554,9.43554,32000
