run,iteration,norm_family,tensor,layer,numel,gain_rms,gain_abs_max,baseline_iteration,gain_rms_ratio_to_baseline,finite_frac,zero_frac,sample_relative_delta_rms,sample_cosine,sample_sign_flip_frac
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,36,128,1.31177547,1.703125,4000,1.27949681,1,0,0.381405705,0.97368034,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,37,128,1.17380583,1.53125,4000,1.14985489,1,0,0.24718497,0.983196176,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,38,128,1.45826734,1.875,4000,1.41127343,1,0,0.433719207,0.993280354,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,39,128,1.25245021,1.609375,4000,1.22417058,1,0,0.288821397,0.986453951,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,40,128,1.22432553,1.5703125,4000,1.19690622,1,0,0.319258466,0.973617854,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,41,128,1.21892488,1.578125,4000,1.18617525,1,0,0.290123057,0.979130332,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,42,128,1.15760708,1.546875,4000,1.13158502,1,0,0.249378089,0.980171699,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,43,128,1.20198972,1.7109375,4000,1.17222723,1,0,0.271397696,0.981234657,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,44,128,1.18601571,1.578125,4000,1.15498452,1,0,0.291414618,0.973635023,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,45,128,1.22294773,1.609375,4000,1.16614946,1,0,0.341187848,0.961924476,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,46,128,1.25667771,1.71875,4000,1.20785844,1,0,0.36291727,0.963363332,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,47,128,1.19121785,1.6640625,4000,1.16135056,1,0,0.316354169,0.968120756,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,48,128,1.3403119,1.625,4000,1.24308873,1,0,0.353022512,0.973641156,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,49,128,1.21834745,1.53125,4000,1.16972338,1,0,0.350296801,0.959861527,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,50,128,1.31257452,1.5546875,4000,1.24720644,1,0,0.283492915,0.992279863,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,51,128,1.32648872,1.6484375,4000,1.25984996,1,0,0.363228819,0.974436175,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,52,128,1.34327464,1.75,4000,1.27829881,1,0,0.332613198,0.987021303,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,53,128,1.31606459,1.625,4000,1.2228441,1,0,0.349341311,0.970405117,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,54,128,1.27096467,1.609375,4000,1.21812889,1,0,0.362758001,0.96551549,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,55,128,1.39654387,1.796875,4000,1.28477462,1,0,0.314134075,0.993156919,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,56,128,1.37845512,1.7578125,4000,1.2840371,1,0,0.314868403,0.992809772,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,57,128,1.35644308,1.65625,4000,1.26812538,1,0,0.320513933,0.987841122,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,58,128,1.42147251,1.6640625,4000,1.32713715,1,0,0.334036006,0.998281513,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,59,128,1.41458289,1.625,4000,1.29386037,1,0,0.30339296,0.99779985,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,60,128,1.34563398,1.6484375,4000,1.28367874,1,0,0.308229729,0.994339729,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,61,128,1.31866967,1.7421875,4000,1.24983541,1,0,0.266574437,0.996541864,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,62,128,1.26705325,1.53125,4000,1.21724859,1,0,0.228924629,0.997860118,0
flagship,20000,k_norm,decoder.layers.self_attention.k_layernorm.weight,63,128,1.15164406,1.3359375,4000,1.12565097,1,0,0.135993712,0.998797974,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,0,5120,0.735812967,0.88671875,4000,0.751202274,1,0,0.2558101,0.997644776,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,1,5120,0.913414741,1.03125,4000,0.928329064,1,0,0.0960617261,0.997796508,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,2,5120,0.912335578,0.9921875,4000,0.924249988,1,0,0.0908546516,0.998638624,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,3,5120,0.838248139,0.91796875,4000,0.855774145,1,0,0.150417078,0.998934181,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,4,5120,0.806443523,0.8984375,4000,0.822192451,1,0,0.182007739,0.999080937,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,5,5120,0.721857336,0.80078125,4000,0.739186267,1,0,0.262823757,0.999288052,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,6,5120,0.664308923,0.7421875,4000,0.68242433,1,0,0.319182557,0.999250321,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,7,5120,0.65257042,0.7265625,4000,0.668479845,1,0,0.333086409,0.999221411,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,8,5120,0.66924554,0.73828125,4000,0.683425872,1,0,0.318115504,0.999284271,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,9,5120,0.692007633,0.76171875,4000,0.704450581,1,0,0.297112639,0.999342423,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,10,5120,0.692094967,0.765625,4000,0.702626155,1,0,0.29895095,0.999330749,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,11,5120,0.702818282,0.76953125,4000,0.711679759,1,0,0.289817104,0.999392007,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,12,5120,0.715979123,0.78125,4000,0.723498537,1,0,0.278072309,0.99939796,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,13,5120,0.728353033,0.796875,4000,0.73445711,1,0,0.267078629,0.999443148,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,14,5120,0.729907491,0.796875,4000,0.734678218,1,0,0.266773475,0.999474301,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,15,5120,0.728714032,0.796875,4000,0.732062112,1,0,0.269261984,0.999514178,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,16,5120,0.716418776,0.78515625,4000,0.718572803,1,0,0.28262363,0.999530424,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,17,5120,0.694909592,0.76171875,4000,0.695777995,1,0,0.305228412,0.99955923,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,18,5120,0.695492724,0.76171875,4000,0.695239219,1,0,0.305802248,0.999542689,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,19,5120,0.704945544,0.76953125,4000,0.703272424,1,0,0.297793092,0.999549626,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,20,5120,0.716337685,0.78125,4000,0.713540769,1,0,0.287505297,0.999579278,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,21,5120,0.719657266,0.78515625,4000,0.715512161,1,0,0.285520129,0.999588816,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,22,5120,0.723500061,0.80078125,4000,0.718162063,1,0,0.282922603,0.999573511,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,23,5120,0.726750108,0.796875,4000,0.72014035,1,0,0.280957976,0.999572334,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,24,5120,0.735607846,0.80859375,4000,0.727707022,1,0,0.273463566,0.999561048,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,25,5120,0.752751572,0.82421875,4000,0.743353378,1,0,0.257907162,0.999563723,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,26,5120,0.763582304,0.83203125,4000,0.752699645,1,0,0.248626686,0.999563063,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,27,5120,0.777701529,0.84765625,4000,0.765288074,1,0,0.236182062,0.999547702,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,28,5120,0.790165066,0.859375,4000,0.776251251,1,0,0.225311218,0.999548058,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,29,5120,0.80245869,0.87890625,4000,0.786808101,1,0,0.21486729,0.999544256,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,30,5120,0.819058292,0.87109375,4000,0.801759889,1,0,0.199851896,0.999599857,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,31,5120,0.835452042,0.88671875,4000,0.816418574,1,0,0.185481775,0.999570473,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,32,5120,0.848605368,0.90234375,4000,0.827831241,1,0,0.174316795,0.999550474,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,33,5120,0.864296666,0.92578125,4000,0.841584751,1,0,0.160880152,0.99953241,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,34,5120,0.883028534,0.9375,4000,0.858261343,1,0,0.144557914,0.99952978,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,35,5120,0.900256266,0.95703125,4000,0.873538141,1,0,0.129846017,0.999503521,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,36,5120,0.916356929,0.96875,4000,0.887528185,1,0,0.11651948,0.99947783,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,37,5120,0.931229812,0.98828125,4000,0.90038936,1,0,0.104568579,0.99943785,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,38,5120,0.943960243,0.99609375,4000,0.911071931,1,0,0.0949471247,0.999392608,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,39,5120,0.955345751,1.015625,4000,0.920368508,1,0,0.0868010922,0.999351751,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,40,5120,0.966806726,1.015625,4000,0.929897745,1,0,0.07872495,0.999309983,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,41,5120,0.977981055,1.03125,4000,0.938242093,1,0,0.0720049641,0.999269551,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,42,5120,0.98730771,1.0390625,4000,0.946592232,1,0,0.0656184737,0.999232302,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,43,5120,0.997447357,1.0546875,4000,0.954416953,1,0,0.0600216239,0.999201198,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,44,5120,1.00508907,1.0625,4000,0.960655965,1,0,0.0563158641,0.999154993,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,45,5120,1.01283509,1.078125,4000,0.967440406,1,0,0.0528098273,0.999106534,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,46,5120,1.02106768,1.0859375,4000,0.974172729,1,0,0.0498997955,0.999064364,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,47,5120,1.02799557,1.09375,4000,0.980367073,1,0,0.0476087003,0.999040596,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,48,5120,1.03381756,1.125,4000,0.985429136,1,0,0.0471390376,0.998980252,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,49,5120,1.04333,1.125,4000,0.99431162,1,0,0.0458384417,0.99895968,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,50,5120,1.04909298,1.125,4000,1.0004424,1,0,0.0465965663,0.998914958,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,51,5120,1.05579743,1.1484375,4000,1.00726572,1,0,0.0479177704,0.99888643,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,52,5120,1.0609195,1.171875,4000,1.01342435,1,0,0.0497951771,0.998865556,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,53,5120,1.06778189,1.1875,4000,1.02196406,1,0,0.0522685743,0.998899382,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,54,5120,1.07550987,1.2109375,4000,1.032104,1,0,0.0568660388,0.998932724,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,55,5120,1.07789334,1.21875,4000,1.03744481,1,0,0.060102759,0.998934773,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,56,5120,1.08369288,1.25,4000,1.04641862,1,0,0.0649648351,0.999012947,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,57,5120,1.09430425,1.3046875,4000,1.06108648,1,0,0.0752027697,0.999093429,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,58,5120,1.10318672,1.328125,4000,1.0745662,1,0,0.0854603031,0.999188814,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,59,5120,1.11500793,1.390625,4000,1.09155349,1,0,0.100229735,0.999237803,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,60,5120,1.1285521,1.4375,4000,1.11124291,1,0,0.118316998,0.999269319,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,61,5120,1.14194335,1.4296875,4000,1.12990563,1,0,0.135220369,0.999376463,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,62,5120,1.12092453,1.375,4000,1.1152675,1,0,0.119469457,0.999557795,0
flagship,20000,pre_mlp_norm,decoder.layers.mlp.linear_fc1.layer_norm_weight,63,5120,1.05368359,1.1953125,4000,1.0540193,1,0,0.0570971725,0.999837763,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,0,128,1.025744,1.3515625,4000,1.06293017,1,0,0.183772195,0.985976495,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,1,128,1.40589188,1.7578125,4000,1.30177439,1,0,0.310367217,0.997979669,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,2,128,1.42907635,1.7109375,4000,1.26653926,1,0,0.280245859,0.997041324,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,3,128,1.51898387,1.7734375,4000,1.32775028,1,0,0.340925876,0.996682282,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,4,128,1.44509144,1.6328125,4000,1.2983203,1,0,0.314255558,0.9962407,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,5,128,1.43215446,1.6328125,4000,1.27424138,1,0,0.287468067,0.997084714,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,6,128,1.61418766,1.8828125,4000,1.39119252,1,0,0.412027352,0.993985392,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,7,128,1.56511606,1.9140625,4000,1.35765832,1,0,0.409732148,0.985283132,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,8,128,1.51388596,1.7109375,4000,1.38997677,1,0,0.410487891,0.99409399,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,9,128,1.47124885,1.703125,4000,1.40747599,1,0,0.417662858,0.997013953,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,10,128,1.51342677,1.7265625,4000,1.46537592,1,0,0.471394274,0.998076327,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,11,128,1.52735905,1.71875,4000,1.48303178,1,0,0.49041328,0.997577435,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,12,128,1.45580578,1.6640625,4000,1.40446224,1,0,0.410445221,0.998264253,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,13,128,1.41780321,1.5859375,4000,1.37881344,1,0,0.396620335,0.994992772,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,14,128,1.34364323,1.6015625,4000,1.33691614,1,0,0.348192531,0.99711068,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,15,128,1.48735454,1.71875,4000,1.45952172,1,0,0.465695615,0.998043131,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,16,128,1.33787004,1.5546875,4000,1.32427549,1,0,0.332123436,0.99805502,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,17,128,1.5313962,1.7734375,4000,1.46885953,1,0,0.478173236,0.996997542,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,18,128,1.5089839,1.7265625,4000,1.47766779,1,0,0.512429814,0.988354014,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,19,128,1.57289924,1.8046875,4000,1.49454675,1,0,0.513793402,0.993507338,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,20,128,1.43874349,1.703125,4000,1.40937197,1,0,0.442550485,0.989972297,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,21,128,1.45313125,1.734375,4000,1.40538962,1,0,0.457559641,0.983983057,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,22,128,1.56453494,1.8671875,4000,1.47527523,1,0,0.543768801,0.976344088,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,23,128,1.51833337,1.78125,4000,1.44607832,1,0,0.457978992,0.99627998,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,24,128,1.48781356,1.7265625,4000,1.39375033,1,0,0.407272339,0.996114284,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,25,128,1.47647921,1.7734375,4000,1.40922278,1,0,0.484002826,0.976300607,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,26,128,1.37170286,1.703125,4000,1.33165333,1,0,0.479824405,0.954854043,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,27,128,1.50350241,1.859375,4000,1.41383277,1,0,0.480363065,0.978961049,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,28,128,1.33377876,1.6796875,4000,1.29019856,1,0,0.448588679,0.954651711,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,29,128,1.42108227,1.765625,4000,1.35964266,1,0,0.477153377,0.963838843,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,30,128,1.42318812,1.6796875,4000,1.36180734,1,0,0.40962793,0.986455319,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,31,128,1.29615281,1.5546875,4000,1.26595529,1,0,0.350666868,0.979369322,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,32,128,1.43121799,1.6953125,4000,1.38799906,1,0,0.430096556,0.987593733,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,33,128,1.28152987,1.640625,4000,1.24713184,1,0,0.413666165,0.955880547,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,34,128,1.34751219,1.703125,4000,1.30291767,1,0,0.422176229,0.966815382,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,35,128,1.4485979,1.65625,4000,1.40898346,1,0,0.439036383,0.990956075,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,36,128,1.325065,1.6328125,4000,1.29357885,1,0,0.371310393,0.980023304,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,37,128,1.17449988,1.515625,4000,1.15172814,1,0,0.246681821,0.98357664,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,38,128,1.47687717,1.8828125,4000,1.43063149,1,0,0.445854638,0.995336719,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,39,128,1.256547,1.59375,4000,1.22936545,1,0,0.283225399,0.988771394,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,40,128,1.23385527,1.5703125,4000,1.20659094,1,0,0.317883843,0.975811883,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,41,128,1.222957,1.578125,4000,1.19138631,1,0,0.293653714,0.979182326,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,42,128,1.15722177,1.546875,4000,1.13247023,1,0,0.252102429,0.979687205,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,43,128,1.20565589,1.625,4000,1.17700092,1,0,0.263410083,0.98383368,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,44,128,1.18867169,1.5625,4000,1.15864606,1,0,0.291081404,0.974297669,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,45,128,1.23638298,1.6015625,4000,1.18038601,1,0,0.336072402,0.965940995,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,46,128,1.2651334,1.6015625,4000,1.21643503,1,0,0.348736868,0.969265404,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,47,128,1.20299054,1.5859375,4000,1.17209634,1,0,0.318615496,0.969329021,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,48,128,1.35782939,1.6171875,4000,1.25928422,1,0,0.341069691,0.980504706,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,49,128,1.23550801,1.578125,4000,1.18553506,1,0,0.353246289,0.96189076,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,50,128,1.31942254,1.5703125,4000,1.25357843,1,0,0.283226359,0.993652113,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,51,128,1.35507412,1.6484375,4000,1.28378914,1,0,0.349953763,0.983668905,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,52,128,1.35523492,1.71875,4000,1.28877708,1,0,0.322176423,0.99208341,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,53,128,1.32693136,1.59375,4000,1.23163539,1,0,0.350173125,0.97200216,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,54,128,1.2803672,1.5859375,4000,1.2259953,1,0,0.358347983,0.968458526,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,55,128,1.41518615,1.765625,4000,1.2962655,1,0,0.310875171,0.996578583,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,56,128,1.39655168,1.6875,4000,1.29732541,1,0,0.313911045,0.99609283,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,57,128,1.36417886,1.6328125,4000,1.27340675,1,0,0.319711414,0.989216275,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,58,128,1.4421036,1.703125,4000,1.34148405,1,0,0.34809278,0.998301424,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,59,128,1.42803092,1.765625,4000,1.30080379,1,0,0.310356289,0.997755963,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,60,128,1.37102767,1.6640625,4000,1.30694607,1,0,0.319525361,0.996985122,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,61,128,1.33772595,1.71875,4000,1.26573144,1,0,0.282561361,0.996354785,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,62,128,1.28182524,1.5625,4000,1.22972989,1,0,0.240648864,0.997911713,0
flagship,20000,q_norm,decoder.layers.self_attention.q_layernorm.weight,63,128,1.15435285,1.359375,4000,1.12881393,1,0,0.139010633,0.998790355,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,0,5120,0.543035703,0.94140625,4000,0.550260496,1,0,0.460458391,0.991134828,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,1,5120,0.697277803,0.89453125,4000,0.704282675,1,0,0.29762537,0.999196257,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,2,5120,0.854608403,0.96484375,4000,0.853753659,1,0,0.151046451,0.999164257,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,3,5120,0.937340539,1.0703125,4000,0.931920526,1,0,0.0761562965,0.999374964,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,4,5120,0.939136762,1.0625,4000,0.939106006,1,0,0.0699426617,0.999369668,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,5,5120,1.01626486,1.1171875,4000,1.01217284,1,0,0.0356601295,0.999445022,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,6,5120,1.07663869,1.2109375,4000,1.0702938,1,0,0.0796972405,0.999341101,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,7,5120,1.14585737,1.2734375,4000,1.13238672,1,0,0.136540399,0.999506778,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,8,5120,1.10881507,1.234375,4000,1.11949355,1,0,0.126687677,0.999208991,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,9,5120,1.01083901,1.125,4000,1.02553699,1,0,0.0462505678,0.999275025,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,10,5120,1.04852767,1.15625,4000,1.06504155,1,0,0.0747957836,0.999359647,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,11,5120,1.06677426,1.203125,4000,1.08400838,1,0,0.0938232326,0.999194936,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,12,5120,1.01402939,1.1015625,4000,1.03037626,1,0,0.0446357874,0.999480949,0
flagship,24000,attention_input_norm,decoder.layers.self_attention.linear_qkv.layer_norm_weight,13,5120,1.00996923,1.125,4000,1.02642407,1,0,0.0437806772,0.999406426,0
