iter,run,tensor,layer,wmax,wrms
68000,cont4b,self_attention.linear_qkv,47,0.328125,0.0297538
68000,cont4b,self_attention.linear_qkv,48,0.435547,0.0340557
68000,cont4b,self_attention.linear_qkv,49,0.353516,0.0336691
68000,cont4b,self_attention.linear_qkv,50,0.482422,0.0318815
68000,cont4b,self_attention.linear_qkv,51,0.330078,0.0326294
68000,cont4b,self_attention.linear_qkv,52,0.359375,0.0329107
68000,cont4b,self_attention.linear_qkv,53,0.326172,0.0340869
68000,cont4b,self_attention.linear_qkv,54,0.306641,0.0331592
68000,cont4b,self_attention.linear_qkv,55,0.326172,0.0343338
68000,cont4b,self_attention.linear_qkv,56,0.550781,0.0339052
68000,cont4b,self_attention.linear_qkv,57,0.333984,0.0336341
68000,cont4b,self_attention.linear_qkv,58,0.267578,0.0331793
68000,cont4b,self_attention.linear_qkv,59,0.298828,0.0318644
68000,cont4b,self_attention.linear_qkv,60,0.341797,0.0308205
68000,cont4b,self_attention.linear_qkv,61,0.285156,0.0285669
68000,cont4b,self_attention.linear_qkv,62,0.486328,0.0246886
68000,cont4b,self_attention.linear_qkv,63,0.251953,0.0209132
68000,cont4b,self_attention.linear_proj,0,2.28125,0.0333837
68000,cont4b,self_attention.linear_proj,1,3.23438,0.0388718
68000,cont4b,self_attention.linear_proj,2,3.45312,0.0398858
68000,cont4b,self_attention.linear_proj,3,3.76562,0.0395444
68000,cont4b,self_attention.linear_proj,4,4,0.0388545
68000,cont4b,self_attention.linear_proj,5,3.35938,0.039025
68000,cont4b,self_attention.linear_proj,6,1.92188,0.0397617
68000,cont4b,self_attention.linear_proj,7,2.59375,0.0403707
68000,cont4b,self_attention.linear_proj,8,1.85938,0.0408681
68000,cont4b,self_attention.linear_proj,9,4.3125,0.0403244
68000,cont4b,self_attention.linear_proj,10,2.10938,0.0400217
68000,cont4b,self_attention.linear_proj,11,3.0625,0.0399049
68000,cont4b,self_attention.linear_proj,12,1.79688,0.0380751
68000,cont4b,self_attention.linear_proj,13,1.79688,0.0390192
68000,cont4b,self_attention.linear_proj,14,2.51562,0.0378674
68000,cont4b,self_attention.linear_proj,15,1.61719,0.037614
68000,cont4b,self_attention.linear_proj,16,2.26562,0.0384766
68000,cont4b,self_attention.linear_proj,17,2.26562,0.0394408
68000,cont4b,self_attention.linear_proj,18,2.32812,0.0392316
68000,cont4b,self_attention.linear_proj,19,1.16406,0.0406168
68000,cont4b,self_attention.linear_proj,20,1.57031,0.0394253
68000,cont4b,self_attention.linear_proj,21,1.69531,0.038195
68000,cont4b,self_attention.linear_proj,22,1.48438,0.0412511
68000,cont4b,self_attention.linear_proj,23,1.64844,0.0409032
68000,cont4b,self_attention.linear_proj,24,0.683594,0.0407498
68000,cont4b,self_attention.linear_proj,25,0.714844,0.0397637
68000,cont4b,self_attention.linear_proj,26,1,0.0388868
68000,cont4b,self_attention.linear_proj,27,0.597656,0.0428468
68000,cont4b,self_attention.linear_proj,28,0.628906,0.0398177
68000,cont4b,self_attention.linear_proj,29,0.726562,0.0399875
68000,cont4b,self_attention.linear_proj,30,0.695312,0.0414877
68000,cont4b,self_attention.linear_proj,31,0.675781,0.037007
68000,cont4b,self_attention.linear_proj,32,0.566406,0.0385261
68000,cont4b,self_attention.linear_proj,33,0.597656,0.0377307
68000,cont4b,self_attention.linear_proj,34,0.574219,0.0410303
68000,cont4b,self_attention.linear_proj,35,0.851562,0.0389216
68000,cont4b,self_attention.linear_proj,36,0.59375,0.0368352
68000,cont4b,self_attention.linear_proj,37,0.957031,0.0339506
68000,cont4b,self_attention.linear_proj,38,0.8125,0.036242
68000,cont4b,self_attention.linear_proj,39,1.04688,0.0349311
68000,cont4b,self_attention.linear_proj,40,0.738281,0.0358548
68000,cont4b,self_attention.linear_proj,41,0.445312,0.035336
68000,cont4b,self_attention.linear_proj,42,0.535156,0.0348512
68000,cont4b,self_attention.linear_proj,43,0.738281,0.0350834
68000,cont4b,self_attention.linear_proj,44,0.443359,0.0358638
68000,cont4b,self_attention.linear_proj,45,0.503906,0.0362839
68000,cont4b,self_attention.linear_proj,46,0.410156,0.0367138
68000,cont4b,self_attention.linear_proj,47,0.683594,0.0345635
68000,cont4b,self_attention.linear_proj,48,0.539062,0.0375614
68000,cont4b,self_attention.linear_proj,49,0.613281,0.0357621
68000,cont4b,self_attention.linear_proj,50,1,0.0355746
68000,cont4b,self_attention.linear_proj,51,0.392578,0.0378809
68000,cont4b,self_attention.linear_proj,52,1.02344,0.036909
68000,cont4b,self_attention.linear_proj,53,0.542969,0.0382293
68000,cont4b,self_attention.linear_proj,54,0.925781,0.0372209
68000,cont4b,self_attention.linear_proj,55,0.835938,0.0373473
68000,cont4b,self_attention.linear_proj,56,0.933594,0.0378103
68000,cont4b,self_attention.linear_proj,57,0.773438,0.035636
68000,cont4b,self_attention.linear_proj,58,0.59375,0.0358781
68000,cont4b,self_attention.linear_proj,59,0.523438,0.0342019
68000,cont4b,self_attention.linear_proj,60,0.558594,0.0312559
68000,cont4b,self_attention.linear_proj,61,0.570312,0.028373
68000,cont4b,self_attention.linear_proj,62,0.679688,0.0237011
68000,cont4b,self_attention.linear_proj,63,0.695312,0.0185671
60000,cont4bf16,mlp.linear_fc2,0,2.375,0.0383551
60000,cont4bf16,mlp.linear_fc2,1,3.57812,0.0380812
60000,cont4bf16,mlp.linear_fc2,2,2.42188,0.0407627
60000,cont4bf16,mlp.linear_fc2,3,1.65625,0.040439
60000,cont4bf16,mlp.linear_fc2,4,2.28125,0.0401701
60000,cont4bf16,mlp.linear_fc2,5,4.1875,0.0399156
60000,cont4bf16,mlp.linear_fc2,6,1.97656,0.040408
60000,cont4bf16,mlp.linear_fc2,7,2.54688,0.0409977
60000,cont4bf16,mlp.linear_fc2,8,2.67188,0.0415024
60000,cont4bf16,mlp.linear_fc2,9,3.23438,0.0415374
60000,cont4bf16,mlp.linear_fc2,10,3.1875,0.0416187
60000,cont4bf16,mlp.linear_fc2,11,2.67188,0.0416705
60000,cont4bf16,mlp.linear_fc2,12,2.32812,0.0416088
60000,cont4bf16,mlp.linear_fc2,13,2.40625,0.0414635
60000,cont4bf16,mlp.linear_fc2,14,1.58594,0.0412276
60000,cont4bf16,mlp.linear_fc2,15,2.0625,0.0408846
60000,cont4bf16,mlp.linear_fc2,16,1.78906,0.0405578
60000,cont4bf16,mlp.linear_fc2,17,2.0625,0.0406313
60000,cont4bf16,mlp.linear_fc2,18,1.46875,0.0406123
60000,cont4bf16,mlp.linear_fc2,19,1.67969,0.040705
60000,cont4bf16,mlp.linear_fc2,20,1.625,0.0407296
60000,cont4bf16,mlp.linear_fc2,21,1.99219,0.0406441
60000,cont4bf16,mlp.linear_fc2,22,1.36719,0.0407026
60000,cont4bf16,mlp.linear_fc2,23,2.15625,0.0408052
60000,cont4bf16,mlp.linear_fc2,24,1.20312,0.041159
60000,cont4bf16,mlp.linear_fc2,25,1.78906,0.0413322
60000,cont4bf16,mlp.linear_fc2,26,1.70312,0.0413123
60000,cont4bf16,mlp.linear_fc2,27,1.67969,0.0415091
60000,cont4bf16,mlp.linear_fc2,28,1.92969,0.0415416
60000,cont4bf16,mlp.linear_fc2,29,1.53125,0.0415732
60000,cont4bf16,mlp.linear_fc2,30,1.79688,0.0415917
60000,cont4bf16,mlp.linear_fc2,31,2.1875,0.0416798
60000,cont4bf16,mlp.linear_fc2,32,1.64062,0.0418307
60000,cont4bf16,mlp.linear_fc2,33,1.85156,0.0419071
60000,cont4bf16,mlp.linear_fc2,34,1.28125,0.041986
60000,cont4bf16,mlp.linear_fc2,35,1.79688,0.0420652
60000,cont4bf16,mlp.linear_fc2,36,2.14062,0.0421279
60000,cont4bf16,mlp.linear_fc2,37,1.63281,0.0422053
60000,cont4bf16,mlp.linear_fc2,38,2.34375,0.042265
60000,cont4bf16,mlp.linear_fc2,39,1.15625,0.0422956
60000,cont4bf16,mlp.linear_fc2,40,1.49219,0.0423166
60000,cont4bf16,mlp.linear_fc2,41,0.832031,0.0423256
60000,cont4bf16,mlp.linear_fc2,42,2.01562,0.042339
60000,cont4bf16,mlp.linear_fc2,43,1.78906,0.0423523
60000,cont4bf16,mlp.linear_fc2,44,1.92969,0.042367
60000,cont4bf16,mlp.linear_fc2,45,1.17188,0.0423954
60000,cont4bf16,mlp.linear_fc2,46,1.22656,0.042432
60000,cont4bf16,mlp.linear_fc2,47,1.82031,0.042467
60000,cont4bf16,mlp.linear_fc2,48,0.914062,0.042549
60000,cont4bf16,mlp.linear_fc2,49,0.898438,0.0426093
60000,cont4bf16,mlp.linear_fc2,50,0.898438,0.0426998
60000,cont4bf16,mlp.linear_fc2,51,1.17188,0.042809
60000,cont4bf16,mlp.linear_fc2,52,1.10156,0.0429319
60000,cont4bf16,mlp.linear_fc2,53,1.33594,0.0430618
60000,cont4bf16,mlp.linear_fc2,54,1.36719,0.0431994
60000,cont4bf16,mlp.linear_fc2,55,1.10156,0.0433874
60000,cont4bf16,mlp.linear_fc2,56,1.25781,0.0434987
60000,cont4bf16,mlp.linear_fc2,57,1.26562,0.0433529
60000,cont4bf16,mlp.linear_fc2,58,1.92188,0.0428896
60000,cont4bf16,mlp.linear_fc2,59,1.45312,0.0421512
60000,cont4bf16,mlp.linear_fc2,60,1.32031,0.041112
60000,cont4bf16,mlp.linear_fc2,61,2.46875,0.0387175
60000,cont4bf16,mlp.linear_fc2,62,2.09375,0.0350412
60000,cont4bf16,mlp.linear_fc2,63,1.625,0.0258291
60000,cont4bf16,mlp.linear_fc1,0,0.777344,0.0356198
60000,cont4bf16,mlp.linear_fc1,1,0.980469,0.0418241
60000,cont4bf16,mlp.linear_fc1,2,1,0.0429381
60000,cont4bf16,mlp.linear_fc1,3,1.17188,0.0423064
60000,cont4bf16,mlp.linear_fc1,4,1.09375,0.0416242
60000,cont4bf16,mlp.linear_fc1,5,0.945312,0.0409717
60000,cont4bf16,mlp.linear_fc1,6,1.04688,0.0405343
60000,cont4bf16,mlp.linear_fc1,7,0.695312,0.0409143
60000,cont4bf16,mlp.linear_fc1,8,0.644531,0.0412236
60000,cont4bf16,mlp.linear_fc1,9,0.792969,0.0414457
60000,cont4bf16,mlp.linear_fc1,10,0.546875,0.0414796
60000,cont4bf16,mlp.linear_fc1,11,0.636719,0.0414802
60000,cont4bf16,mlp.linear_fc1,12,0.53125,0.0414771
60000,cont4bf16,mlp.linear_fc1,13,0.640625,0.0414964
60000,cont4bf16,mlp.linear_fc1,14,0.523438,0.0414163
60000,cont4bf16,mlp.linear_fc1,15,0.59375,0.0410873
60000,cont4bf16,mlp.linear_fc1,16,0.574219,0.0407012
60000,cont4bf16,mlp.linear_fc1,17,0.447266,0.0403112
60000,cont4bf16,mlp.linear_fc1,18,0.652344,0.0403082
60000,cont4bf16,mlp.linear_fc1,19,0.714844,0.040252
60000,cont4bf16,mlp.linear_fc1,20,0.605469,0.040183
60000,cont4bf16,mlp.linear_fc1,21,0.597656,0.040036
60000,cont4bf16,mlp.linear_fc1,22,0.492188,0.0400227
60000,cont4bf16,mlp.linear_fc1,23,0.519531,0.0398778
60000,cont4bf16,mlp.linear_fc1,24,0.882812,0.0400329
60000,cont4bf16,mlp.linear_fc1,25,0.447266,0.0402064
60000,cont4bf16,mlp.linear_fc1,26,0.527344,0.040224
60000,cont4bf16,mlp.linear_fc1,27,0.582031,0.0403619
60000,cont4bf16,mlp.linear_fc1,28,0.503906,0.0403936
60000,cont4bf16,mlp.linear_fc1,29,0.558594,0.0404255
60000,cont4bf16,mlp.linear_fc1,30,0.515625,0.0404218
60000,cont4bf16,mlp.linear_fc1,31,0.421875,0.0404686
60000,cont4bf16,mlp.linear_fc1,32,0.546875,0.0405624
60000,cont4bf16,mlp.linear_fc1,33,0.474609,0.0406559
60000,cont4bf16,mlp.linear_fc1,34,0.402344,0.0407201
60000,cont4bf16,mlp.linear_fc1,35,0.431641,0.040802
60000,cont4bf16,mlp.linear_fc1,36,0.558594,0.0408835
60000,cont4bf16,mlp.linear_fc1,37,0.535156,0.0409527
60000,cont4bf16,mlp.linear_fc1,38,0.457031,0.0409786
60000,cont4bf16,mlp.linear_fc1,39,0.554688,0.0410271
60000,cont4bf16,mlp.linear_fc1,40,0.558594,0.041053
60000,cont4bf16,mlp.linear_fc1,41,0.652344,0.0410667
60000,cont4bf16,mlp.linear_fc1,42,0.498047,0.0410777
60000,cont4bf16,mlp.linear_fc1,43,0.617188,0.0410873
60000,cont4bf16,mlp.linear_fc1,44,0.542969,0.0410888
60000,cont4bf16,mlp.linear_fc1,45,0.539062,0.0410865
60000,cont4bf16,mlp.linear_fc1,46,0.609375,0.0410869
60000,cont4bf16,mlp.linear_fc1,47,0.738281,0.0410835
60000,cont4bf16,mlp.linear_fc1,48,0.804688,0.0410906
60000,cont4bf16,mlp.linear_fc1,49,0.535156,0.0410892
60000,cont4bf16,mlp.linear_fc1,50,0.738281,0.0411164
60000,cont4bf16,mlp.linear_fc1,51,0.455078,0.0411529
60000,cont4bf16,mlp.linear_fc1,52,0.769531,0.041211
60000,cont4bf16,mlp.linear_fc1,53,0.6875,0.0412859
60000,cont4bf16,mlp.linear_fc1,54,0.835938,0.0413827
60000,cont4bf16,mlp.linear_fc1,55,0.621094,0.0415261
60000,cont4bf16,mlp.linear_fc1,56,0.800781,0.0416281
60000,cont4bf16,mlp.linear_fc1,57,0.652344,0.0416013
60000,cont4bf16,mlp.linear_fc1,58,0.75,0.0414194
60000,cont4bf16,mlp.linear_fc1,59,0.640625,0.0409917
60000,cont4bf16,mlp.linear_fc1,60,0.625,0.0402922
60000,cont4bf16,mlp.linear_fc1,61,0.535156,0.0389096
60000,cont4bf16,mlp.linear_fc1,62,0.472656,0.0365897
60000,cont4bf16,mlp.linear_fc1,63,0.9375,0.0365961
60000,cont4bf16,self_attention.linear_qkv,0,0.349609,0.0363254
60000,cont4bf16,self_attention.linear_qkv,1,0.527344,0.0367995
60000,cont4bf16,self_attention.linear_qkv,2,0.691406,0.0396928
60000,cont4bf16,self_attention.linear_qkv,3,0.738281,0.0407696
60000,cont4bf16,self_attention.linear_qkv,4,0.570312,0.0397922
60000,cont4bf16,self_attention.linear_qkv,5,0.761719,0.0399252
60000,cont4bf16,self_attention.linear_qkv,6,0.482422,0.0411677
60000,cont4bf16,self_attention.linear_qkv,7,0.498047,0.0404226
60000,cont4bf16,self_attention.linear_qkv,8,0.558594,0.0402265
60000,cont4bf16,self_attention.linear_qkv,9,0.550781,0.0390188
60000,cont4bf16,self_attention.linear_qkv,10,0.441406,0.0385515
60000,cont4bf16,self_attention.linear_qkv,11,0.494141,0.0387478
60000,cont4bf16,self_attention.linear_qkv,12,0.519531,0.0379497
60000,cont4bf16,self_attention.linear_qkv,13,0.490234,0.0374389
60000,cont4bf16,self_attention.linear_qkv,14,0.558594,0.0362359
60000,cont4bf16,self_attention.linear_qkv,15,0.474609,0.0371934
60000,cont4bf16,self_attention.linear_qkv,16,0.492188,0.0374861
60000,cont4bf16,self_attention.linear_qkv,17,0.433594,0.0384519
60000,cont4bf16,self_attention.linear_qkv,18,0.384766,0.0385721
60000,cont4bf16,self_attention.linear_qkv,19,0.542969,0.0396164
60000,cont4bf16,self_attention.linear_qkv,20,0.386719,0.0378892
60000,cont4bf16,self_attention.linear_qkv,21,0.392578,0.0371706
60000,cont4bf16,self_attention.linear_qkv,22,0.490234,0.0404883
60000,cont4bf16,self_attention.linear_qkv,23,0.519531,0.0389502
60000,cont4bf16,self_attention.linear_qkv,24,0.503906,0.0377444
60000,cont4bf16,self_attention.linear_qkv,25,0.417969,0.0358789
60000,cont4bf16,self_attention.linear_qkv,26,0.445312,0.0353966
60000,cont4bf16,self_attention.linear_qkv,27,0.423828,0.038787
60000,cont4bf16,self_attention.linear_qkv,28,0.546875,0.0349097
60000,cont4bf16,self_attention.linear_qkv,29,0.527344,0.0357104
60000,cont4bf16,self_attention.linear_qkv,30,0.425781,0.0366016
60000,cont4bf16,self_attention.linear_qkv,31,0.46875,0.032551
60000,cont4bf16,self_attention.linear_qkv,32,0.46875,0.0338593
60000,cont4bf16,self_attention.linear_qkv,33,0.478516,0.0325769
60000,cont4bf16,self_attention.linear_qkv,34,0.390625,0.0352746
60000,cont4bf16,self_attention.linear_qkv,35,0.431641,0.0336012
60000,cont4bf16,self_attention.linear_qkv,36,0.365234,0.0307703
60000,cont4bf16,self_attention.linear_qkv,37,0.275391,0.0272268
60000,cont4bf16,self_attention.linear_qkv,38,0.322266,0.0308603
60000,cont4bf16,self_attention.linear_qkv,39,0.308594,0.0282654
60000,cont4bf16,self_attention.linear_qkv,40,0.320312,0.0284473
60000,cont4bf16,self_attention.linear_qkv,41,0.277344,0.0279838
60000,cont4bf16,self_attention.linear_qkv,42,0.25,0.0267485
60000,cont4bf16,self_attention.linear_qkv,43,0.243164,0.0273591
60000,cont4bf16,self_attention.linear_qkv,44,0.261719,0.027751
60000,cont4bf16,self_attention.linear_qkv,45,0.285156,0.0295719
60000,cont4bf16,self_attention.linear_qkv,46,0.3125,0.0311935
60000,cont4bf16,self_attention.linear_qkv,47,0.298828,0.0289134
60000,cont4bf16,self_attention.linear_qkv,48,0.410156,0.0332546
60000,cont4bf16,self_attention.linear_qkv,49,0.332031,0.0329209
60000,cont4bf16,self_attention.linear_qkv,50,0.427734,0.0309733
60000,cont4bf16,self_attention.linear_qkv,51,0.316406,0.0317268
60000,cont4bf16,self_attention.linear_qkv,52,0.367188,0.031894
60000,cont4bf16,self_attention.linear_qkv,53,0.34375,0.0333577
60000,cont4bf16,self_attention.linear_qkv,54,0.291016,0.0323667
60000,cont4bf16,self_attention.linear_qkv,55,0.324219,0.0335739
60000,cont4bf16,self_attention.linear_qkv,56,0.492188,0.0330852
60000,cont4bf16,self_attention.linear_qkv,57,0.316406,0.0329763
60000,cont4bf16,self_attention.linear_qkv,58,0.275391,0.0326159
60000,cont4bf16,self_attention.linear_qkv,59,0.306641,0.031388
60000,cont4bf16,self_attention.linear_qkv,60,0.371094,0.0304964
60000,cont4bf16,self_attention.linear_qkv,61,0.283203,0.0286172
60000,cont4bf16,self_attention.linear_qkv,62,0.474609,0.0247804
60000,cont4bf16,self_attention.linear_qkv,63,0.233398,0.0209876
60000,cont4bf16,self_attention.linear_proj,0,1.95312,0.031414
60000,cont4bf16,self_attention.linear_proj,1,2.89062,0.0374481
60000,cont4bf16,self_attention.linear_proj,2,3.07812,0.0386418
60000,cont4bf16,self_attention.linear_proj,3,3.39062,0.0383496
60000,cont4bf16,self_attention.linear_proj,4,3.57812,0.037656
60000,cont4bf16,self_attention.linear_proj,5,3,0.0378771
60000,cont4bf16,self_attention.linear_proj,6,1.65625,0.0386521
60000,cont4bf16,self_attention.linear_proj,7,2.23438,0.03937
60000,cont4bf16,self_attention.linear_proj,8,1.51562,0.0397705
60000,cont4bf16,self_attention.linear_proj,9,3.875,0.0392034
60000,cont4bf16,self_attention.linear_proj,10,1.82812,0.0389344
60000,cont4bf16,self_attention.linear_proj,11,2.73438,0.0388211
60000,cont4bf16,self_attention.linear_proj,12,1.39844,0.0369664
60000,cont4bf16,self_attention.linear_proj,13,1.47656,0.0379353
60000,cont4bf16,self_attention.linear_proj,14,2.28125,0.0366845
60000,cont4bf16,self_attention.linear_proj,15,1.32812,0.0365158
60000,cont4bf16,self_attention.linear_proj,16,2.0625,0.0373885
60000,cont4bf16,self_attention.linear_proj,17,1.9375,0.0384435
60000,cont4bf16,self_attention.linear_proj,18,1.97656,0.0382134
60000,cont4bf16,self_attention.linear_proj,19,1.03906,0.0397331
60000,cont4bf16,self_attention.linear_proj,20,1.36719,0.0383578
60000,cont4bf16,self_attention.linear_proj,21,1.54688,0.0371361
60000,cont4bf16,self_attention.linear_proj,22,1.26562,0.0405378
60000,cont4bf16,self_attention.linear_proj,23,1.47656,0.0401417
60000,cont4bf16,self_attention.linear_proj,24,0.59375,0.0400026
60000,cont4bf16,self_attention.linear_proj,25,0.65625,0.0388112
60000,cont4bf16,self_attention.linear_proj,26,0.761719,0.037949
60000,cont4bf16,self_attention.linear_proj,27,0.507812,0.0422741
60000,cont4bf16,self_attention.linear_proj,28,0.574219,0.0391271
60000,cont4bf16,self_attention.linear_proj,29,0.644531,0.0393082
60000,cont4bf16,self_attention.linear_proj,30,0.640625,0.0410476
60000,cont4bf16,self_attention.linear_proj,31,0.644531,0.0360667
60000,cont4bf16,self_attention.linear_proj,32,0.535156,0.0376645
60000,cont4bf16,self_attention.linear_proj,33,0.574219,0.0368933
60000,cont4bf16,self_attention.linear_proj,34,0.523438,0.0403517
60000,cont4bf16,self_attention.linear_proj,35,0.75,0.0381329
60000,cont4bf16,self_attention.linear_proj,36,0.542969,0.0358907
60000,cont4bf16,self_attention.linear_proj,37,0.777344,0.0327392
60000,cont4bf16,self_attention.linear_proj,38,0.753906,0.0351848
60000,cont4bf16,self_attention.linear_proj,39,0.914062,0.0337363
60000,cont4bf16,self_attention.linear_proj,40,0.664062,0.0347702
60000,cont4bf16,self_attention.linear_proj,41,0.416016,0.0341963
60000,cont4bf16,self_attention.linear_proj,42,0.447266,0.0336737
60000,cont4bf16,self_attention.linear_proj,43,0.605469,0.0339508
60000,cont4bf16,self_attention.linear_proj,44,0.373047,0.0347419
60000,cont4bf16,self_attention.linear_proj,45,0.457031,0.0353233
60000,cont4bf16,self_attention.linear_proj,46,0.384766,0.0357959
60000,cont4bf16,self_attention.linear_proj,47,0.597656,0.0335976
60000,cont4bf16,self_attention.linear_proj,48,0.464844,0.0368015
60000,cont4bf16,self_attention.linear_proj,49,0.5625,0.035046
60000,cont4bf16,self_attention.linear_proj,50,0.910156,0.0346162
60000,cont4bf16,self_attention.linear_proj,51,0.357422,0.0369554
60000,cont4bf16,self_attention.linear_proj,52,0.902344,0.0359211
60000,cont4bf16,self_attention.linear_proj,53,0.494141,0.0374472
60000,cont4bf16,self_attention.linear_proj,54,0.871094,0.0363824
60000,cont4bf16,self_attention.linear_proj,55,0.851562,0.0365973
60000,cont4bf16,self_attention.linear_proj,56,0.980469,0.0370689
60000,cont4bf16,self_attention.linear_proj,57,0.753906,0.0350027
60000,cont4bf16,self_attention.linear_proj,58,0.625,0.0351519
60000,cont4bf16,self_attention.linear_proj,59,0.527344,0.0334385
60000,cont4bf16,self_attention.linear_proj,60,0.574219,0.0306148
60000,cont4bf16,self_attention.linear_proj,61,0.5,0.0280315
60000,cont4bf16,self_attention.linear_proj,62,0.660156,0.0234464
60000,cont4bf16,self_attention.linear_proj,63,0.617188,0.0183873
64000,cont4bf16,self_attention.linear_qkv,0,0.341797,0.0366742
64000,cont4bf16,self_attention.linear_qkv,1,0.542969,0.0371915
64000,cont4bf16,self_attention.linear_qkv,2,0.738281,0.0401275
64000,cont4bf16,self_attention.linear_qkv,3,0.761719,0.0412045
64000,cont4bf16,self_attention.linear_qkv,4,0.59375,0.0402503
64000,cont4bf16,self_attention.linear_qkv,5,0.792969,0.0403973
64000,cont4bf16,self_attention.linear_qkv,6,0.503906,0.0416376
64000,cont4bf16,self_attention.linear_qkv,7,0.519531,0.0408904
64000,cont4bf16,self_attention.linear_qkv,8,0.582031,0.0407081
64000,cont4bf16,self_attention.linear_qkv,9,0.578125,0.0395346
64000,cont4bf16,self_attention.linear_qkv,10,0.453125,0.0390547
64000,cont4bf16,self_attention.linear_qkv,11,0.503906,0.0392314
64000,cont4bf16,self_attention.linear_qkv,12,0.535156,0.0384148
64000,cont4bf16,self_attention.linear_qkv,13,0.498047,0.0379623
64000,cont4bf16,self_attention.linear_qkv,14,0.570312,0.0367979
64000,cont4bf16,self_attention.linear_qkv,15,0.492188,0.0377296
64000,cont4bf16,self_attention.linear_qkv,16,0.519531,0.038043
64000,cont4bf16,self_attention.linear_qkv,17,0.4375,0.0389373
64000,cont4bf16,self_attention.linear_qkv,18,0.390625,0.0391035
64000,cont4bf16,self_attention.linear_qkv,19,0.554688,0.0400605
64000,cont4bf16,self_attention.linear_qkv,20,0.40625,0.0384454
64000,cont4bf16,self_attention.linear_qkv,21,0.402344,0.0377108
64000,cont4bf16,self_attention.linear_qkv,22,0.494141,0.0408979
64000,cont4bf16,self_attention.linear_qkv,23,0.539062,0.039372
64000,cont4bf16,self_attention.linear_qkv,24,0.511719,0.0382044
64000,cont4bf16,self_attention.linear_qkv,25,0.445312,0.0363694
64000,cont4bf16,self_attention.linear_qkv,26,0.445312,0.0359021
64000,cont4bf16,self_attention.linear_qkv,27,0.429688,0.0391532
64000,cont4bf16,self_attention.linear_qkv,28,0.550781,0.0352683
64000,cont4bf16,self_attention.linear_qkv,29,0.535156,0.0360869
64000,cont4bf16,self_attention.linear_qkv,30,0.425781,0.0368863
64000,cont4bf16,self_attention.linear_qkv,31,0.492188,0.0330068
64000,cont4bf16,self_attention.linear_qkv,32,0.476562,0.0343038
64000,cont4bf16,self_attention.linear_qkv,33,0.503906,0.0329705
64000,cont4bf16,self_attention.linear_qkv,34,0.408203,0.0355803
64000,cont4bf16,self_attention.linear_qkv,35,0.453125,0.0339899
64000,cont4bf16,self_attention.linear_qkv,36,0.394531,0.0312065
64000,cont4bf16,self_attention.linear_qkv,37,0.291016,0.0277246
64000,cont4bf16,self_attention.linear_qkv,38,0.324219,0.0313952
64000,cont4bf16,self_attention.linear_qkv,39,0.320312,0.0287895
64000,cont4bf16,self_attention.linear_qkv,40,0.316406,0.0288823
64000,cont4bf16,self_attention.linear_qkv,41,0.306641,0.028433
64000,cont4bf16,self_attention.linear_qkv,42,0.255859,0.0271776
64000,cont4bf16,self_attention.linear_qkv,43,0.249023,0.0278152
64000,cont4bf16,self_attention.linear_qkv,44,0.267578,0.0281473
64000,cont4bf16,self_attention.linear_qkv,45,0.291016,0.0299586
64000,cont4bf16,self_attention.linear_qkv,46,0.324219,0.0315939
64000,cont4bf16,self_attention.linear_qkv,47,0.310547,0.0293109
64000,cont4bf16,self_attention.linear_qkv,48,0.427734,0.0336315
64000,cont4bf16,self_attention.linear_qkv,49,0.339844,0.03328
64000,cont4bf16,self_attention.linear_qkv,50,0.458984,0.0314052
64000,cont4bf16,self_attention.linear_qkv,51,0.320312,0.032169
64000,cont4bf16,self_attention.linear_qkv,52,0.371094,0.0323837
64000,cont4bf16,self_attention.linear_qkv,53,0.324219,0.0337084
64000,cont4bf16,self_attention.linear_qkv,54,0.296875,0.0327491
64000,cont4bf16,self_attention.linear_qkv,55,0.322266,0.0339239
64000,cont4bf16,self_attention.linear_qkv,56,0.527344,0.033445
64000,cont4bf16,self_attention.linear_qkv,57,0.332031,0.0332593
64000,cont4bf16,self_attention.linear_qkv,58,0.269531,0.0328617
64000,cont4bf16,self_attention.linear_qkv,59,0.291016,0.0316095
64000,cont4bf16,self_attention.linear_qkv,60,0.353516,0.0306265
64000,cont4bf16,self_attention.linear_qkv,61,0.291016,0.0285466
64000,cont4bf16,self_attention.linear_qkv,62,0.472656,0.0247029
64000,cont4bf16,self_attention.linear_qkv,63,0.238281,0.0209378
64000,cont4bf16,self_attention.linear_proj,0,2.10938,0.0323561
64000,cont4bf16,self_attention.linear_proj,1,3.0625,0.0381267
64000,cont4bf16,self_attention.linear_proj,2,3.26562,0.0392391
64000,cont4bf16,self_attention.linear_proj,3,3.5625,0.0389001
64000,cont4bf16,self_attention.linear_proj,4,3.78125,0.0382129
64000,cont4bf16,self_attention.linear_proj,5,3.20312,0.0384059
64000,cont4bf16,self_attention.linear_proj,6,1.78906,0.0391644
64000,cont4bf16,self_attention.linear_proj,7,2.40625,0.0398283
64000,cont4bf16,self_attention.linear_proj,8,1.6875,0.0402891
64000,cont4bf16,self_attention.linear_proj,9,4.09375,0.0397339
64000,cont4bf16,self_attention.linear_proj,10,1.96875,0.0394411
64000,cont4bf16,self_attention.linear_proj,11,2.92188,0.0393278
