iter,run,tensor,layer,wmax,wrms
64000,cont4bf16,self_attention.linear_proj,12,1.59375,0.0374733
64000,cont4bf16,self_attention.linear_proj,13,1.64062,0.0384396
64000,cont4bf16,self_attention.linear_proj,14,2.39062,0.0372427
64000,cont4bf16,self_attention.linear_proj,15,1.46094,0.0370246
64000,cont4bf16,self_attention.linear_proj,16,2.17188,0.0378965
64000,cont4bf16,self_attention.linear_proj,17,2.10938,0.0388944
64000,cont4bf16,self_attention.linear_proj,18,2.17188,0.0386956
64000,cont4bf16,self_attention.linear_proj,19,1.09375,0.0401281
64000,cont4bf16,self_attention.linear_proj,20,1.46875,0.0388599
64000,cont4bf16,self_attention.linear_proj,21,1.625,0.0376267
64000,cont4bf16,self_attention.linear_proj,22,1.375,0.0408503
64000,cont4bf16,self_attention.linear_proj,23,1.55469,0.040471
64000,cont4bf16,self_attention.linear_proj,24,0.636719,0.0403343
64000,cont4bf16,self_attention.linear_proj,25,0.679688,0.0392585
64000,cont4bf16,self_attention.linear_proj,26,0.871094,0.0383898
64000,cont4bf16,self_attention.linear_proj,27,0.554688,0.0425343
64000,cont4bf16,self_attention.linear_proj,28,0.59375,0.0394393
64000,cont4bf16,self_attention.linear_proj,29,0.671875,0.0396171
64000,cont4bf16,self_attention.linear_proj,30,0.667969,0.0412293
64000,cont4bf16,self_attention.linear_proj,31,0.65625,0.0365082
64000,cont4bf16,self_attention.linear_proj,32,0.546875,0.0380685
64000,cont4bf16,self_attention.linear_proj,33,0.582031,0.0372888
64000,cont4bf16,self_attention.linear_proj,34,0.546875,0.0406625
64000,cont4bf16,self_attention.linear_proj,35,0.796875,0.0385063
64000,cont4bf16,self_attention.linear_proj,36,0.558594,0.0363449
64000,cont4bf16,self_attention.linear_proj,37,0.871094,0.0333435
64000,cont4bf16,self_attention.linear_proj,38,0.789062,0.035709
64000,cont4bf16,self_attention.linear_proj,39,0.980469,0.0343366
64000,cont4bf16,self_attention.linear_proj,40,0.683594,0.0353085
64000,cont4bf16,self_attention.linear_proj,41,0.443359,0.0347647
64000,cont4bf16,self_attention.linear_proj,42,0.492188,0.0342664
64000,cont4bf16,self_attention.linear_proj,43,0.683594,0.0345215
64000,cont4bf16,self_attention.linear_proj,44,0.402344,0.0353061
64000,cont4bf16,self_attention.linear_proj,45,0.492188,0.0357925
64000,cont4bf16,self_attention.linear_proj,46,0.384766,0.036239
64000,cont4bf16,self_attention.linear_proj,47,0.644531,0.0340731
64000,cont4bf16,self_attention.linear_proj,48,0.515625,0.037151
64000,cont4bf16,self_attention.linear_proj,49,0.632812,0.0353749
64000,cont4bf16,self_attention.linear_proj,50,0.957031,0.0350796
64000,cont4bf16,self_attention.linear_proj,51,0.380859,0.037409
64000,cont4bf16,self_attention.linear_proj,52,0.96875,0.0364073
64000,cont4bf16,self_attention.linear_proj,53,0.523438,0.0378109
64000,cont4bf16,self_attention.linear_proj,54,0.910156,0.0367813
64000,cont4bf16,self_attention.linear_proj,55,0.847656,0.0369465
64000,cont4bf16,self_attention.linear_proj,56,1,0.0374165
64000,cont4bf16,self_attention.linear_proj,57,0.789062,0.0352918
64000,cont4bf16,self_attention.linear_proj,58,0.628906,0.0354894
64000,cont4bf16,self_attention.linear_proj,59,0.503906,0.0338036
64000,cont4bf16,self_attention.linear_proj,60,0.574219,0.0309142
64000,cont4bf16,self_attention.linear_proj,61,0.578125,0.0281558
64000,cont4bf16,self_attention.linear_proj,62,0.667969,0.0235412
64000,cont4bf16,self_attention.linear_proj,63,0.640625,0.0184188
64000,cont4bf16,mlp.linear_fc2,0,2.48438,0.0389404
64000,cont4bf16,mlp.linear_fc2,1,3.85938,0.0389858
64000,cont4bf16,mlp.linear_fc2,2,2.59375,0.0413192
64000,cont4bf16,mlp.linear_fc2,3,1.79688,0.0409396
64000,cont4bf16,mlp.linear_fc2,4,2.46875,0.0406846
64000,cont4bf16,mlp.linear_fc2,5,4.53125,0.0404933
64000,cont4bf16,mlp.linear_fc2,6,2.125,0.0409853
64000,cont4bf16,mlp.linear_fc2,7,2.65625,0.041576
64000,cont4bf16,mlp.linear_fc2,8,2.75,0.0420704
64000,cont4bf16,mlp.linear_fc2,9,3.40625,0.0421046
64000,cont4bf16,mlp.linear_fc2,10,3.39062,0.0421886
64000,cont4bf16,mlp.linear_fc2,11,2.76562,0.0422423
64000,cont4bf16,mlp.linear_fc2,12,2.46875,0.0421777
64000,cont4bf16,mlp.linear_fc2,13,2.60938,0.0420305
64000,cont4bf16,mlp.linear_fc2,14,1.69531,0.0417971
64000,cont4bf16,mlp.linear_fc2,15,2.1875,0.0414561
64000,cont4bf16,mlp.linear_fc2,16,1.91406,0.0411417
64000,cont4bf16,mlp.linear_fc2,17,2.09375,0.0412253
64000,cont4bf16,mlp.linear_fc2,18,1.53906,0.0412175
64000,cont4bf16,mlp.linear_fc2,19,1.72656,0.041308
64000,cont4bf16,mlp.linear_fc2,20,1.75781,0.0413403
64000,cont4bf16,mlp.linear_fc2,21,2.03125,0.0412618
64000,cont4bf16,mlp.linear_fc2,22,1.39062,0.0413138
64000,cont4bf16,mlp.linear_fc2,23,2.28125,0.0414178
64000,cont4bf16,mlp.linear_fc2,24,1.19531,0.0417755
64000,cont4bf16,mlp.linear_fc2,25,1.86719,0.041947
64000,cont4bf16,mlp.linear_fc2,26,1.75,0.0419196
64000,cont4bf16,mlp.linear_fc2,27,1.75,0.0421049
64000,cont4bf16,mlp.linear_fc2,28,1.98438,0.0421206
64000,cont4bf16,mlp.linear_fc2,29,1.58594,0.0421347
64000,cont4bf16,mlp.linear_fc2,30,1.84375,0.0421385
64000,cont4bf16,mlp.linear_fc2,31,2.28125,0.0422179
64000,cont4bf16,mlp.linear_fc2,32,1.71094,0.0423592
64000,cont4bf16,mlp.linear_fc2,33,1.92188,0.0424272
64000,cont4bf16,mlp.linear_fc2,34,1.32031,0.0425067
64000,cont4bf16,mlp.linear_fc2,35,1.86719,0.0425816
64000,cont4bf16,mlp.linear_fc2,36,2.25,0.0426426
64000,cont4bf16,mlp.linear_fc2,37,1.73438,0.0427156
64000,cont4bf16,mlp.linear_fc2,38,2.48438,0.0427726
64000,cont4bf16,mlp.linear_fc2,39,1.1875,0.0427984
64000,cont4bf16,mlp.linear_fc2,40,1.57812,0.0428145
64000,cont4bf16,mlp.linear_fc2,41,0.871094,0.0428191
64000,cont4bf16,mlp.linear_fc2,42,2.125,0.0428281
64000,cont4bf16,mlp.linear_fc2,43,1.78906,0.0428401
64000,cont4bf16,mlp.linear_fc2,44,2.03125,0.0428538
64000,cont4bf16,mlp.linear_fc2,45,1.25,0.0428778
64000,cont4bf16,mlp.linear_fc2,46,1.25,0.0429146
64000,cont4bf16,mlp.linear_fc2,47,1.86719,0.0429533
64000,cont4bf16,mlp.linear_fc2,48,0.960938,0.0430388
64000,cont4bf16,mlp.linear_fc2,49,0.96875,0.0431047
64000,cont4bf16,mlp.linear_fc2,50,0.960938,0.0432054
64000,cont4bf16,mlp.linear_fc2,51,1.23438,0.0433252
64000,cont4bf16,mlp.linear_fc2,52,1.16406,0.0434651
64000,cont4bf16,mlp.linear_fc2,53,1.46875,0.0436132
64000,cont4bf16,mlp.linear_fc2,54,1.42969,0.0437776
64000,cont4bf16,mlp.linear_fc2,55,1.13281,0.0439873
64000,cont4bf16,mlp.linear_fc2,56,1.27344,0.0441337
64000,cont4bf16,mlp.linear_fc2,57,1.25781,0.0440221
64000,cont4bf16,mlp.linear_fc2,58,1.99219,0.043577
64000,cont4bf16,mlp.linear_fc2,59,1.46094,0.0428431
64000,cont4bf16,mlp.linear_fc2,60,1.35938,0.0418126
64000,cont4bf16,mlp.linear_fc2,61,2.53125,0.0394397
64000,cont4bf16,mlp.linear_fc2,62,2.17188,0.0357123
64000,cont4bf16,mlp.linear_fc2,63,1.67188,0.0267735
64000,cont4bf16,mlp.linear_fc1,0,0.824219,0.0359157
64000,cont4bf16,mlp.linear_fc1,1,1.01562,0.0422771
64000,cont4bf16,mlp.linear_fc1,2,1.05469,0.0434989
64000,cont4bf16,mlp.linear_fc1,3,1.24219,0.0428596
64000,cont4bf16,mlp.linear_fc1,4,1.16406,0.0421863
64000,cont4bf16,mlp.linear_fc1,5,1,0.0415284
64000,cont4bf16,mlp.linear_fc1,6,1.07812,0.0411
64000,cont4bf16,mlp.linear_fc1,7,0.765625,0.0414768
64000,cont4bf16,mlp.linear_fc1,8,0.679688,0.0417717
64000,cont4bf16,mlp.linear_fc1,9,0.835938,0.0419992
64000,cont4bf16,mlp.linear_fc1,10,0.582031,0.0420337
64000,cont4bf16,mlp.linear_fc1,11,0.664062,0.0420325
64000,cont4bf16,mlp.linear_fc1,12,0.589844,0.0420252
64000,cont4bf16,mlp.linear_fc1,13,0.667969,0.0420484
64000,cont4bf16,mlp.linear_fc1,14,0.554688,0.0419694
64000,cont4bf16,mlp.linear_fc1,15,0.65625,0.0416353
64000,cont4bf16,mlp.linear_fc1,16,0.589844,0.0412425
64000,cont4bf16,mlp.linear_fc1,17,0.490234,0.040853
64000,cont4bf16,mlp.linear_fc1,18,0.679688,0.0408531
64000,cont4bf16,mlp.linear_fc1,19,0.777344,0.0407943
64000,cont4bf16,mlp.linear_fc1,20,0.640625,0.0407221
64000,cont4bf16,mlp.linear_fc1,21,0.648438,0.0405713
64000,cont4bf16,mlp.linear_fc1,22,0.523438,0.0405534
64000,cont4bf16,mlp.linear_fc1,23,0.519531,0.0404013
64000,cont4bf16,mlp.linear_fc1,24,0.949219,0.0405485
64000,cont4bf16,mlp.linear_fc1,25,0.458984,0.0407171
64000,cont4bf16,mlp.linear_fc1,26,0.539062,0.0407299
64000,cont4bf16,mlp.linear_fc1,27,0.589844,0.0408592
64000,cont4bf16,mlp.linear_fc1,28,0.542969,0.0408788
64000,cont4bf16,mlp.linear_fc1,29,0.582031,0.0408968
64000,cont4bf16,mlp.linear_fc1,30,0.527344,0.0408775
64000,cont4bf16,mlp.linear_fc1,31,0.429688,0.0409162
64000,cont4bf16,mlp.linear_fc1,32,0.589844,0.0410001
64000,cont4bf16,mlp.linear_fc1,33,0.515625,0.0410883
64000,cont4bf16,mlp.linear_fc1,34,0.404297,0.0411535
64000,cont4bf16,mlp.linear_fc1,35,0.457031,0.0412321
64000,cont4bf16,mlp.linear_fc1,36,0.574219,0.0413148
64000,cont4bf16,mlp.linear_fc1,37,0.5625,0.0413814
64000,cont4bf16,mlp.linear_fc1,38,0.472656,0.041404
64000,cont4bf16,mlp.linear_fc1,39,0.550781,0.0414491
64000,cont4bf16,mlp.linear_fc1,40,0.566406,0.0414703
64000,cont4bf16,mlp.linear_fc1,41,0.664062,0.0414781
64000,cont4bf16,mlp.linear_fc1,42,0.535156,0.0414842
64000,cont4bf16,mlp.linear_fc1,43,0.648438,0.0414899
64000,cont4bf16,mlp.linear_fc1,44,0.570312,0.0414883
64000,cont4bf16,mlp.linear_fc1,45,0.558594,0.0414782
64000,cont4bf16,mlp.linear_fc1,46,0.625,0.0414735
64000,cont4bf16,mlp.linear_fc1,47,0.742188,0.0414683
64000,cont4bf16,mlp.linear_fc1,48,0.84375,0.0414707
64000,cont4bf16,mlp.linear_fc1,49,0.546875,0.0414651
64000,cont4bf16,mlp.linear_fc1,50,0.753906,0.0414934
64000,cont4bf16,mlp.linear_fc1,51,0.466797,0.0415297
64000,cont4bf16,mlp.linear_fc1,52,0.816406,0.0415957
64000,cont4bf16,mlp.linear_fc1,53,0.730469,0.0416773
64000,cont4bf16,mlp.linear_fc1,54,0.875,0.0417881
64000,cont4bf16,mlp.linear_fc1,55,0.617188,0.0419503
64000,cont4bf16,mlp.linear_fc1,56,0.796875,0.0420664
64000,cont4bf16,mlp.linear_fc1,57,0.675781,0.0420449
64000,cont4bf16,mlp.linear_fc1,58,0.78125,0.0418626
64000,cont4bf16,mlp.linear_fc1,59,0.679688,0.0414234
64000,cont4bf16,mlp.linear_fc1,60,0.652344,0.0407004
64000,cont4bf16,mlp.linear_fc1,61,0.585938,0.0392664
64000,cont4bf16,mlp.linear_fc1,62,0.464844,0.0368623
64000,cont4bf16,mlp.linear_fc1,63,0.867188,0.0360905
8000,flagship,self_attention.linear_qkv,0,0.128906,0.0214975
8000,flagship,self_attention.linear_qkv,1,0.120117,0.0204476
8000,flagship,self_attention.linear_qkv,2,0.129883,0.0205612
8000,flagship,self_attention.linear_qkv,3,0.121094,0.0205995
8000,flagship,self_attention.linear_qkv,4,0.125977,0.0204568
8000,flagship,self_attention.linear_qkv,5,0.135742,0.0205927
8000,flagship,self_attention.linear_qkv,6,0.145508,0.0206863
8000,flagship,self_attention.linear_qkv,7,0.146484,0.0205114
8000,flagship,self_attention.linear_qkv,8,0.126953,0.0204326
8000,flagship,self_attention.linear_qkv,9,0.120605,0.0201128
8000,flagship,self_attention.linear_qkv,10,0.115234,0.0202294
8000,flagship,self_attention.linear_qkv,11,0.12793,0.0201166
8000,flagship,self_attention.linear_qkv,12,0.112305,0.0200869
8000,flagship,self_attention.linear_qkv,13,0.118652,0.0199998
8000,flagship,self_attention.linear_qkv,14,0.116211,0.0197851
8000,flagship,self_attention.linear_qkv,15,0.122559,0.0199896
8000,flagship,self_attention.linear_qkv,16,0.117188,0.019809
8000,flagship,self_attention.linear_qkv,17,0.125,0.0203079
8000,flagship,self_attention.linear_qkv,18,0.121582,0.0199172
8000,flagship,self_attention.linear_qkv,19,0.125977,0.0202089
8000,flagship,self_attention.linear_qkv,20,0.113281,0.0198881
8000,flagship,self_attention.linear_qkv,21,0.128906,0.0200364
8000,flagship,self_attention.linear_qkv,22,0.124023,0.0202339
8000,flagship,self_attention.linear_qkv,23,0.126953,0.0202995
8000,flagship,self_attention.linear_qkv,24,0.123535,0.0201463
8000,flagship,self_attention.linear_qkv,25,0.137695,0.0199881
8000,flagship,self_attention.linear_qkv,26,0.12793,0.0199283
8000,flagship,self_attention.linear_qkv,27,0.131836,0.0201989
8000,flagship,self_attention.linear_qkv,28,0.114258,0.0199557
8000,flagship,self_attention.linear_qkv,29,0.121582,0.020035
8000,flagship,self_attention.linear_qkv,30,0.121094,0.0201121
8000,flagship,self_attention.linear_qkv,31,0.11377,0.0197717
8000,flagship,self_attention.linear_qkv,32,0.115723,0.0198488
8000,flagship,self_attention.linear_qkv,33,0.119141,0.0198014
8000,flagship,self_attention.linear_qkv,34,0.117188,0.0199183
8000,flagship,self_attention.linear_qkv,35,0.119141,0.0198187
8000,flagship,self_attention.linear_qkv,36,0.124512,0.0197332
8000,flagship,self_attention.linear_qkv,37,0.124512,0.0196076
8000,flagship,self_attention.linear_qkv,38,0.11377,0.0197508
8000,flagship,self_attention.linear_qkv,39,0.118164,0.0196018
8000,flagship,self_attention.linear_qkv,40,0.114258,0.0196307
8000,flagship,self_attention.linear_qkv,41,0.120117,0.0195997
8000,flagship,self_attention.linear_qkv,42,0.121582,0.0195799
8000,flagship,self_attention.linear_qkv,43,0.114258,0.0195896
8000,flagship,self_attention.linear_qkv,44,0.115723,0.0196068
8000,flagship,self_attention.linear_qkv,45,0.118164,0.0197746
8000,flagship,self_attention.linear_qkv,46,0.117676,0.0198148
8000,flagship,self_attention.linear_qkv,47,0.114258,0.0196592
8000,flagship,self_attention.linear_qkv,48,0.12793,0.0200253
8000,flagship,self_attention.linear_qkv,49,0.123535,0.0199821
8000,flagship,self_attention.linear_qkv,50,0.111816,0.0197184
8000,flagship,self_attention.linear_qkv,51,0.117188,0.0197752
8000,flagship,self_attention.linear_qkv,52,0.122559,0.0196872
8000,flagship,self_attention.linear_qkv,53,0.121582,0.0199942
8000,flagship,self_attention.linear_qkv,54,0.125,0.0198144
8000,flagship,self_attention.linear_qkv,55,0.139648,0.0200225
8000,flagship,self_attention.linear_qkv,56,0.120605,0.0198736
8000,flagship,self_attention.linear_qkv,57,0.124512,0.0199989
8000,flagship,self_attention.linear_qkv,58,0.124023,0.0199412
8000,flagship,self_attention.linear_qkv,59,0.131836,0.01989
8000,flagship,self_attention.linear_qkv,60,0.123047,0.0197155
8000,flagship,self_attention.linear_qkv,61,0.116699,0.0198559
8000,flagship,self_attention.linear_qkv,62,0.112793,0.019583
8000,flagship,self_attention.linear_qkv,63,0.112305,0.019477
8000,flagship,self_attention.linear_proj,0,0.103516,0.00802505
8000,flagship,self_attention.linear_proj,1,0.0766602,0.00786751
8000,flagship,self_attention.linear_proj,2,0.0524902,0.00842265
8000,flagship,self_attention.linear_proj,3,0.0751953,0.00876597
8000,flagship,self_attention.linear_proj,4,0.0598145,0.0086859
8000,flagship,self_attention.linear_proj,5,0.0668945,0.00937547
8000,flagship,self_attention.linear_proj,6,0.0620117,0.00994342
8000,flagship,self_attention.linear_proj,7,0.0805664,0.0105246
8000,flagship,self_attention.linear_proj,8,0.0683594,0.0097166
8000,flagship,self_attention.linear_proj,9,0.0598145,0.00897067
8000,flagship,self_attention.linear_proj,10,0.0664062,0.00915307
8000,flagship,self_attention.linear_proj,11,0.0610352,0.00902892
8000,flagship,self_attention.linear_proj,12,0.0581055,0.00889757
8000,flagship,self_attention.linear_proj,13,0.0578613,0.00886332
8000,flagship,self_attention.linear_proj,14,0.0524902,0.00866052
8000,flagship,self_attention.linear_proj,15,0.0810547,0.00894851
8000,flagship,self_attention.linear_proj,16,0.0527344,0.00878155
8000,flagship,self_attention.linear_proj,17,0.0825195,0.00980231
8000,flagship,self_attention.linear_proj,18,0.0554199,0.00903895
8000,flagship,self_attention.linear_proj,19,0.0683594,0.00973271
8000,flagship,self_attention.linear_proj,20,0.0625,0.0090619
8000,flagship,self_attention.linear_proj,21,0.0654297,0.00924976
8000,flagship,self_attention.linear_proj,22,0.0722656,0.0104922
8000,flagship,self_attention.linear_proj,23,0.0805664,0.0101814
8000,flagship,self_attention.linear_proj,24,0.0756836,0.0100864
8000,flagship,self_attention.linear_proj,25,0.0649414,0.00975976
8000,flagship,self_attention.linear_proj,26,0.0615234,0.00945159
8000,flagship,self_attention.linear_proj,27,0.0708008,0.0107582
8000,flagship,self_attention.linear_proj,28,0.0668945,0.00965881
8000,flagship,self_attention.linear_proj,29,0.0639648,0.00999353
8000,flagship,self_attention.linear_proj,30,0.0732422,0.0101346
8000,flagship,self_attention.linear_proj,31,0.0668945,0.0091463
8000,flagship,self_attention.linear_proj,32,0.0576172,0.00933602
8000,flagship,self_attention.linear_proj,33,0.0561523,0.00926399
8000,flagship,self_attention.linear_proj,34,0.0593262,0.00965679
8000,flagship,self_attention.linear_proj,35,0.0559082,0.00930372
8000,flagship,self_attention.linear_proj,36,0.0517578,0.00906633
8000,flagship,self_attention.linear_proj,37,0.0495605,0.00880149
8000,flagship,self_attention.linear_proj,38,0.0644531,0.00902402
8000,flagship,self_attention.linear_proj,39,0.0532227,0.00878272
8000,flagship,self_attention.linear_proj,40,0.0515137,0.00890588
8000,flagship,self_attention.linear_proj,41,0.0515137,0.00878942
8000,flagship,self_attention.linear_proj,42,0.048584,0.00875786
8000,flagship,self_attention.linear_proj,43,0.048584,0.00877697
8000,flagship,self_attention.linear_proj,44,0.0473633,0.00881813
8000,flagship,self_attention.linear_proj,45,0.059082,0.00915683
8000,flagship,self_attention.linear_proj,46,0.0639648,0.00926245
8000,flagship,self_attention.linear_proj,47,0.0588379,0.00891646
8000,flagship,self_attention.linear_proj,48,0.0654297,0.00974251
8000,flagship,self_attention.linear_proj,49,0.0644531,0.00975902
8000,flagship,self_attention.linear_proj,50,0.0595703,0.00889246
8000,flagship,self_attention.linear_proj,51,0.0583496,0.00923273
8000,flagship,self_attention.linear_proj,52,0.0644531,0.00891051
8000,flagship,self_attention.linear_proj,53,0.0649414,0.00971679
8000,flagship,self_attention.linear_proj,54,0.0593262,0.00936118
8000,flagship,self_attention.linear_proj,55,0.0834961,0.00955743
8000,flagship,self_attention.linear_proj,56,0.0756836,0.00918532
8000,flagship,self_attention.linear_proj,57,0.0732422,0.00946144
8000,flagship,self_attention.linear_proj,58,0.100098,0.00898982
8000,flagship,self_attention.linear_proj,59,0.0991211,0.00872048
8000,flagship,self_attention.linear_proj,60,0.0800781,0.00806609
8000,flagship,self_attention.linear_proj,61,0.0942383,0.0079094
8000,flagship,self_attention.linear_proj,62,0.0825195,0.00699203
8000,flagship,self_attention.linear_proj,63,0.0839844,0.00585076
8000,flagship,mlp.linear_fc2,0,0.0957031,0.0093301
8000,flagship,mlp.linear_fc2,1,0.097168,0.00977527
8000,flagship,mlp.linear_fc2,2,0.0576172,0.00960549
8000,flagship,mlp.linear_fc2,3,0.059082,0.00951732
8000,flagship,mlp.linear_fc2,4,0.0644531,0.00946263
8000,flagship,mlp.linear_fc2,5,0.0622559,0.00940484
8000,flagship,mlp.linear_fc2,6,0.0578613,0.00948562
8000,flagship,mlp.linear_fc2,7,0.0578613,0.00979396
8000,flagship,mlp.linear_fc2,8,0.0703125,0.00998461
8000,flagship,mlp.linear_fc2,9,0.0605469,0.0100891
8000,flagship,mlp.linear_fc2,10,0.0629883,0.0101694
8000,flagship,mlp.linear_fc2,11,0.0625,0.0102342
8000,flagship,mlp.linear_fc2,12,0.0600586,0.0102776
8000,flagship,mlp.linear_fc2,13,0.0698242,0.0103097
8000,flagship,mlp.linear_fc2,14,0.0622559,0.0103264
8000,flagship,mlp.linear_fc2,15,0.0620117,0.0103307
8000,flagship,mlp.linear_fc2,16,0.0625,0.0103005
8000,flagship,mlp.linear_fc2,17,0.0622559,0.0103222
8000,flagship,mlp.linear_fc2,18,0.0612793,0.010327
8000,flagship,mlp.linear_fc2,19,0.0603027,0.0103718
8000,flagship,mlp.linear_fc2,20,0.0622559,0.0103769
8000,flagship,mlp.linear_fc2,21,0.0625,0.0103699
8000,flagship,mlp.linear_fc2,22,0.0610352,0.0104095
8000,flagship,mlp.linear_fc2,23,0.0610352,0.010432
8000,flagship,mlp.linear_fc2,24,0.0603027,0.0104931
8000,flagship,mlp.linear_fc2,25,0.0615234,0.0105305
8000,flagship,mlp.linear_fc2,26,0.065918,0.01055
8000,flagship,mlp.linear_fc2,27,0.0649414,0.0106061
8000,flagship,mlp.linear_fc2,28,0.0625,0.0106369
8000,flagship,mlp.linear_fc2,29,0.0625,0.0106674
8000,flagship,mlp.linear_fc2,30,0.0625,0.0106971
8000,flagship,mlp.linear_fc2,31,0.0644531,0.0107261
8000,flagship,mlp.linear_fc2,32,0.0634766,0.0107552
8000,flagship,mlp.linear_fc2,33,0.0629883,0.0107801
8000,flagship,mlp.linear_fc2,34,0.0603027,0.0108087
8000,flagship,mlp.linear_fc2,35,0.0620117,0.0108319
8000,flagship,mlp.linear_fc2,36,0.0717773,0.010857
8000,flagship,mlp.linear_fc2,37,0.0654297,0.0108808
8000,flagship,mlp.linear_fc2,38,0.0673828,0.0109052
8000,flagship,mlp.linear_fc2,39,0.0617676,0.010925
8000,flagship,mlp.linear_fc2,40,0.0617676,0.010942
8000,flagship,mlp.linear_fc2,41,0.0629883,0.01096
8000,flagship,mlp.linear_fc2,42,0.0629883,0.0109823
8000,flagship,mlp.linear_fc2,43,0.0617676,0.0109896
8000,flagship,mlp.linear_fc2,44,0.0649414,0.0110054
8000,flagship,mlp.linear_fc2,45,0.0683594,0.0110239
8000,flagship,mlp.linear_fc2,46,0.0664062,0.011019
8000,flagship,mlp.linear_fc2,47,0.0649414,0.011033
8000,flagship,mlp.linear_fc2,48,0.0722656,0.0110426
8000,flagship,mlp.linear_fc2,49,0.0654297,0.0110485
8000,flagship,mlp.linear_fc2,50,0.0844727,0.0110268
8000,flagship,mlp.linear_fc2,51,0.0805664,0.011014
8000,flagship,mlp.linear_fc2,52,0.0878906,0.0109899
8000,flagship,mlp.linear_fc2,53,0.0908203,0.0109606
8000,flagship,mlp.linear_fc2,54,0.106934,0.0109025
8000,flagship,mlp.linear_fc2,55,0.116211,0.0108407
8000,flagship,mlp.linear_fc2,56,0.117676,0.0107399
8000,flagship,mlp.linear_fc2,57,0.164062,0.0106013
8000,flagship,mlp.linear_fc2,58,0.132812,0.0103948
8000,flagship,mlp.linear_fc2,59,0.178711,0.0100789
8000,flagship,mlp.linear_fc2,60,0.19043,0.00977201
8000,flagship,mlp.linear_fc2,61,0.174805,0.00924648
8000,flagship,mlp.linear_fc2,62,0.158203,0.00865273
8000,flagship,mlp.linear_fc2,63,0.174805,0.00784724
8000,flagship,mlp.linear_fc1,0,0.118164,0.0206846
8000,flagship,mlp.linear_fc1,1,0.125977,0.0208051
8000,flagship,mlp.linear_fc1,2,0.125977,0.0207129
8000,flagship,mlp.linear_fc1,3,0.120605,0.0205114
8000,flagship,mlp.linear_fc1,4,0.124023,0.0203902
8000,flagship,mlp.linear_fc1,5,0.120605,0.0202571
8000,flagship,mlp.linear_fc1,6,0.119629,0.0202889
8000,flagship,mlp.linear_fc1,7,0.123047,0.0204946
8000,flagship,mlp.linear_fc1,8,0.123535,0.020646
8000,flagship,mlp.linear_fc1,9,0.125,0.0207445
8000,flagship,mlp.linear_fc1,10,0.12207,0.0208269
8000,flagship,mlp.linear_fc1,11,0.124023,0.0208967
8000,flagship,mlp.linear_fc1,12,0.120605,0.0209513
8000,flagship,mlp.linear_fc1,13,0.125,0.0209952
8000,flagship,mlp.linear_fc1,14,0.123535,0.0210248
8000,flagship,mlp.linear_fc1,15,0.122559,0.0210473
8000,flagship,mlp.linear_fc1,16,0.137695,0.0210484
8000,flagship,mlp.linear_fc1,17,0.129883,0.0210713
8000,flagship,mlp.linear_fc1,18,0.125977,0.0210903
8000,flagship,mlp.linear_fc1,19,0.123047,0.0211319
8000,flagship,mlp.linear_fc1,20,0.121094,0.021144
8000,flagship,mlp.linear_fc1,21,0.15332,0.0211475
8000,flagship,mlp.linear_fc1,22,0.118652,0.0211775
8000,flagship,mlp.linear_fc1,23,0.124512,0.0211979
8000,flagship,mlp.linear_fc1,24,0.129883,0.0212517
8000,flagship,mlp.linear_fc1,25,0.132812,0.0212867
8000,flagship,mlp.linear_fc1,26,0.128906,0.0213086
8000,flagship,mlp.linear_fc1,27,0.125977,0.0213552
8000,flagship,mlp.linear_fc1,28,0.123047,0.0213861
8000,flagship,mlp.linear_fc1,29,0.129883,0.021419
8000,flagship,mlp.linear_fc1,30,0.137695,0.021452
8000,flagship,mlp.linear_fc1,31,0.134766,0.0214845
8000,flagship,mlp.linear_fc1,32,0.123535,0.0215154
8000,flagship,mlp.linear_fc1,33,0.126953,0.0215471
8000,flagship,mlp.linear_fc1,34,0.12793,0.0215777
8000,flagship,mlp.linear_fc1,35,0.132812,0.0216086
8000,flagship,mlp.linear_fc1,36,0.124023,0.0216371
8000,flagship,mlp.linear_fc1,37,0.12793,0.0216674
8000,flagship,mlp.linear_fc1,38,0.124023,0.0216947
8000,flagship,mlp.linear_fc1,39,0.130859,0.0217182
8000,flagship,mlp.linear_fc1,40,0.124512,0.0217436
8000,flagship,mlp.linear_fc1,41,0.126953,0.0217733
8000,flagship,mlp.linear_fc1,42,0.132812,0.0217932
8000,flagship,mlp.linear_fc1,43,0.131836,0.0218148
8000,flagship,mlp.linear_fc1,44,0.12793,0.0218338
8000,flagship,mlp.linear_fc1,45,0.139648,0.0218508
8000,flagship,mlp.linear_fc1,46,0.136719,0.0218696
8000,flagship,mlp.linear_fc1,47,0.129883,0.0218825
8000,flagship,mlp.linear_fc1,48,0.124023,0.0218952
8000,flagship,mlp.linear_fc1,49,0.128906,0.0219099
8000,flagship,mlp.linear_fc1,50,0.130859,0.0219146
8000,flagship,mlp.linear_fc1,51,0.129883,0.0219185
8000,flagship,mlp.linear_fc1,52,0.128906,0.0219197
8000,flagship,mlp.linear_fc1,53,0.137695,0.0219162
8000,flagship,mlp.linear_fc1,54,0.134766,0.0219056
8000,flagship,mlp.linear_fc1,55,0.152344,0.0218918
8000,flagship,mlp.linear_fc1,56,0.136719,0.021873
